,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
502,Bosnia Eyalet,The capital of [X] is [Y] .,Sarajevo,He was buried on the grounds of the Ali Pašina Ali Pasha's Mosque in [MASK] along other prominent Bosniak military and political leaders.,He was buried on the grounds of the Ali Pašina Ali Pasha's Mosque in Sarajevo along other prominent Bosniak military and political leaders.,"['he was buried along with other prominent bosniak military and political leaders on the grounds of the ali paina ali pasha mosque in sarajevo', 'he was buried along with other prominent bosniak military and political leaders on the grounds of the mosque of ali paina in sarajevo', 'he was buried with other prominent bosniak military and political leaders at the grounds of the ali pasha mosque in sarajevo']",he was buried along with other prominent bosniak military and political leaders on the grounds of the ali paina ali pasha mosque in [MASK],he was buried along with other prominent bosniak military and political leaders on the grounds of the mosque of ali paina in [MASK],he was buried with other prominent bosniak military and political leaders at the grounds of the ali pasha mosque in [MASK]
503,Northamptonshire,The capital of [X] is [Y] .,Northampton,[MASK] is the county town of Northamptonshire in England.,Northampton is the county town of Northamptonshire in England.,,,,
504,Tiflis Governorate,The capital of [X] is [Y] .,Tbilisi,"Tiflis Governorate (Old Russian: Тифлисская губернія; Georgian: ტფილისის გუბერნია) was one of the guberniyas of the Russian Empire with its centre in Tiflis (present-day [MASK], capital of Georgia).","Tiflis Governorate (Old Russian: Тифлисская губернія; Georgian: ტფილისის გუბერნია) was one of the guberniyas of the Russian Empire with its centre in Tiflis (present-day Tbilisi, capital of Georgia).","['Tiflis Governorate (Old Russian: Тифлисская губернія; Georgian: ტფილისის გუბერნია) was one of the guberniyas of the Russian Empire with its centre in Tiflis (present-day Tbilisi, capital of Georgia).']","Tiflis Governorate (Old Russian: Тифлисская губернія; Georgian: ტფილისის გუბერნია) was one of the guberniyas of the Russian Empire with its centre in Tiflis (present-day Tbilisi, capital of Georgia).",,
505,Province of South Carolina,The capital of [X] is [Y] .,Charleston,"The plot focuses on the notorious pirate Edward 'Blackbeard' Teach, and his blockade of [MASK] in South Carolina in 1718.","The plot focuses on the notorious pirate Edward 'Blackbeard' Teach, and his blockade of Charleston in South Carolina in 1718.","[""the plot focuses on the notorious pirate edward 'blackbeard' teach and his 1718 blockade of charleston in south carolina""]",the plot focuses on the notorious pirate edward 'blackbeard' teach and his 1718 blockade of [MASK] in south carolina,,
506,Kingdom of Wessex,The capital of [X] is [Y] .,Winchester,The Old Minster was the Anglo-Saxon cathedral for the diocese of Wessex and then [MASK] from 660 to 1093.,The Old Minster was the Anglo-Saxon cathedral for the diocese of Wessex and then Winchester from 660 to 1093.,"['from 660 to 1093 the old minster was the anglo-saxon cathedral of the diocese of wessex and then of winchester', 'the old minster was the anglo-saxon cathedral for the diocese of wessex and then winchester from 660 to 1093']",from 660 to 1093 the old minster was the anglo-saxon cathedral of the diocese of wessex and then of [MASK],the old minster was the anglo-saxon cathedral for the diocese of wessex and then [MASK] from 660 to 1093,
507,Ashtabula County,The capital of [X] is [Y] .,Jefferson,"He became a merchant in Geneva, Ohio, selling clocks and later operating a hotel before the family moved to [MASK], the Ashtabula County seat.","He became a merchant in Geneva, Ohio, selling clocks and later operating a hotel before the family moved to Jefferson, the Ashtabula County seat.","['He became a merchant in Geneva, Ohio, selling clocks and later operating a hotel before the family moved to Jefferson, the Ashtabula County seat.']","He became a merchant in Geneva, Ohio, selling clocks and later operating a hotel before the family moved to Jefferson, the Ashtabula County seat.",,
508,Onondaga County,The capital of [X] is [Y] .,Syracuse,Onondaga County is part of the [MASK] Metropolitan Statistical Area.,Onondaga County is part of the Syracuse Metropolitan Statistical Area.,['onondaga county is part of the syracuse metropolitan statistical area'],onondaga county is part of the [MASK] metropolitan statistical area,,
509,Seville Province,The capital of [X] is [Y] .,Seville,"Antonio Cruz García, known as Antonio Mairena (Mairena del Alcor, Seville Province, Spain, 1909 – [MASK], 1983) tried to rescue a type of flamenco, which he considered to be pure or authentic.","Antonio Cruz García, known as Antonio Mairena (Mairena del Alcor, Seville Province, Spain, 1909 – Seville, 1983) tried to rescue a type of flamenco, which he considered to be pure or authentic.","['Antonio Cruz García, known as Antonio Mairena (Mairena del Alcor, Seville Province, Spain, 1909 – Seville, 1983) tried to rescue a type of flamenco, which he considered to be pure or authentic.']","Antonio Cruz García, known as Antonio Mairena (Mairena del Alcor, Seville Province, Spain, 1909 – Seville, 1983) tried to rescue a type of flamenco, which he considered to be pure or authentic.",,
510,Erivan Governorate,The capital of [X] is [Y] .,Yerevan,"Erivan Governorate (Old Russian: Эриванская губернія; Armenian: Երևանի նահանգ) was one of the guberniyas of the Russian Empire, with its centre in Erivan (present-day [MASK]).","Erivan Governorate (Old Russian: Эриванская губернія; Armenian: Երևանի նահանգ) was one of the guberniyas of the Russian Empire, with its centre in Erivan (present-day Yerevan).",,,,
511,Pima County,The capital of [X] is [Y] .,Tucson,Pima County comprises the [MASK] Metropolitan Statistical Area.,Pima County comprises the Tucson Metropolitan Statistical Area.,"['pima county is part of the tucson metropolitan statistical area', 'pima county comprised the tucson metropolitan statistical area', 'pima county comprises the tucson metropolitan statistical area']",pima county is part of the [MASK] metropolitan statistical area,pima county comprised the [MASK] metropolitan statistical area,pima county comprises the [MASK] metropolitan statistical area
512,Roman Empire,The capital of [X] is [Y] .,Rome,"Eugenius responded to the threat posed by this with a series of fawning verses of praise for Pope Sergius and the city of [MASK], aurea Roma (""golden Rome""), to which the pope (he claimed) had brought renewed glory.","Eugenius responded to the threat posed by this with a series of fawning verses of praise for Pope Sergius and the city of Rome, aurea Roma (""golden Rome""), to which the pope (he claimed) had brought renewed glory.","['Eugenius responded to the threat posed by this with a series of fawning verses of praise for Pope Sergius and the city of Rome, aurea Roma (""golden Rome""), to which the pope (he claimed) had brought renewed glory.']","Eugenius responded to the threat posed by this with a series of fawning verses of praise for Pope Sergius and the city of Rome, aurea Roma (""golden Rome""), to which the pope (he claimed) had brought renewed glory.",,
513,Grand Casablanca,The capital of [X] is [Y] .,Casablanca,"Aïn Sebaâ (Arabic: عين السبع) is an arrondissement of eastern [MASK], in the Aïn Sebaâ - Hay Mohammadi district of the Grand Casablanca region of Morocco.","Aïn Sebaâ (Arabic: عين السبع) is an arrondissement of eastern Casablanca, in the Aïn Sebaâ - Hay Mohammadi district of the Grand Casablanca region of Morocco.","['Aïn Sebaâ (Arabic: عين السبع) is an arrondissement of eastern Casablanca, in the Aïn Sebaâ - Hay Mohammadi district of the Grand Casablanca region of Morocco.']","Aïn Sebaâ (Arabic: عين السبع) is an arrondissement of eastern Casablanca, in the Aïn Sebaâ - Hay Mohammadi district of the Grand Casablanca region of Morocco.",,
514,Algeria,The capital of [X] is [Y] .,Algiers,"[MASK] (Arabic: الجزائر, al-Jazā’er; Algerian Arabic pronunciation: دزاير Dzayer, Berber: Dzayer tamaneɣt, French: Alger) is the capital and largest city of Algeria.","Algiers (Arabic: الجزائر, al-Jazā’er; Algerian Arabic pronunciation: دزاير Dzayer, Berber: Dzayer tamaneɣt, French: Alger) is the capital and largest city of Algeria.",['alger arabic al-jazer algerian arabic pronunciation dzayer berber dzayer tamanet alger is the capital and largest city of algeria'],alger arabic al-jazer algerian arabic pronunciation dzayer berber dzayer tamanet alger is the capital and largest city of algeria,,
515,British Columbia,The capital of [X] is [Y] .,Victoria,"Victoria College of Art (VCA) is an art college in [MASK] (BC), Canada, founded in 1974.","Victoria College of Art (VCA) is an art college in Victoria (BC), Canada, founded in 1974.","['Victoria College of Art (VCA) is an art college in Victoria (BC), Canada, founded in 1974.']","Victoria College of Art (VCA) is an art college in Victoria (BC), Canada, founded in 1974.",,
516,West Bengal,The capital of [X] is [Y] .,Kolkata,"Mohammed Salim (Bengali: মহম্মদ সালিম, About this sound Audio , 1904 – 5 November 1980) was an Indian footballer from [MASK] (now Kolkata, West Bengal), which at the time was part of the British Raj.","Mohammed Salim (Bengali: মহম্মদ সালিম, About this sound Audio , 1904 – 5 November 1980) was an Indian footballer from Kolkata (now Kolkata, West Bengal), which at the time was part of the British Raj.","['Mohammed Salim (Bengali: মহম্মদ সালিম, About this sound Audio , 1904 – 5 November 1980) was an Indian footballer from Kolkata (now Kolkata, West Bengal), which at the time was part of the British Raj.']","Mohammed Salim (Bengali: মহম্মদ সালিম, About this sound Audio , 1904 – 5 November 1980) was an Indian footballer from Kolkata (now Kolkata, West Bengal), which at the time was part of the British Raj.",,
518,Pratt County,The capital of [X] is [Y] .,Pratt,"Pratt County, Kansas and the town of [MASK] are named in his honor.","Pratt County, Kansas and the town of Pratt are named in his honor.","['Pratt County, Kansas and the town of Pratt are named in his honor.']","Pratt County, Kansas and the town of Pratt are named in his honor.",,
519,Guadalajara Province,The capital of [X] is [Y] .,Guadalajara,"According to the 2008 census (INE), the village has a population of 236 inhabitants.It is situated in the south-east of Guadalajara (province), 190 km from the capital city [MASK], 64 km from Teruel,114 from Cuenca, Spain, 195 from Zaragoza and 210 km from Valencia, Spain.","According to the 2008 census (INE), the village has a population of 236 inhabitants.It is situated in the south-east of Guadalajara (province), 190 km from the capital city Guadalajara, 64 km from Teruel,114 from Cuenca, Spain, 195 from Zaragoza and 210 km from Valencia, Spain.","['According to the 2008 census (INE), the village has a population of 236 inhabitants.It is situated in the south-east of Guadalajara (province), 190 km from the capital city Guadalajara, 64 km from Teruel,114 from Cuenca, Spain, 195 from Zaragoza and 210 km from Valencia, Spain.']","According to the 2008 census (INE), the village has a population of 236 inhabitants.It is situated in the south-east of Guadalajara (province), 190 km from the capital city Guadalajara, 64 km from Teruel,114 from Cuenca, Spain, 195 from Zaragoza and 210 km from Valencia, Spain.",,
520,City of Newcastle,The capital of [X] is [Y] .,Newcastle,"Sandgate is a suburb of [MASK], located 11 kilometres (7 mi) from Newcastle's central business district.","Sandgate is a suburb of Newcastle, located 11 kilometres (7 mi) from Newcastle's central business district.","[""sandgate is a suburb of newcastle 11 kilometres from the centre of newcastle's business district"", ""sandgate is a suburb of newcastle 11 kms from newcastle's central business district"", ""sandgate is a suburb of newcastle located 11 km from newcastle's central business district""]",sandgate is a suburb of [MASK] 11 kilometres from the centre of newcastle's business district,sandgate is a suburb of [MASK] 11 kms from newcastle's central business district,sandgate is a suburb of [MASK] located 11 km from newcastle's central business district
521,Republic of Siena,The capital of [X] is [Y] .,Siena,"The economic and political decline of [MASK] by the 16th century, and its eventual subjugation by Florence, largely checked the development of Sienese painting, although it also meant that a good proportion of Sienese works in churches and public buildings were not discarded or destroyed by new paintings or rebuilding.","The economic and political decline of Siena by the 16th century, and its eventual subjugation by Florence, largely checked the development of Sienese painting, although it also meant that a good proportion of Sienese works in churches and public buildings were not discarded or destroyed by new paintings or rebuilding.","['the economic and political decline of siena by the 16th century and its eventual subjugation by florence largely affected the development of sienese painting although it also meant that a good proportion of sienese works in churches and public buildings were not discarded', 'the economic and political decline of siena by the 16th century and its eventual subjugation by florence largely inhibited the development of sienese painting although it also meant that a good proportion of sienese works in churches and public buildings were not discarded or destroyed by new paintings', 'the economic and political decline of siena by the 16th century and its eventual subjugation by florence largely checked the development of sienese painting although it also meant that a good proportion of sienese works in churches and public buildings were not discarded or destroyed by new paintings or']",the economic and political decline of Siena by the 16th century and its eventual subjugation by [MASK] largely affected the development of sienese painting although it also meant that a good proportion of sienese works in churches and public buildings were not discarded,the economic and political decline of Siena by the 16th century and its eventual subjugation by [MASK] largely inhibited the development of sienese painting although it also meant that a good proportion of sienese works in churches and public buildings were not discarded or destroyed by new paintings,the economic and political decline of Siena by the 16th century and its eventual subjugation by [MASK] largely checked the development of sienese painting although it also meant that a good proportion of sienese works in churches and public buildings were not discarded or destroyed by new paintings or
522,Boulder County,The capital of [X] is [Y] .,Boulder,"Elected to the Colorado State Senate as a Democrat in 2008, Heath represents Senate District 18, which encompasses [MASK] and portions of Boulder County.","Elected to the Colorado State Senate as a Democrat in 2008, Heath represents Senate District 18, which encompasses Boulder and portions of Boulder County.",,,,
523,Kingdom of Bohemia,The capital of [X] is [Y] .,Prague,"Wenceslaus I (also Wenceslas, Venceslas, Wenzel, or Václav, often called Wenceslaus of Bohemia in chronicles) ([MASK], 25 February 1337 – Luxembourg, 7 December 1383) was the first Duke of Luxembourg from 1354.","Wenceslaus I (also Wenceslas, Venceslas, Wenzel, or Václav, often called Wenceslaus of Bohemia in chronicles) (Prague, 25 February 1337 – Luxembourg, 7 December 1383) was the first Duke of Luxembourg from 1354.","['Wenceslaus I (also Wenceslas, Venceslas, Wenzel, or Václav, often called Wenceslaus of Bohemia in chronicles) (Prague, 25 February 1337 – Luxembourg, 7 December 1383) was the first Duke of Luxembourg from 1354.']","Wenceslaus I (also Wenceslas, Venceslas, Wenzel, or Václav, often called Wenceslaus of Bohemia in chronicles) (Prague, 25 February 1337 – Luxembourg, 7 December 1383) was the first Duke of Luxembourg from 1354.",,
524,Moscow Oblast,The capital of [X] is [Y] .,Moscow,"It broadcasts to [MASK] and Moscow region on 90.3 MHz FM, across Russia (there are three regional variants) and worldwide via the internet.","It broadcasts to Moscow and Moscow region on 90.3 MHz FM, across Russia (there are three regional variants) and worldwide via the internet.",,,,
525,La Paz County,The capital of [X] is [Y] .,Parker,The La Paz County Sheriff's Office (LPCSO) is headquartered in [MASK].,The La Paz County Sheriff's Office (LPCSO) is headquartered in Parker.,"[""the la paz county sheriff's office is located in parker"", ""la paz county sheriff's office lpcso has its headquarters in parker"", ""the la paz county sheriff's office lpcso is headquartered in parker""]",the la paz county sheriff's office is located in [MASK],la paz county sheriff's office lpcso has its headquarters in [MASK],the la paz county sheriff's office lpcso is headquartered in [MASK]
526,Lebanon,The capital of [X] is [Y] .,Beirut,"Because of its financial power and diversity in its heyday, Lebanon was referred to as the ""Switzerland of the East"" during the 1960s., and its capital [MASK] attracted so many tourists that it was known as ""the Paris of the Middle East"".","Because of its financial power and diversity in its heyday, Lebanon was referred to as the ""Switzerland of the East"" during the 1960s., and its capital Beirut attracted so many tourists that it was known as ""the Paris of the Middle East"".","['lebanon was referred to as the switzerland of the east during the 1960s because of its financial power and diversity and its capital beirut attracted so many tourists that it became known as the paris of the middle east during this time', 'during the 1960s lebanon was referred to as the swiss of the east because of its financial power and diversity and its capital beirut attracted so many tourists that it was known as the paris of the middle east']",Beirut was referred to as the switzerland of the east during the 1960s because of its financial power and diversity and its capital Beirut attracted so Beirut tourists that it became known as the [MASK] of the middle east during this time,during the 1960s Beirut was referred to as the swiss of the east because of its financial power and diversity and its capital Beirut attracted so Beirut tourists that it was known as the [MASK] of the middle east,
527,Bennington County,The capital of [X] is [Y] .,Manchester,"It is located in Bennington County, seven miles (11 km) east of [MASK] and just west of Peru, Vermont.","It is located in Bennington County, seven miles (11 km) east of Manchester and just west of Peru, Vermont.","['it is located in bennington county seven miles 11 kilometers east of manchester and just west of peru vermont', 'it is located in bennington county seven miles 11 km east of manchester and just west of peru vermont']",it is located in bennington county seven miles 11 kilometers east of [MASK] and just west of peru vermont,it is located in bennington county seven miles 11 km east of [MASK] and just west of peru vermont,
528,Latvia,The capital of [X] is [Y] .,Riga,"The River Daugava or Western Dvina is a river rising in the Valdai Hills, Russia, flowing through Russia, Belarus, and Latvia and into the Gulf of [MASK].","The River Daugava or Western Dvina is a river rising in the Valdai Hills, Russia, flowing through Russia, Belarus, and Latvia and into the Gulf of Riga.",['the daugava river or western dvina river is a river rising in the valdai hills russia which flows through russia belarus and latvia and into the gulf of riga'],the daugava river or western dvina river is a river rising in the valdai hills russia which flows through russia belarus and latvia and into the gulf of [MASK],,
529,Empire of Japan,The capital of [X] is [Y] .,Tokyo,"After the failed Second Revolution against Yuan Shikai and the subsequent outlawing of the Kuomintang in the Republic of China in 1913, Sun Yat-sen reorganised the party under the new name on 8 July 1914 with stricter discipline and membership requirements while exiled in [MASK], Japan.","After the failed Second Revolution against Yuan Shikai and the subsequent outlawing of the Kuomintang in the Republic of China in 1913, Sun Yat-sen reorganised the party under the new name on 8 July 1914 with stricter discipline and membership requirements while exiled in Tokyo, Japan.","['on 8 july 1914 after the failed second revolution against yuan shikai and the subsequent outlawing of the kuomintang in the republic of china the sun yat-sen reorganised the party under the new name with stricter discipline and membership requirements while exiled', 'following the failed second revolution against yuan shikai and the subsequent outlawing of the kuomintang in the republic of china in 1913 sun yat-sen reorganised the party under the new name on 8 july 1914 with stricter discipline and membership requirements while exiled', 'after the failed second revolution against yuan shikai and the subsequent outlawing of the kuomintang in the republic of china in 1913 sun yat-sen reorganized the party under the new name with stricter discipline and membership requirements while exiled in tokyo japan']",on 8 july 1914 after the failed second revolution against yuan shikai and the subsequent outlawing of the kuomintang in the [MASK] of china the sun yat-sen reorganised the party under the new name with stricter discipline and membership requirements while exiled,following the failed second revolution against yuan shikai and the subsequent outlawing of the kuomintang in the [MASK] of china in 1913 sun yat-sen reorganised the party under the new name on 8 july 1914 with stricter discipline and membership requirements while exiled,after the failed second revolution against yuan shikai and the subsequent outlawing of the kuomintang in the Tokyo of china in 1913 sun yat-sen reorganized the party under the new name with stricter discipline and membership requirements while exiled in [MASK] japan
530,Wales,The capital of [X] is [Y] .,Cardiff,"[MASK] (/ˈkɑːrdɪf/; Welsh: Caerdydd [kairˈdiːð, kaˑɨrˈdɨːð]) is the capital and largest city in Wales and the tenth largest city in the United Kingdom.","Cardiff (/ˈkɑːrdɪf/; Welsh: Caerdydd [kairˈdiːð, kaˑɨrˈdɨːð]) is the capital and largest city in Wales and the tenth largest city in the United Kingdom.","['Cardiff (/ˈkɑːrdɪf/; Welsh: Caerdydd [kairˈdiːð, kaˑɨrˈdɨːð]) is the capital and largest city in Wales and the tenth largest city in the United Kingdom.']","Cardiff (/ˈkɑːrdɪf/; Welsh: Caerdydd [kairˈdiːð, kaˑɨrˈdɨːð]) is the capital and largest city in Wales and the tenth largest city in the United Kingdom.",,
531,Delhi Sultanate,The capital of [X] is [Y] .,Delhi,"As the Mongols progressed into the Indian hinterland and reached the outskirts of [MASK], the Delhi Sultanate led a campaign against them in which the Mongol army inflicted huge losses on the rival army, but were beaten back nonetheless.","As the Mongols progressed into the Indian hinterland and reached the outskirts of Delhi, the Delhi Sultanate led a campaign against them in which the Mongol army inflicted huge losses on the rival army, but were beaten back nonetheless.","['as the mongols advanced into the indian hinterland and reached the outskirts of delhi the delhi sultanate led a campaign against them in which the mongol army inflicted huge losses on the rival army but were nonetheless beaten back', 'as the mongols advanced into the indian hinterland and reached the qualitts suburbs of delhi the delhi sultanate led a campaign against them in which the mongol army inflicted huge losses on the rival army but were beaten back nonetheless', 'as the mongols progressed into the indian hinterland and reached the outskirts of delhi the delhi sultanate led a campaign against them in which the mongol army inflicted huge losses on the rival army but were beaten back nonetheless']",as the mongols advanced into the indian hinterland and reached the outskirts of Delhi the [MASK] sultanate led a campaign against them in which the mongol army inflicted huge losses on the rival army but were nonetheless beaten back,as the mongols advanced into the indian hinterland and reached the qualitts suburbs of Delhi the [MASK] sultanate led a campaign against them in which the mongol army inflicted huge losses on the rival army but were beaten back nonetheless,as the mongols progressed into the indian hinterland and reached the outskirts of Delhi the [MASK] sultanate led a campaign against them in which the mongol army inflicted huge losses on the rival army but were beaten back nonetheless
532,Mont-Tonnerre,The capital of [X] is [Y] .,Mainz,Its capital was [MASK] (French: Mayence).,Its capital was Mainz (French: Mayence).,['its capital was mayence mainz'],its capital was mayence [MASK],,
533,Third Hellenic Republic,The capital of [X] is [Y] .,Athens,"The Presidential Mansion in [MASK], is the official residence of the President of the Hellenic Republic.","The Presidential Mansion in Athens, is the official residence of the President of the Hellenic Republic.",['the presidential mansion in athens is the official residence of the president of the hellenic republic'],the presidential mansion in Athens is the official residence of the president of the hellenic [MASK],,
534,Reichskommissariat Ostland,The capital of [X] is [Y] .,Riga,"Freivalds was born in [MASK], Reichskommissariat Ostland, during World War II, and escaped to Sweden with her family.","Freivalds was born in Riga, Reichskommissariat Ostland, during World War II, and escaped to Sweden with her family.","['freivalds was born during world war ii in riga reichskommissariat ostland and flew with her family to sweden', 'freivalds was born during world war ii in riga reichskommissariat ostland and escaped with her family to sweden']",freivalds was born during world war ii in [MASK] reichskommissariat ostland and flew with her family to sweden,freivalds was born during world war ii in [MASK] reichskommissariat ostland and escaped with her family to sweden,
535,Amherst County,The capital of [X] is [Y] .,Amherst,"WAMV is a Southern Gospel and Talk Radio formatted broadcast radio station licensed to [MASK], serving Amherst and Eastern Amherst County, Virginia.","WAMV is a Southern Gospel and Talk Radio formatted broadcast radio station licensed to Amherst, serving Amherst and Eastern Amherst County, Virginia.","['WAMV is a Southern Gospel and Talk Radio formatted broadcast radio station licensed to Amherst, serving Amherst and Eastern Amherst County, Virginia.']","WAMV is a Southern Gospel and Talk Radio formatted broadcast radio station licensed to Amherst, serving Amherst and Eastern Amherst County, Virginia.",,
536,Democratic Republic of Afghanistan,The capital of [X] is [Y] .,Kabul,"Mohammad Najibullah Ahmadzai (Pashto: ډاکټر نجیب ﷲ احمدزی; February 1947 – 28 September 1996), commonly known as Najibullah or Najib, was the President of Afghanistan from 1987 until 1992, when the mujahideen took over [MASK].","Mohammad Najibullah Ahmadzai (Pashto: ډاکټر نجیب ﷲ احمدزی; February 1947 – 28 September 1996), commonly known as Najibullah or Najib, was the President of Afghanistan from 1987 until 1992, when the mujahideen took over Kabul.","['Mohammad Najibullah Ahmadzai (Pashto: ډاکټر نجیب ﷲ احمدزی; February 1947 – 28 September 1996), commonly known as Najibullah or Najib, was the President of Afghanistan from 1987 until 1992, when the mujahideen took over Kabul.']","Mohammad Najibullah Ahmadzai (Pashto: ډاکټر نجیب ﷲ احمدزی; February 1947 – 28 September 1996), commonly known as Najibullah or Najib, was the President of Afghanistan from 1987 until 1992, when the mujahideen took over Kabul.",,
537,Poland,The capital of [X] is [Y] .,Warsaw,"Gdańsk is situated at the mouth of the Motława River, connected to the Leniwka, a branch in the delta of the nearby Vistula River, whose waterway system supplies 60% of the area of Poland and connects Gdańsk to the national capital in [MASK].","Gdańsk is situated at the mouth of the Motława River, connected to the Leniwka, a branch in the delta of the nearby Vistula River, whose waterway system supplies 60% of the area of Poland and connects Gdańsk to the national capital in Warsaw.","['Gdańsk is situated at the mouth of the Motława River, connected to the Leniwka, a branch in the delta of the nearby Vistula River, whose waterway system supplies 60% of the area of Poland and connects Gdańsk to the national capital in Warsaw.']","Gdańsk is situated at the mouth of the Motława River, connected to the Leniwka, a branch in the delta of the nearby Vistula River, whose waterway system supplies 60% of the area of Poland and connects Gdańsk to the national capital in Warsaw.",,
538,Jericho Governorate,The capital of [X] is [Y] .,Jericho,"Al-Jiftlik (Arabic: ) is a Palestinian village in the Jericho Governorate in the West Bank, located 33 kilometers north of [MASK].","Al-Jiftlik (Arabic: ) is a Palestinian village in the Jericho Governorate in the West Bank, located 33 kilometers north of Jericho.","['Al-Jiftlik (Arabic: ) is a Palestinian village in the Jericho Governorate in the West Bank, located 33 kilometers north of Jericho.']","Al-Jiftlik (Arabic: ) is a Palestinian village in the Jericho Governorate in the West Bank, located 33 kilometers north of Jericho.",,
539,Qajar dynasty,The capital of [X] is [Y] .,Tehran,Kaanoun-e Khanevadegi-e Ghajar (after 1999 Kadjar Family Association also named Qajar Family Association: KFA/QFA) was founded in [MASK] under the presidency of Nosrat-os-Saltaneh son of Mozaffar al-Din Shah and Yamin-ed-Dowleh son of Naser al-Din Shah.,Kaanoun-e Khanevadegi-e Ghajar (after 1999 Kadjar Family Association also named Qajar Family Association: KFA/QFA) was founded in Tehran under the presidency of Nosrat-os-Saltaneh son of Mozaffar al-Din Shah and Yamin-ed-Dowleh son of Naser al-Din Shah.,['Kaanoun-e Khanevadegi-e Ghajar (after 1999 Kadjar Family Association also named Qajar Family Association: KFA/QFA) was founded in Tehran under the presidency of Nosrat-os-Saltaneh son of Mozaffar al-Din Shah and Yamin-ed-Dowleh son of Naser al-Din Shah.'],Kaanoun-e Khanevadegi-e Ghajar (after 1999 Kadjar Family Association also named Qajar Family Association: KFA/QFA) was founded in Tehran under the presidency of Nosrat-os-Saltaneh son of Mozaffar al-Din Shah and Yamin-ed-Dowleh son of Naser al-Din Shah.,,
540,Abbasid Caliphate,The capital of [X] is [Y] .,Baghdad,"After the victory of the Abbasid dynasty, the seat of Islamic power was moved to [MASK].","After the victory of the Abbasid dynasty, the seat of Islamic power was moved to Baghdad.",,,,
541,Sindh,The capital of [X] is [Y] .,Karachi,[MASK] (Urdu: کراچی / ALA-LC: Karācī [kəˈrɑːˌtʃi]) is the largest and most populous metropolitan city in the world and is also the capital of the province of Sindh.,Karachi (Urdu: کراچی / ALA-LC: Karācī [kəˈrɑːˌtʃi]) is the largest and most populous metropolitan city in the world and is also the capital of the province of Sindh.,['Karachi (Urdu: کراچی / ALA-LC: Karācī [kəˈrɑːˌtʃi]) is the largest and most populous metropolitan city in the world and is also the capital of the province of Sindh.'],Karachi (Urdu: کراچی / ALA-LC: Karācī [kəˈrɑːˌtʃi]) is the largest and most populous metropolitan city in the world and is also the capital of the province of Sindh.,,
542,Akershus,The capital of [X] is [Y] .,Oslo,"The bank was primarily concentrated around Eastern Norway where the original five banks had branches in Akershus, Buskerud, [MASK], Vestfold and Østfold in addition to offices in Bergen, Bodø, Kristiansand, Tromsø, Trondheim and Vadsø in addition to Luxembourg.","The bank was primarily concentrated around Eastern Norway where the original five banks had branches in Akershus, Buskerud, Oslo, Vestfold and Østfold in addition to offices in Bergen, Bodø, Kristiansand, Tromsø, Trondheim and Vadsø in addition to Luxembourg.","['the bank was primarily concentrated around eastern norway where the original five banks had branches in akershus oferteterud oslo vestfold and stfold in addition to offices in bergen bod kristiansand troms trondheim and va', 'the bank was primarily concentrated around eastern norway where the original five banks had branches in akershus buskerud oslo vestfold and stfold in addition to offices in bergen bod kristiansand troms trondheim and va', 'the bank was primarily concentrated around eastern norway where the original five banks had branches in akershus buskerud oslo vestfold and stfold in addition to offices in bergen bod kristiansand troms trondheim and vads in addition to luxembourg']",the bank was primarily concentrated around eastern norway where the original five banks had branches in akershus oferteterud Oslo vestfold and stfold in addition to offices in [MASK] bod kristiansand troms trondheim and va,the bank was primarily concentrated around eastern norway where the original five banks had branches in akershus buskerud Oslo vestfold and stfold in addition to offices in [MASK] bod kristiansand troms trondheim and va,the bank was primarily concentrated around eastern norway where the original five banks had branches in akershus buskerud Oslo vestfold and stfold in addition to offices in [MASK] bod kristiansand troms trondheim and vads in addition to luxembourg
543,Kosciusko County,The capital of [X] is [Y] .,Warsaw,"Kosciusko Community Hospital is a hospital in the city of [MASK], USA, serving Kosciusko County and surrounding areas.","Kosciusko Community Hospital is a hospital in the city of Warsaw, USA, serving Kosciusko County and surrounding areas.","['Kosciusko Community Hospital is a hospital in the city of Warsaw, USA, serving Kosciusko County and surrounding areas.']","Kosciusko Community Hospital is a hospital in the city of Warsaw, USA, serving Kosciusko County and surrounding areas.",,
544,Heard County,The capital of [X] is [Y] .,Franklin,Heard County Jail is located on Court Square and Shady Lane in [MASK].,Heard County Jail is located on Court Square and Shady Lane in Franklin.,['the heard county jail is located at court square and shady lane in franklin'],the heard county jail is located at court square and shady lane in [MASK],,
545,South Yemen,The capital of [X] is [Y] .,Aden,"After the militants had been flown out to [MASK], South Yemen, Lorenz was set free on 4 March.","After the militants had been flown out to Aden, South Yemen, Lorenz was set free on 4 March.","['After the militants had been flown out to Aden, South Yemen, Lorenz was set free on 4 March.']","After the militants had been flown out to Aden, South Yemen, Lorenz was set free on 4 March.",,
