,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
688,Bangladesh,The official language of [X] is [Y] .,Bengali,"East Pakistan ([MASK]: পূর্ব পাকিস্তান Pūrbô Pākistān; Urdu: مشرقی پاکستان Mas̱ẖriqī Pākistān [məʃrɪqiː pɑːkɪst̪ɑːn]), present-day Bangladesh, was a provincial state of Pakistan that existed in the Bengal region of the northeast of South Asia from 1955 until 1971, following the One Unit programme that laid the existence of East Pakistan.","East Pakistan (Bengali: পূর্ব পাকিস্তান Pūrbô Pākistān; Urdu: مشرقی پاکستان Mas̱ẖriqī Pākistān [məʃrɪqiː pɑːkɪst̪ɑːn]), present-day Bangladesh, was a provincial state of Pakistan that existed in the Bengal region of the northeast of South Asia from 1955 until 1971, following the One Unit programme that laid the existence of East Pakistan.","['East Pakistan, also known as Bangladesh or Prbô Pölistn, was a provincial state of Pakistan that existed in the northeast of South Asia from 1955 to 1971.', 'From 1955 to 1971, East Pakistan, also known as Bangladesh or Prbô Pölistn, was a provincial state of Pakistan that existed in the northeast of South Asia.', 'The One Unit programme led to the establishment of East Pakistan, which is now known as Bangladesh or East Pak (Parse) in modern-day Pakistan.', 'Between 1955 and 1971, East Pakistan (Bengali:  p.p; Urdu: [Masrq Pkistn]), also known as Bangladesh or East Pak Takhtu, was a provincial state of Pakistan that existed in the northeast of South Asia from 1955 to 1971.']","East Pakistan, also known as Bangladesh or Prbô Pölistn, was a provincial state of Pakistan that existed in the northeast of South Asia from 1955 to 1971.","From 1955 to 1971, East Pakistan, also known as Bangladesh or Prbô Pölistn, was a provincial state of Pakistan that existed in the northeast of South Asia.","The One Unit programme led to the establishment of East Pakistan, which is now known as Bangladesh or East Pak (Parse) in modern-day Pakistan.","Between 1955 and 1971, East Pakistan (Bengali:  p.p; [MASK]: [Masrq Pkistn]), also known as Bangladesh or East Pak Takhtu, was a provincial state of Pakistan that existed in the northeast of South Asia from 1955 to 1971."
689,Lamone,The official language of [X] is [Y] .,Italian,"During the following years, complying with laws and regulations governing guns become more and more complicated in Italy, and in 1985 the company decided to move to Lamone, Canton Ticino, the [MASK] speaking region of Switzerland.","During the following years, complying with laws and regulations governing guns become more and more complicated in Italy, and in 1985 the company decided to move to Lamone, Canton Ticino, the Italian speaking region of Switzerland.","['The company relocated to Lamone, Canton Ticino, Switzerland in 1985 as a result of the growing difficulty of complying with gun laws and regulations in Italy.', 'In the years that followed, it became increasingly difficult to comply with laws and regulations concerning guns in Italy, leading the company to move to Lamone, Canton Ticino, in Switzerland.', 'Over time, it became more and more difficult to comply with gun regulations in Italy, leading the company to move to Lamone, Canton Ticino, Switzerland.', 'During the next few years, it became increasingly challenging to follow firearms laws and regulations in Italy. The company opted to move to Lamone (now Canton Ticino) in Switzerland in 1985.']","The company relocated to Lamone, Canton Ticino, Switzerland in 1985 as a result of the growing difficulty of complying with gun laws and regulations in Italy.","In the years that followed, it became increasingly difficult to comply with laws and regulations concerning guns in Italy, leading the company to move to Lamone, Canton Ticino, in Switzerland.","Over time, it became more and more difficult to comply with gun regulations in Italy, leading the company to move to Lamone, Canton Ticino, Switzerland.","During the next few years, it became increasingly challenging to follow firearms laws and regulations in Italy. The company opted to move to Lamone (now Canton Ticino) in Switzerland in 1985."
690,Central Visayas,The official language of [X] is [Y] .,Filipino,"Siquijor /sɪkɪˈhɔː/ (Cebuano: Lalawigan sa Siquijor, [MASK]: Lalawigan ng Siquijor) is a [[ of the Philippines#Income classification| income class [[{{safesubst:#property:P31}}]]]] of the Philippines located in the Central Visayas region.","Siquijor /sɪkɪˈhɔː/ (Cebuano: Lalawigan sa Siquijor, Filipino: Lalawigan ng Siquijor) is a [[ of the Philippines#Income classification| income class [[{{safesubst:#property:P31}}]]]] of the Philippines located in the Central Visayas region.","['The Philippines has a income class known as Siquijor, which is situated in the Central Visayas region and goes by the name Lalawigan or LaLaguardian.', 'Located in the Central Visayas region of the Philippines, Siquijor is known as Lalawigan sa Siqujor or Lalalawi.', 'Situated in the Central Visayas area of Southeast Asia, Siquijor /insider: Lalawigan sa Siqujor (Cebuano: Lasalgas de la Alienar) is a income class recognized under the Income Class scheme [[Safesubst:#property:P31]]].', 'Siquijor, a income class in the Philippines, is situated in Central Visayas and goes by the name Lalawigan sa Siqujor (Cebuano: Lalalawega na Siribón, Filipino: Lama Santpio) or Salia.']","The Philippines has a income class known as Siquijor, which is situated in the Central Visayas region and goes by the name Lalawigan or LaLaguardian.","Located in the Central Visayas region of the Philippines, Siquijor is known as Lalawigan sa Siqujor or Lalalawi.","Situated in the Central Visayas area of Southeast Asia, Siquijor /insider: Lalawigan sa Siqujor (Cebuano: Lasalgas de la Alienar) is a income class recognized under the Income Class scheme [[Safesubst:#property:P31]]].","Siquijor, a income class in the Philippines, is situated in Central Visayas and goes by the name Lalawigan sa Siqujor (Cebuano: Lalalawega na Siribón, [MASK]: Lama Santpio) or Salia."
691,Ranua,The official language of [X] is [Y] .,Finnish,"Ranua Wildlife Park ([MASK]: Ranuan eläinpuisto, better known as Ranua Zoo) is a zoo that opened in 1983 in the municipality of Ranua, Lapland, Finland.","Ranua Wildlife Park (Finnish: Ranuan eläinpuisto, better known as Ranua Zoo) is a zoo that opened in 1983 in the municipality of Ranua, Lapland, Finland.","['In 1983, the Ranua Wildlife Park (also known as Ranunum elioti) was opened in the municipality of Ranuga, Lapland, Finland, and is now a zoo.', 'Ranua Wildlife Park, also known as Ranpua Zoo and Ranunum Eläinpuisto, is a zoological park located in the municipality of Ranuga, Lapland, Finland.', 'The zoo is Ranua Wildlife Park (Finnish: Ranunan eläinpuisto; also known as Rania Zoo), which opened in 1983 in the Finnish municipality of Ranüa, Lapland, Finland.', 'Ranua Zoo, also known as Ranpua Wildlife Park or ranuan eläinpuisto in Finnish, is a zoological park located in the municipality of Ranuga, Lapland, Finland.']","In 1983, the Ranua Wildlife Park (also known as Ranunum elioti) was opened in the municipality of Ranuga, Lapland, Finland, and is now a zoo.","Ranua Wildlife Park, also known as Ranpua Zoo and Ranunum Eläinpuisto, is a zoological park located in the municipality of Ranuga, Lapland, Finland.","The zoo is Ranua Wildlife Park (Finnish: Ranunan eläinpuisto; also known as Rania Zoo), which opened in 1983 in the [MASK] municipality of Ranüa, Lapland, Finland.","Ranua Zoo, also known as Ranpua Wildlife Park or ranuan eläinpuisto in [MASK], is a zoological park located in the municipality of Ranuga, Lapland, Finland."
692,Andorra,The official language of [X] is [Y] .,Catalan,"Andorra (/ænˈdɔːrə/; [ənˈdorə], [anˈdɔra]), officially the Principality of Andorra ([MASK]: Principat d'Andorra), also called the Principality of the Valleys of Andorra (Catalan: Principat de les Valls d'Andorra), is a sovereign landlocked microstate in Southwestern Europe, located in the eastern Pyrenees mountains and bordered by Spain and France.","Andorra (/ænˈdɔːrə/; [ənˈdorə], [anˈdɔra]), officially the Principality of Andorra (Catalan: Principat d'Andorra), also called the Principality of the Valleys of Andorra (Catalan: Principat de les Valls d'Andorra), is a sovereign landlocked microstate in Southwestern Europe, located in the eastern Pyrenees mountains and bordered by Spain and France.","['The Principality of the Valleys of Andorra, also known as Spain and France, is a sovereign microstate situated in the eastern Pyrenees mountains.', ""A sovereign microstate in the eastern Pyrenees mountains, situated between Spain and France. It is also known as the Principality of the Valleys of Andorra or Principat de la Valls d'Andorry, and is located in Southwestern Europe."", ""Southwestern Europe's Andorra, also known as the Principality of the Valleys of Andoriro or Principat de la Valls d'Andorre, is a sovereign microstate situated in the eastern Pyrenees mountains and borders Spain and France."", ""Located in the eastern Pyrenees mountains, and bordering Spain and France, Andorra is a sovereign microstate known as the Principality of the Valleys of Andoralro or Principat de la Valls d'Andorre.""]","The Principality of the Valleys of Andorra, also known as Spain and France, is a sovereign microstate situated in the eastern Pyrenees mountains.","A sovereign microstate in the eastern Pyrenees mountains, situated between Spain and France. It is also known as the Principality of the Valleys of Andorra or Principat de la Valls d'Andorry, and is located in Southwestern Europe.","Southwestern Europe's Andorra, also known as the Principality of the Valleys of Andoriro or Principat de la Valls d'Andorre, is a sovereign microstate situated in the eastern Pyrenees mountains and borders Spain and France.","Located in the eastern Pyrenees mountains, and bordering Spain and France, Andorra is a sovereign microstate known as the Principality of the Valleys of Andoralro or Principat de la Valls d'Andorre."
693,Trinidad and Tobago,The official language of [X] is [Y] .,English,"Morvant (pronounced, in the local [MASK] dialect, ""Morva"") is a community in Trinidad and Tobago located east of Port of Spain and west of Barataria.","Morvant (pronounced, in the local English dialect, ""Morva"") is a community in Trinidad and Tobago located east of Port of Spain and west of Barataria.","['Located in Trinidad and Tobago, Morvant is a community that is named after the local English language, with the pronunciation of ""Morva"" being spoken to it. It is situated east of Port of Spain and west of Barataria.', 'The community of Morvant, which is named ""Morva"" in the local English language, is situated in Trinidad and Tobago to the east of Port of Spain and to west of Barataria.', 'Morvant, a community in Trinidad and Tobago, is situated to the east of Port of Spain and to west of Barataria.', 'A community called Morvant in Trinidad and Tobago is situated to the east of Port Of Spain and to west of Barataria, pronounced ""Morva"" in the local English dialect.']","Located in Trinidad and Tobago, Morvant is a community that is named after the local [MASK] language, with the pronunciation of ""Morva"" being spoken to it. It is situated east of Port of Spain and west of Barataria.","The community of Morvant, which is named ""Morva"" in the local [MASK] language, is situated in Trinidad and Tobago to the east of Port of Spain and to west of Barataria.","Morvant, a community in Trinidad and Tobago, is situated to the east of Port of Spain and to west of Barataria.","A community called Morvant in Trinidad and Tobago is situated to the east of Port Of Spain and to west of Barataria, pronounced ""Morva"" in the local [MASK] dialect."
694,United Kingdom,The official language of [X] is [Y] .,English,"He has contributed to UK commercial broadcasting outlets Sky Sports, five, Channel 4 and ITV - commentating on everything from the UEFA Champions League to the [MASK] non-League.","He has contributed to UK commercial broadcasting outlets Sky Sports, five, Channel 4 and ITV - commentating on everything from the UEFA Champions League to the English non-League.","['He has provided commentary for UK commercial broadcasting channels Sky Sports, Five, Channel 4, and ITV on a range of topics, including the UEFA Champions League and the English non-League.', 'His contributions to UK commercial broadcasting include Sky Sports, Five., Channel 4, and ITV, where he has provided commentary on everything from the UEFA Champions League to the English non-League.', ""He has made contributions to the UK's commercial broadcasting markets Sky Sports, Five, Channel 4, and ITV, providing commentary on a wide range of topics, including both football and the UEFA Champions League."", 'Having worked with UK commercial broadcasting companies Sky Sports, Five.Cable4.Channel4ITV.com, he has provided commentary on everything from the UEFA Champions League to the English non-League.']","He has provided commentary for UK commercial broadcasting channels Sky Sports, Five, Channel 4, and ITV on a range of topics, including the UEFA Champions League and the [MASK] non-League.","His contributions to UK commercial broadcasting include Sky Sports, Five., Channel 4, and ITV, where he has provided commentary on everything from the UEFA Champions League to the [MASK] non-League.","He has made contributions to the UK's commercial broadcasting markets Sky Sports, Five, Channel 4, and ITV, providing commentary on a wide range of topics, including both football and the UEFA Champions League.","Having worked with UK commercial broadcasting companies Sky Sports, Five.Cable4.Channel4ITV.com, he has provided commentary on everything from the UEFA Champions League to the [MASK] non-League."
695,Kamchatka Krai,The official language of [X] is [Y] .,Russian,"The Aleut people (/ˈæli.uːt/) ([MASK]: Алеу́ты), also referred to as the ""Unangan"", are the indigenous people of the Aleutian Islands of Alaska, United States and Kamchatka Krai, Russia.","The Aleut people (/ˈæli.uːt/) (Russian: Алеу́ты), also referred to as the ""Unangan"", are the indigenous people of the Aleutian Islands of Alaska, United States and Kamchatka Krai, Russia.","['леут, or the ""Unangan"" as they are known in the Aleutian Islands of Alaska, United States, and Kamchatka Krai, Russia, is a name given to the indigenous people of the region.', 'The Aleut, also known as the ""Unangan"", are the native inhabitants of the Aleuchia Straits in Alaska and the United States.', 'The Aleutian people, also known as the ""Unangan"", are a group of people from the Aleuchi Peninsula in Alaska, United States, and Kamchatka Krai in Russia.', 'Indigenous peoples: The Aleut (/li.ut/, Russian: леут; also known as the ""Unangan"") are indigenous to the Aleuşit people in the Alaskan Aleuchi Mountains in United States and Kamchatka Krai in Russia.']","леут, or the ""Unangan"" as they are known in the Aleutian Islands of Alaska, United States, and Kamchatka Krai, Russia, is a name given to the indigenous people of the region.","The Aleut, also known as the ""Unangan"", are the native inhabitants of the Aleuchia Straits in Alaska and the United States.","The Aleutian people, also known as the ""Unangan"", are a group of people from the Aleuchi Peninsula in Alaska, United States, and Kamchatka Krai in Russia.","Indigenous peoples: The Aleut (/li.ut/, [MASK]: леут; also known as the ""Unangan"") are indigenous to the Aleuşit people in the Alaskan Aleuchi Mountains in United States and Kamchatka Krai in Russia."
696,Blonay,The official language of [X] is [Y] .,French,"The Blonay–Chamby museum railway ([MASK]: Chemin de fer-musée Blonay-Chamby, BC) is a short 3-kilometre-long (1.9 mi) steep but adhesion worked metre gauge heritage railway operated as part of the Blonay - Chamby Railway Museum using vintage steam and electric locomotives and rolling stock.","The Blonay–Chamby museum railway (French: Chemin de fer-musée Blonay-Chamby, BC) is a short 3-kilometre-long (1.9 mi) steep but adhesion worked metre gauge heritage railway operated as part of the Blonay - Chamby Railway Museum using vintage steam and electric locomotives and rolling stock.","['The Chemin de fer-Chamby museum railway is a short 3-kilometer long heritage railway that was constructed with vintage steam and electric locomotives and rolling stock, and is part of the Blonay-McIlroy Railway Museum.', 'As a component of the Blonay-Chamby Railway Museum, the Chemin de fer-Muse Blondouille heritage railway is primarily made up of steep 3-kilometer long (1.9 mi) steep kilometres and vintage steam and electric locomotives.', 'A short 3-kilometre-long heritage railway, the Chemin de fer-Chamby museum of BC, is part of the Blonay-McHalfe Railway Museum. It uses vintage steam and electric locomotives as well as rolling stock to operate a steep route that is also operated by the museum.', 'The Blonay-Chamby museum railway, which is a steep 3-kilometer long heritage railway constructed with vintage steam and electric locomotives and rolling stock, is part of the BlondaY-McHugh Railway Museum in Chambly, BC.']","The Chemin de fer-Chamby museum railway is a short 3-kilometer long heritage railway that was constructed with vintage steam and electric locomotives and rolling stock, and is part of the Blonay-McIlroy Railway Museum.","As a component of the Blonay-Chamby Railway Museum, the Chemin de fer-Muse Blondouille heritage railway is primarily made up of steep 3-kilometer long (1.9 mi) steep kilometres and vintage steam and electric locomotives.","A short 3-kilometre-long heritage railway, the Chemin de fer-Chamby museum of BC, is part of the Blonay-McHalfe Railway Museum. It uses vintage steam and electric locomotives as well as rolling stock to operate a steep route that is also operated by the museum.","The Blonay-Chamby museum railway, which is a steep 3-kilometer long heritage railway constructed with vintage steam and electric locomotives and rolling stock, is part of the BlondaY-McHugh Railway Museum in Chambly, BC."
697,Ronco sopra Ascona,The official language of [X] is [Y] .,Italian,The Brissago Islands ([MASK]: Isole di Brissago) are a group of two islands located in the Swiss part of Lake Maggiore close to Ronco sopra Ascona and Brissago.,The Brissago Islands (Italian: Isole di Brissago) are a group of two islands located in the Swiss part of Lake Maggiore close to Ronco sopra Ascona and Brissago.,"['In the Swiss region of Lake Maggiore, near Ronco sopra Ascona and Brissago, there are two islands known as Isole di Biscusgo (Italian: Aphrodite).', 'The Brissago Islands (Isole di Bretigo) are a collection of two islands situated in the Swiss region of Lake Maggiore, close to Ronco sopra Ascona and Bryzovia.', 'Situated near Ronco sopra Ascona and Brissago in the Swiss region of Lake Maggiore, the Briyaga Islands (Isole di Biscusgon) are a pair of islands.', 'Located in the Swiss region of Lake Maggiore, near Ronco sopra Ascona and Brissago, are the Brysgo Islands (Isole di Barrigo) located just below the towns of R.O. Soprano and Santi Nemo.']","In the Swiss region of Lake Maggiore, near Ronco sopra Ascona and Brissago, there are two islands known as Isole di Biscusgo ([MASK]: Aphrodite).","The Brissago Islands (Isole di Bretigo) are a collection of two islands situated in the Swiss region of Lake Maggiore, close to Ronco sopra Ascona and Bryzovia.","Situated near Ronco sopra Ascona and Brissago in the Swiss region of Lake Maggiore, the Briyaga Islands (Isole di Biscusgon) are a pair of islands.","Located in the Swiss region of Lake Maggiore, near Ronco sopra Ascona and Brissago, are the Brysgo Islands (Isole di Barrigo) located just below the towns of R.O. Soprano and Santi Nemo."
698,Germany,The official language of [X] is [Y] .,German,"Kettler is a surname of [MASK] origins, particularly in Germany and Austria.","Kettler is a surname of German origins, particularly in Germany and Austria.","['The last name Kettler is derived from the German surname, particularly in Germany and Austria.', 'Kettler is a German last name, particularly in Germany and Austria.', 'In Germany and Austria, the surname Kettler is derived from the German word Keittler.', 'German is the source of Kettler, a surname that is prevalent in Germany and Austria.']","The last name Kettler is derived from the [MASK] surname, particularly in Germany and Austria.","Kettler is a [MASK] last name, particularly in Germany and Austria.","In Germany and Austria, the surname Kettler is derived from the [MASK] word Keittler.","[MASK] is the source of Kettler, a surname that is prevalent in Germany and Austria."
699,Lausanne,The official language of [X] is [Y] .,French,"The International Olympic Committee (IOC; [MASK]: Comité international olympique, CIO) is an international, non-profit, non-governmental organization based in Lausanne, Switzerland, created by Pierre de Coubertin, on 23 June 1894 with Demetrios Vikelas as its first president.","The International Olympic Committee (IOC; French: Comité international olympique, CIO) is an international, non-profit, non-governmental organization based in Lausanne, Switzerland, created by Pierre de Coubertin, on 23 June 1894 with Demetrios Vikelas as its first president.","['The IOC, founded by Pierre de Coubertin on 23 June 1894, is a non-profit organization based in Lausanne, Switzerland, with Demetrios Vikelas as its first president.', 'Demetrios Vikelas was appointed as the first president of the International Olympic Committee, which was founded by Pierre de Coubertin on 23 June 1894. The IOC is headquartered in Lausanne, Switzerland, and operates as a non-profit organization.', 'Founded by Pierre de Coubertin on 23 June 1894, the International Olympic Committee (IOC) is an international, non-profit, and nongovernmental organization with Demetrios Vikelas as its first president. It is located in Lausanne, Switzerland where it is currently active.', 'On 23 June 1894, Pierre de Coubertin founded the International Olympic Committee (IOC), which is a non-profit and nongovernmental organization with Demetrios Vikelas as its first president, and it was headquartered in Lausanne, Switzerland.']","The IOC, founded by Pierre de Coubertin on 23 June 1894, is a non-profit organization based in Lausanne, Switzerland, with Demetrios Vikelas as its first president.","Demetrios Vikelas was appointed as the first president of the International Olympic Committee, which was founded by Pierre de Coubertin on 23 June 1894. The IOC is headquartered in Lausanne, Switzerland, and operates as a non-profit organization.","Founded by Pierre de Coubertin on 23 June 1894, the International Olympic Committee (IOC) is an international, non-profit, and nongovernmental organization with Demetrios Vikelas as its first president. It is located in Lausanne, Switzerland where it is currently active.","On 23 June 1894, Pierre de Coubertin founded the International Olympic Committee (IOC), which is a non-profit and nongovernmental organization with Demetrios Vikelas as its first president, and it was headquartered in Lausanne, Switzerland."
700,Botswana,The official language of [X] is [Y] .,English,"Although [MASK] is the official language of Botswana, numerous other languages are spoken in the area: Afrikaans, Tswana, Nama, and !Xóõ.","Although English is the official language of Botswana, numerous other languages are spoken in the area: Afrikaans, Tswana, Nama, and !Xóõ.","['English is the official language of Botswana, but there are also several other languages spoken in the country such as Afrikaans, Tswague, Nama and!Xó.', ""Botswana's official language is English, but the country has a variety of other languages, including Afrikaans, Tswaffe, Vietnamese, Portuguese, German, French, Spanish, and Chinese."", 'Although English is the official language of Botswana, it is not the only language spoken in South Africa. Other languages include Afrikaans, Tswaffe, French, German, Italian, and Spanish (see below).', 'Despite English being the official language of Botswana, there are many other languages such as Afrikaans, Tswaffee, French and German; Nama and!Xó.']","[MASK] is the official language of Botswana, but there are also several other languages spoken in the country such as Afrikaans, Tswague, Nama and!Xó.","Botswana's official language is English, but the country has a variety of other languages, including Afrikaans, Tswaffe, English, English, English, English, English, and [MASK].","Although English is the official language of Botswana, it is not the only language spoken in South Africa. Other languages include Afrikaans, Tswaffe, English, English, English, and [MASK] (see below).","Despite English being the official language of Botswana, there are many other languages such as Afrikaans, Tswaffee, English and [MASK]; Nama and!Xó."
701,Iitti,The official language of [X] is [Y] .,Finnish,"Aino Elin Malkamäki (née Sommarberg; 1 April 1894, Iitti – 17 October 1961) was a [MASK] schoolteacher and politician.","Aino Elin Malkamäki (née Sommarberg; 1 April 1894, Iitti – 17 October 1961) was a Finnish schoolteacher and politician.","['The Finnish politician and schoolteacher Aino Elin Malkamäki, born in 1894 and educated as Sommarberg until 17 October 1961, was a well-known figure.', 'Aino Elin Malkamäki, a Finnish schoolteacher and politician, was born in 1894 and lived from 1893 to 1961. She is also known by her maiden name Sommarberg.', 'Aino Elia Malkamäki, a Finnish schoolteacher and politician born in 1894 and raised in Iitti until she passed away on 17 October 1961, was also known by the birth name ""Sommarberg.""', 'Finnish schoolteacher Aino Elilä Malkamäki (born April 1, 1894, to Iitti immigrants, died October 17, 1961) was a politician and teacher.']","The [MASK] politician and schoolteacher Aino Elin Malkamäki, born in 1894 and educated as Sommarberg until 17 October 1961, was a well-known figure.","Aino Elin Malkamäki, a [MASK] schoolteacher and politician, was born in 1894 and lived from 1893 to 1961. She is also known by her maiden name Sommarberg.","Aino Elia Malkamäki, a [MASK] schoolteacher and politician born in 1894 and raised in Iitti until she passed away on 17 October 1961, was also known by the birth name ""Sommarberg.""","[MASK] schoolteacher Aino Elilä Malkamäki (born April 1, 1894, to Iitti immigrants, died October 17, 1961) was a politician and teacher."
702,Sint Maarten,The official language of [X] is [Y] .,English,"However, the official languages are French for Saint-Martin, with Dutch and [MASK] being official for Sint Maarten.","However, the official languages are French for Saint-Martin, with Dutch and English being official for Sint Maarten.","['Nonetheless, French is the official language for Saint-Martin, while Dutch and English are the recognized languages of Sint Maarten.', 'Saint-Martin is officially recognized in French, while Sint Maarten is recognized as an official language in Dutch and English.', 'In spite of this, Saint-Martin is recognized as an official language in French, while Sint Maarten is acknowledged as a formal language using Dutch and English.', 'The official languages include French for Saint-Martin, Dutch for Sint Maarten and English for St-Malo.']","Nonetheless, English is the official language for Saint-Martin, while English and [MASK] are the recognized languages of Sint Maarten.","Saint-Martin is officially recognized in English, while Sint Maarten is recognized as an official language in English and [MASK].","In spite of this, Saint-Martin is recognized as an official language in English, while Sint Maarten is acknowledged as a formal language using English and [MASK].","The official languages include English for Saint-Martin, English for Sint Maarten and [MASK] for St-Malo."
703,Moscow Mathematical Society,The official language of [X] is [Y] .,Russian,is a peer reviewed [MASK] mathematical journal founded by the Moscow Mathematical Society in 1866.,is a peer reviewed Russian mathematical journal founded by the Moscow Mathematical Society in 1866.,"['The Moscow Mathematical Society established a peer reviewed Russian mathematical journal in 1866.', 'A peer reviewed Russian mathematical journal was founded by the Moscow Mathematical Society in 1866.', 'In 1866, the Moscow Mathematical Society established a peer reviewed Russian mathematical journal.', 'The Moscow Mathematical Society created a peer reviewed Russian mathematical journal in 1866.']",The Moscow Mathematical Society established a peer reviewed [MASK] mathematical journal in 1866.,A peer reviewed [MASK] mathematical journal was founded by the Moscow Mathematical Society in 1866.,"In 1866, the Moscow Mathematical Society established a peer reviewed [MASK] mathematical journal.",The Moscow Mathematical Society created a peer reviewed [MASK] mathematical journal in 1866.
704,Stavropol Krai,The official language of [X] is [Y] .,Russian,"Svetlograd ([MASK]: Светлогра́д) is a town and the administrative center of Petrovsky District in Stavropol Krai, Russia, located on the Kalaus River, 85 kilometers (53 mi) northeast of Stavropol, the administrative center of the krai.","Svetlograd (Russian: Светлогра́д) is a town and the administrative center of Petrovsky District in Stavropol Krai, Russia, located on the Kalaus River, 85 kilometers (53 mi) northeast of Stavropol, the administrative center of the krai.","['Svetlograd, a town and administrative center of Petrovsky District in Stavropol Krai, Russia, is situated on the Kalaus River, 85 kilometers (53 mi) northeast of St.avopol, the capital of the krai.', 'The town of Svetlograd, located on the Kalaus River, is the administrative center of Petrovsky District in Stavropol Krai, Russia. It is situated 85 kilometers (53 mi) northeast of Staborovopol, which is a hub for Russian government and foreign aid.', 'Located on the banks of the Kalaus River, Svetlograd serves as the administrative center of Petrovsky District in Stavropol Krai, Russia, about 85 kilometers (53 mi) northeast of St.avopol, the capital of Yugoslavia and the central city of Ukraine.', ""Svetlograd, situated on the Kalaus River, is the administrative center of Petrovsky District in Stavropol Krai, Russia, and it is located 85 kilometers (53 mi) northeast of St.avopol, the krai's capital.""]","Svetlograd, a town and administrative center of Petrovsky District in Stavropol Krai, Russia, is situated on the Kalaus River, 85 kilometers (53 mi) northeast of St.avopol, the capital of the krai.","The town of Svetlograd, located on the Kalaus River, is the administrative center of Petrovsky District in Stavropol Krai, Russia. It is situated 85 kilometers (53 mi) northeast of Staborovopol, which is a hub for [MASK] government and foreign aid.","Located on the banks of the Kalaus River, Svetlograd serves as the administrative center of Petrovsky District in Stavropol Krai, Russia, about 85 kilometers (53 mi) northeast of St.avopol, the capital of Yugoslavia and the central city of Ukraine.","Svetlograd, situated on the Kalaus River, is the administrative center of Petrovsky District in Stavropol Krai, Russia, and it is located 85 kilometers (53 mi) northeast of St.avopol, the krai's capital."
705,Central African Republic,The official language of [X] is [Y] .,French,"The Central African Republic (CAR; Sango: Ködörösêse tî Bêafrîka; [MASK]: République centrafricaine [ʁepyblik sɑ̃tʁafʁikɛn], or Centrafrique [sɑ̃tʀafʁik]) is a landlocked country in Central Africa.","The Central African Republic (CAR; Sango: Ködörösêse tî Bêafrîka; French: République centrafricaine [ʁepyblik sɑ̃tʁafʁikɛn], or Centrafrique [sɑ̃tʀafʁik]) is a landlocked country in Central Africa.","['CAR, which is referred to as the Central African Republic or République centrafricaine (Républik of Guinea-Britain in French), is situated in Central Africa and is not connected to any land border.', 'Central African Republic (CAR), also known as the République centrafricaine or capitalist republic of Central Africa, is a country that lacks access to the sea.', 'The Central African Republic, also known as CAR or Centrafrique (staflăp), is a landlocked region in Central Africa that has no access to the sea.', 'A landlocked country in Central Africa, the Central African Republic (CAR) is also known as the République centrafricaine (epyblik stafikn) or Centrafel(Kdörösêse tî Bêariffa) in French.']","CAR, which is referred to as the Central African Republic or République centrafricaine (Républik of Guinea-Britain in [MASK]), is situated in Central Africa and is not connected to any land border.","Central African Republic (CAR), also known as the République centrafricaine or capitalist republic of Central Africa, is a country that lacks access to the sea.","The Central African Republic, also known as CAR or Centrafrique (staflăp), is a landlocked region in Central Africa that has no access to the sea.","A landlocked country in Central Africa, the Central African Republic (CAR) is also known as the République centrafricaine (epyblik stafikn) or Centrafel(Kdörösêse tî Bêariffa) in [MASK]."
706,Kingdom of Asturias,The official language of [X] is [Y] .,Latin,"I) is a 9th-century [MASK] illuminated Bible, which was produced in Spain, probably in the Kingdom of Asturias during the reign of Alfonso II.","I) is a 9th-century Latin illuminated Bible, which was produced in Spain, probably in the Kingdom of Asturias during the reign of Alfonso II.","['The Bible, I), is a Latin illuminated text from the 9th century produced in Spain, probably in the Kingdom of Asturias during the reign of Alfonso II.', 'I), a Latin illuminated Bible from the 9th century, which was produced in Spain, likely in the Kingdom of Asturias during the reign of Alfonso II.', 'An illuminated Latin Bible, known as I), was produced in Spain during the reign of Alfonso II and probably in the Kingdom of Asturias.', 'A Latin illuminated Bible from the 9th century, titled I), was probably made in Spain during the reign of Alfonso II of Asturias.']","The Bible, I), is a [MASK] illuminated text from the 9th century produced in Spain, probably in the Kingdom of Asturias during the reign of Alfonso II.","I), a [MASK] illuminated Bible from the 9th century, which was produced in Spain, likely in the Kingdom of Asturias during the reign of Alfonso II.","An illuminated [MASK] Bible, known as I), was produced in Spain during the reign of Alfonso II and probably in the Kingdom of Asturias.","A [MASK] illuminated Bible from the 9th century, titled I), was probably made in Spain during the reign of Alfonso II of Asturias."
