,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
825,Spanish Texas,The official language of [X] is [Y] .,Spanish,"paying residents' claims against the [MASK] government up to a total of $5,000,000 and relinquishing the US claims on parts of Spanish Texas west of the Sabine River and other Spanish areas, under the terms of the Louisiana Purchase.","paying residents' claims against the Spanish government up to a total of $5,000,000 and relinquishing the US claims on parts of Spanish Texas west of the Sabine River and other Spanish areas, under the terms of the Louisiana Purchase.","[""paying residents' claims against the Spanish government up to a total of $5,000,000 and relinquishing the US claims on parts of Spanish Texas west of the Sabine River and other Spanish areas, under the terms of the Louisiana Purchase.""]","paying residents' claims against the Spanish government up to a total of $5,000,000 and relinquishing the US claims on parts of Spanish Texas west of the Sabine River and other Spanish areas, under the terms of the Louisiana Purchase.",,
826,Kingdom of Jerusalem,The official language of [X] is [Y] .,Greek,"He may be identified with the Simontos, mentioned by Anna Comnena as an envoy of Baldwin I of Jerusalem to Tripoli in order to receive [MASK] ambassadors in 1108.","He may be identified with the Simontos, mentioned by Anna Comnena as an envoy of Baldwin I of Jerusalem to Tripoli in order to receive Greek ambassadors in 1108.",,,,
827,Orbe,The official language of [X] is [Y] .,French,The Orbe ([MASK]: L'Orbe) is a river of the Rhine basin.,The Orbe (French: L'Orbe) is a river of the Rhine basin.,"['orbe is a river in the rhine', ""l'orbe is a river in the rhine basin"", ""l'orbe l'orbe is a river in the rhine basin""]",orbe is a river in the rhine,l'orbe is a river in the rhine basin,l'orbe l'orbe is a river in the rhine basin
828,Reichskommissariat Moskowien,The official language of [X] is [Y] .,Russian,The autonomy was to serve as a test case for a [MASK] collaborationist government under the SS in Reichskommissariat Moskowien.,The autonomy was to serve as a test case for a Russian collaborationist government under the SS in Reichskommissariat Moskowien.,"['the autonomy was intended to serve as a test case for a russian collaborationist government in reichskommissariat moskowien under the ss', 'the autonomy was intended to serve as a test case for a russian collaborationist government under the ss in reichskommissariat moskowien', 'the autonomy was to serve as a test case for a russian collaborationist government under the ss in reichskommissariat moskowien']",the autonomy was intended to serve as a test case for a [MASK] collaborationist government in reichskommissariat moskowien under the ss,the autonomy was intended to serve as a test case for a [MASK] collaborationist government under the ss in reichskommissariat moskowien,the autonomy was to serve as a test case for a [MASK] collaborationist government under the ss in reichskommissariat moskowien
829,Saint Pierre and Miquelon,The official language of [X] is [Y] .,French,"Overseas collectivity of Saint Pierre and Miquelon ([MASK]: Collectivité d'Outre-mer de Saint-Pierre-et-Miquelon, [sɛ̃.pjɛʁ.e.mi.klɔ̃]) is a self-governing territorial overseas collectivity of France, situated in the northwestern Atlantic Ocean near Newfoundland.","Overseas collectivity of Saint Pierre and Miquelon (French: Collectivité d'Outre-mer de Saint-Pierre-et-Miquelon, [sɛ̃.pjɛʁ.e.mi.klɔ̃]) is a self-governing territorial overseas collectivity of France, situated in the northwestern Atlantic Ocean near Newfoundland.","[""collectivit d'outre-mer de saint-pierre-et-miquelon french spjemikl is a self-governing territorial overseas collectivity of france located in the northwestern atlantic ocean near newfoundland"", ""the overseas collectivity of saint pierre and miquelon french collectivit d'outre-mer de saint-pierre-et-miquelon spjemikl is a self-governing territorial collectivity of france""]",collectivit d'outre-mer de saint-pierre-et-miquelon [MASK] spjemikl is a self-governing territorial overseas collectivity of france located in the northwestern atlantic ocean near newfoundland,the overseas collectivity of saint pierre and miquelon [MASK] collectivit d'outre-mer de saint-pierre-et-miquelon spjemikl is a self-governing territorial collectivity of france,
830,Bhopal,The official language of [X] is [Y] .,Hindi,"Barkatullah University (BU) ([MASK]: बरकतउल्ला विश्वविद्यालय) is a university in Bhopal, India.","Barkatullah University (BU) (Hindi: बरकतउल्ला विश्वविद्यालय) is a university in Bhopal, India.","['Barkatullah University (BU) (Hindi: बरकतउल्ला विश्वविद्यालय) is a university in Bhopal, India.']","Barkatullah University (BU) (Hindi: बरकतउल्ला विश्वविद्यालय) is a university in Bhopal, India.",,
831,Armenia,The official language of [X] is [Y] .,Armenian,"Nerses IV the Gracious ([MASK]: Սուրբ Ներսէս Դ. Կլայեցի (Շնորհալի); also Nerses Shnorhali, Nerses of Kla or Saint Nerses the Graceful; 1102 – 13 August 1173) was Catholicos of Armenia from 1166 to 1173.","Nerses IV the Gracious (Armenian: Սուրբ Ներսէս Դ. Կլայեցի (Շնորհալի); also Nerses Shnorhali, Nerses of Kla or Saint Nerses the Graceful; 1102 – 13 August 1173) was Catholicos of Armenia from 1166 to 1173.",,,,
832,Western Cape,The official language of [X] is [Y] .,English,"An educator by profession, she started her career in 1985, teaching [MASK], History and Guidance at Glendale Senior Secondary in Mitchell’s Plain, Western Cape.","An educator by profession, she started her career in 1985, teaching English, History and Guidance at Glendale Senior Secondary in Mitchell’s Plain, Western Cape.","['An educator by profession, she started her career in 1985, teaching English, History and Guidance at Glendale Senior Secondary in Mitchell’s Plain, Western Cape.']","An educator by profession, she started her career in 1985, teaching English, History and Guidance at Glendale Senior Secondary in Mitchell’s Plain, Western Cape.",,
833,Kingdom of Bulgaria,The official language of [X] is [Y] .,Bulgarian,"Elias Canetti (/kəˈnɛti, kɑː-/; [MASK]: Елиас Канети; 25 July 1905 – 14 August 1994) was a German language author, born in Bulgaria, and later a British citizen.","Elias Canetti (/kəˈnɛti, kɑː-/; Bulgarian: Елиас Канети; 25 July 1905 – 14 August 1994) was a German language author, born in Bulgaria, and later a British citizen.","['Elias Canetti (/kəˈnɛti, kɑː-/; Bulgarian: Елиас Канети; 25 July 1905 – 14 August 1994) was a German language author, born in Bulgaria, and later a British citizen.']","Elias Canetti (/kəˈnɛti, kɑː-/; Bulgarian: Елиас Канети; 25 July 1905 – 14 August 1994) was a German language author, born in Bulgaria, and later a British citizen.",,
834,Gabon,The official language of [X] is [Y] .,French,"In the 1990s, the Foreign Legion helped with the evacuation of [MASK] citizens and foreigners in Rwanda, Gabon and Zaire.","In the 1990s, the Foreign Legion helped with the evacuation of French citizens and foreigners in Rwanda, Gabon and Zaire.","['the foreign legion helped in the 1990s to evacuate french citizens and foreigners in rwanda gabon and zaire', 'in the 1990s the foreign legion assisted with the evacuation of french citizens and foreigners in rwanda gabon and zaire', 'in the 1990s the foreign legion helped with the evacuation of french citizens and foreigners in rwanda gabon and zaire']",the foreign legion helped in the 1990s to evacuate [MASK] citizens and foreigners in rwanda gabon and zaire,in the 1990s the foreign legion assisted with the evacuation of [MASK] citizens and foreigners in rwanda gabon and zaire,in the 1990s the foreign legion helped with the evacuation of [MASK] citizens and foreigners in rwanda gabon and zaire
835,Puerto Rico,The official language of [X] is [Y] .,Spanish,"The US Government's OMB has defined Hispanic or Latino people as being those who ""trace their origin or descent to Mexico, Puerto Rico, Cuba, Central and South America, and other [MASK] cultures.""","The US Government's OMB has defined Hispanic or Latino people as being those who ""trace their origin or descent to Mexico, Puerto Rico, Cuba, Central and South America, and other Spanish cultures.""",['the omb defined latino or hispanic people as those who trace their origin or descent to mexico puerto rico cuba central and south america and other spanish cultures'],the omb defined latino or hispanic people as those who trace their origin or descent to mexico puerto rico cuba central and south america and other [MASK] cultures,,
836,Puerto Rico,The official language of [X] is [Y] .,English,"Judicial power is exercised by the judiciary, consisting of the Tribunal Supremo de Puerto Rico, the Tribunal de Apelaciones ([MASK]: Court of Appeals), and Tribunal de Primera Instancia (English: Courts of First Instance).","Judicial power is exercised by the judiciary, consisting of the Tribunal Supremo de Puerto Rico, the Tribunal de Apelaciones (English: Court of Appeals), and Tribunal de Primera Instancia (English: Courts of First Instance).","['Judicial power is exercised by the judiciary, consisting of the Tribunal Supremo de Puerto Rico, the Tribunal de Apelaciones (English: Court of Appeals), and Tribunal de Primera Instancia (English: Courts of First Instance).']","Judicial power is exercised by the judiciary, consisting of the Tribunal Supremo de Puerto Rico, the Tribunal de Apelaciones (English: Court of Appeals), and Tribunal de Primera Instancia (English: Courts of First Instance).",,
837,Engelberg,The official language of [X] is [Y] .,German,"Grafenort Castle ([MASK], Schloß Grafenort (or Schloss Grafenort); Pol., Pałac Gorzanów) is a (former) stately residence in the Kłodzko Land of the Lower Silesia.","Grafenort Castle (German, Schloß Grafenort (or Schloss Grafenort); Pol., Pałac Gorzanów) is a (former) stately residence in the Kłodzko Land of the Lower Silesia.","['Grafenort Castle (German, Schloß Grafenort (or Schloss Grafenort); Pol., Pałac Gorzanów) is a (former) stately residence in the Kłodzko Land of the Lower Silesia.']","Grafenort Castle (German, Schloß Grafenort (or Schloss Grafenort); Pol., Pałac Gorzanów) is a (former) stately residence in the Kłodzko Land of the Lower Silesia.",,
838,Thrissur,The official language of [X] is [Y] .,Malayalam,"The Parakkottukavu Thalappoli festival falls on the last Sunday of the [MASK] month of Medam (mid-May).The firework spectacles in this pooram would match up to the fireworks of the world famous Thrissur Pooram.Colonel S P Raman, who created history in Sciachen (highest battlefield in the world).","The Parakkottukavu Thalappoli festival falls on the last Sunday of the Malayalam month of Medam (mid-May).The firework spectacles in this pooram would match up to the fireworks of the world famous Thrissur Pooram.Colonel S P Raman, who created history in Sciachen (highest battlefield in the world).",,,,
839,Bulgarian Orthodox Church,The official language of [X] is [Y] .,Bulgarian,"Dernschwam described the baths as follows: The current Central Mineral Baths building was designed in the Vienna Secession style, but integrating typically [MASK], Byzantine and Eastern Orthodox ornamental elements, by the architects Petko Momchilov and Friedrich Grünanger in 1904–1905 and approved on 30 January 1906, as projects by an Austrian (in 1889) and a French architect (in 1901) were declined.","Dernschwam described the baths as follows: The current Central Mineral Baths building was designed in the Vienna Secession style, but integrating typically Bulgarian, Byzantine and Eastern Orthodox ornamental elements, by the architects Petko Momchilov and Friedrich Grünanger in 1904–1905 and approved on 30 January 1906, as projects by an Austrian (in 1889) and a French architect (in 1901) were declined.","['Dernschwam described the baths as follows: The current Central Mineral Baths building was designed in the Vienna Secession style, but integrating typically Bulgarian, Byzantine and Eastern Orthodox ornamental elements, by the architects Petko Momchilov and Friedrich Grünanger in 1904–1905 and approved on 30 January 1906, as projects by an Austrian (in 1889) and a French architect (in 1901) were declined.']","Dernschwam described the baths as follows: The current Central Mineral Baths building was designed in the Vienna Secession style, but integrating typically Bulgarian, Byzantine and Eastern Orthodox ornamental elements, by the architects Petko Momchilov and Friedrich Grünanger in 1904–1905 and approved on 30 January 1906, as projects by an Austrian (in 1889) and a French architect (in 1901) were declined.",,
840,Tuvalu,The official language of [X] is [Y] .,English,In 1819 the island of Funafuti was named Ellice's Island; the name Ellice was applied to all nine islands after the work of [MASK] hydrographer Alexander George Findlay.,In 1819 the island of Funafuti was named Ellice's Island; the name Ellice was applied to all nine islands after the work of English hydrographer Alexander George Findlay.,"['in 1819 the island of funafuti was named ellice island after the work of the english hydrographer alexander george findlay the name ellice was applied to all nine islands', 'in 1819 the island of funafuti was named ellice island the name ellice was applied after the work of the english hydrographer alexander george findlay to all nine islands', ""in 1819 the island of funafuti was named ellice's island the name ellice was applied to all nine islands after the work of english hydrographer alexander george findlay""]",in 1819 the island of funafuti was named ellice island after the work of the [MASK] hydrographer alexander george findlay the name ellice was applied to all nine islands,in 1819 the island of funafuti was named ellice island the name ellice was applied after the work of the [MASK] hydrographer alexander george findlay to all nine islands,in 1819 the island of funafuti was named ellice's island the name ellice was applied to all nine islands after the work of [MASK] hydrographer alexander george findlay
841,Iowa,The official language of [X] is [Y] .,English,"With the recent translations of The Fishermen, The Day Laborers, The New Times, and The Slave by University of Iowa professor Marc Linder in 2000- 2001, Kirk's novels are now available for the first time in [MASK].","With the recent translations of The Fishermen, The Day Laborers, The New Times, and The Slave by University of Iowa professor Marc Linder in 2000- 2001, Kirk's novels are now available for the first time in English.","[""With the recent translations of The Fishermen, The Day Laborers, The New Times, and The Slave by University of Iowa professor Marc Linder in 2000- 2001, Kirk's novels are now available for the first time in English.""]","With the recent translations of The Fishermen, The Day Laborers, The New Times, and The Slave by University of Iowa professor Marc Linder in 2000- 2001, Kirk's novels are now available for the first time in English.",,
842,Sweden,The official language of [X] is [Y] .,Swedish,"From the late 12th century, Finland was an integral part of Sweden, a legacy reflected in the prevalence of the [MASK] and its official status.","From the late 12th century, Finland was an integral part of Sweden, a legacy reflected in the prevalence of the Swedish and its official status.","['From the late 12th century, Finland was an integral part of Sweden, a legacy reflected in the prevalence of the Swedish and its official status.']","From the late 12th century, Finland was an integral part of Sweden, a legacy reflected in the prevalence of the Swedish and its official status.",,
843,Georgian Orthodox Church,The official language of [X] is [Y] .,Georgian,Consideration of replacing Georgia's republic with some form of constitutional monarchy has become part of the [MASK] political debate since the idea was suggested in 2007 by the Georgian Orthodox primate and other leading Georgians.,Consideration of replacing Georgia's republic with some form of constitutional monarchy has become part of the Georgian political debate since the idea was suggested in 2007 by the Georgian Orthodox primate and other leading Georgians.,"['the idea of replacing the republic of georgia with some form of constitutional monarchy has become part of the georgian political debate since it was suggested in 2007 by the georgian orthodox primate and other leading georgians', ""the idea of replacing georgia's republic with some form of constitutional monarchy has become part of the georgian political debate since the idea was suggested by the georgian orthodox primate and other leading georgian"", ""the idea of replacing georgia's republic with some form of constitutional monarchy has become part of the georgian political debate since it was suggested in 2007 by the georgian orthodox primate and other leading georgian""]",the idea of replacing the republic of georgia with some form of constitutional monarchy has become part of the Georgian political debate since it was suggested in 2007 by the [MASK] orthodox primate and other leading georgians,the idea of replacing georgia's republic with some form of constitutional monarchy has become part of the Georgian political debate since the idea was suggested by the [MASK] orthodox primate and other leading georgian,the idea of replacing georgia's republic with some form of constitutional monarchy has become part of the Georgian political debate since it was suggested in 2007 by the [MASK] orthodox primate and other leading georgian
844,Aragon,The official language of [X] is [Y] .,Catalan,"Aragon (/ˈærəɡɒn/ or /ˈærəɡən/, Spanish and Aragonese: Aragón [aɾaˈɣon], [MASK]: Aragó [əɾəˈɣo] or [aɾaˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon.","Aragon (/ˈærəɡɒn/ or /ˈærəɡən/, Spanish and Aragonese: Aragón [aɾaˈɣon], Catalan: Aragó [əɾəˈɣo] or [aɾaˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon.","['Aragon (/ˈærəɡɒn/ or /ˈærəɡən/, Spanish and Aragonese: Aragón [aɾaˈɣon], Catalan: Aragó [əɾəˈɣo] or [aɾaˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon.']","Aragon (/ˈærəɡɒn/ or /ˈærəɡən/, Spanish and Aragonese: Aragón [aɾaˈɣon], Catalan: Aragó [əɾəˈɣo] or [aɾaˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon.",,
845,Guam,The official language of [X] is [Y] .,English,"Hagåtña (pronounced [həˈɡɑtɲə] ), formerly [MASK] Agana /əˈɡɑːnjə/ and in Spanish Agaña, is the capital of the United States territory of Guam.","Hagåtña (pronounced [həˈɡɑtɲə] ), formerly English Agana /əˈɡɑːnjə/ and in Spanish Agaña, is the capital of the United States territory of Guam.","['Hagåtña (pronounced [həˈɡɑtɲə] ), formerly English Agana /əˈɡɑːnjə/ and in Spanish Agaña, is the capital of the United States territory of Guam.']","Hagåtña (pronounced [həˈɡɑtɲə] ), formerly English Agana /əˈɡɑːnjə/ and in Spanish Agaña, is the capital of the United States territory of Guam.",,
846,Autonomous Republic of Crimea,The official language of [X] is [Y] .,Russian,Krasnyi Krym ([MASK]: Красный Крым - Red Crimea) was a light cruiser of the Soviet Navy.,Krasnyi Krym (Russian: Красный Крым - Red Crimea) was a light cruiser of the Soviet Navy.,"['red crimea was a light cruiser of the soviet navy', 'the red crimea was a light cruiser of the soviet navy', 'red crimea russian krasnyi krym - red crimea was a light cruiser of the soviet navy']",red crimea was a light cruiser of the soviet navy,the red crimea was a light cruiser of the soviet navy,red crimea [MASK] krasnyi krym - red crimea was a light cruiser of the soviet navy
847,Benin,The official language of [X] is [Y] .,French,"Benin (/bᵻˈniːn/ bǝ-NEEN or /bᵻˈnɪn/ bǝ-NIN; [MASK]: Bénin), officially the Republic of Benin (French: République du Bénin) and formerly Dahomey, is a country in West Africa.","Benin (/bᵻˈniːn/ bǝ-NEEN or /bᵻˈnɪn/ bǝ-NIN; French: Bénin), officially the Republic of Benin (French: République du Bénin) and formerly Dahomey, is a country in West Africa.","['Benin (/bᵻˈniːn/ bǝ-NEEN or /bᵻˈnɪn/ bǝ-NIN; French: Bénin), officially the Republic of Benin (French: République du Bénin) and formerly Dahomey, is a country in West Africa.']","Benin (/bᵻˈniːn/ bǝ-NEEN or /bᵻˈnɪn/ bǝ-NIN; French: Bénin), officially the Republic of Benin (French: République du Bénin) and formerly Dahomey, is a country in West Africa.",,
848,Florida,The official language of [X] is [Y] .,English,"They were first scientifically described in [MASK] naturalist Mark Catesby's two volume Natural History of Carolina, Florida and the Bahama Islands published in London in 1731 and 1743.","They were first scientifically described in English naturalist Mark Catesby's two volume Natural History of Carolina, Florida and the Bahama Islands published in London in 1731 and 1743.","['they were first scientifically described in the two volume natural history of carolina florida and the bahama islands of english naturalist mark catesby published in london in 1731 and 1743', 'they were first scientifically described in the two volume natural history of carolina florida and the bahama islands by english naturalist mark catesby published in london in 1731 and 1743', 'they were first scientifically described by the english naturalist mark catesby in the two volume natural history of carolina florida and the bahama islands published in london in 1731 and 1743']",they were first scientifically described in the two volume natural history of carolina florida and the bahama islands of [MASK] naturalist mark catesby published in london in 1731 and 1743,they were first scientifically described in the two volume natural history of carolina florida and the bahama islands by [MASK] naturalist mark catesby published in london in 1731 and 1743,they were first scientifically described by the [MASK] naturalist mark catesby in the two volume natural history of carolina florida and the bahama islands published in london in 1731 and 1743
849,Virginia,The official language of [X] is [Y] .,English,"In 1943 he took another post in Virginia and finally moved to the [MASK] Department at Greensboro College, North Carolina, where he stayed until his retirement in 1954.","In 1943 he took another post in Virginia and finally moved to the English Department at Greensboro College, North Carolina, where he stayed until his retirement in 1954.",['in 1943 he took another post in virginia and finally moved to the english department at greensboro college north carolina where he remained until his retirement in 1954'],in 1943 he took another post in virginia and finally moved to the [MASK] department at greensboro college north carolina where he remained until his retirement in 1954,,
850,Joensuu,The official language of [X] is [Y] .,Finnish,"Punamusta ([MASK]: Red-Black) a printing and graphic design company in Joensuu, Finland.","Punamusta (Finnish: Red-Black) a printing and graphic design company in Joensuu, Finland.","['Punamusta (Finnish: Red-Black) a printing and graphic design company in Joensuu, Finland.']","Punamusta (Finnish: Red-Black) a printing and graphic design company in Joensuu, Finland.",,
851,Uppsala Municipality,The official language of [X] is [Y] .,Swedish,"Uppsala also has an important historical place in [MASK] national culture, identity and for the Swedish establishment: in historiography, literature, politics, and music.","Uppsala also has an important historical place in Swedish national culture, identity and for the Swedish establishment: in historiography, literature, politics, and music.","['Uppsala also has an important historical place in Swedish national culture, identity and for the Swedish establishment: in historiography, literature, politics, and music.']","Uppsala also has an important historical place in Swedish national culture, identity and for the Swedish establishment: in historiography, literature, politics, and music.",,
852,Antigua and Barbuda,The official language of [X] is [Y] .,English,"Nicola Hughes (born 1975) is an [MASK] dancer, singer and actress of Antiguan descent.","Nicola Hughes (born 1975) is an English dancer, singer and actress of Antiguan descent.","['Nicola Hughes (born 1975) is an English dancer, singer and actress of Antiguan descent.']","Nicola Hughes (born 1975) is an English dancer, singer and actress of Antiguan descent.",,
853,L'Isle,The official language of [X] is [Y] .,French,"Gerard II de Lisle, 1st Baron Lisle (1304 – 9 June 1360) of Kingston Lisle, (Latinised to de Insula (""from the Island""), [MASK] de L'Isle) was an English nobleman and soldier during King Edward III's campaigns in Scotland and France.","Gerard II de Lisle, 1st Baron Lisle (1304 – 9 June 1360) of Kingston Lisle, (Latinised to de Insula (""from the Island""), French de L'Isle) was an English nobleman and soldier during King Edward III's campaigns in Scotland and France.","['Gerard II de Lisle, 1st Baron Lisle (1304 – 9 June 1360) of Kingston Lisle, (Latinised to de Insula (""from the Island""), French de L\'Isle) was an English nobleman and soldier during King Edward III\'s campaigns in Scotland and France.']","Gerard II de Lisle, 1st Baron Lisle (1304 – 9 June 1360) of Kingston Lisle, (Latinised to de Insula (""from the Island""), French de L'Isle) was an English nobleman and soldier during King Edward III's campaigns in Scotland and France.",,
854,ASEAN,The official language of [X] is [Y] .,Chinese,"So currently serves as Chairman of the Global Business Council, an international forum established by the World [MASK] Economic Forum in Malaysia aimed at facilitating trade between China, India, ASEAN and Middle East.","So currently serves as Chairman of the Global Business Council, an international forum established by the World Chinese Economic Forum in Malaysia aimed at facilitating trade between China, India, ASEAN and Middle East.","['So currently serves as Chairman of the Global Business Council, an international forum established by the World Chinese Economic Forum in Malaysia aimed at facilitating trade between China, India, ASEAN and Middle East.']","So currently serves as Chairman of the Global Business Council, an international forum established by the World Chinese Economic Forum in Malaysia aimed at facilitating trade between China, India, ASEAN and Middle East.",,
855,Belgium,The official language of [X] is [Y] .,French,"Belgium (/ˈbɛldʒəm/; Dutch: België [ˈbɛlɣijə]; [MASK]: Belgique [bɛlʒik]; German: Belgien [ˈbɛlɡin̩]), officially the Kingdom of Belgium, is a sovereign state in Western Europe.","Belgium (/ˈbɛldʒəm/; Dutch: België [ˈbɛlɣijə]; French: Belgique [bɛlʒik]; German: Belgien [ˈbɛlɡin̩]), officially the Kingdom of Belgium, is a sovereign state in Western Europe.","['belgium bldm  dutch belgi blij german belgien blin officially the kingdom of belgium is a sovereign state in western europe', 'belgium bldm dutch belgi blij german belgien blin officially the kingdom of belgium is a sovereign state in western europe']",belgium bldm  French belgi blij [MASK] belgien blin officially the kingdom of belgium is a sovereign state in western europe,belgium bldm French belgi blij [MASK] belgien blin officially the kingdom of belgium is a sovereign state in western europe,
856,Nepali literature,The official language of [X] is [Y] .,Nepali,Nepali Literature ([MASK]: नेपाली साहित्य) refers to the literature of Nepal written in the Nepali language.,Nepali Literature (Nepali: नेपाली साहित्य) refers to the literature of Nepal written in the Nepali language.,['Nepali Literature (Nepali: नेपाली साहित्य) refers to the literature of Nepal written in the Nepali language.'],Nepali Literature (Nepali: नेपाली साहित्य) refers to the literature of Nepal written in the Nepali language.,,
857,Suomussalmi,The official language of [X] is [Y] .,Finnish,The Battle of Suomussalmi was a battle fought between [MASK] and Soviet forces in the Winter War.,The Battle of Suomussalmi was a battle fought between Finnish and Soviet forces in the Winter War.,"['the battle of suomussalmi was a battle fought in the winter war between finnish and soviet forces', 'the battle of suomussalmi was a battle between finnish and soviet forces during the winter war', 'the battle of suomussalmi was a battle between finnish and soviet forces in the winter war']",the battle of suomussalmi was a battle fought in the winter war between [MASK] and soviet forces,the battle of suomussalmi was a battle between [MASK] and soviet forces during the winter war,the battle of suomussalmi was a battle between [MASK] and soviet forces in the winter war
858,Independent State of Croatia,The official language of [X] is [Y] .,Croatian,"The NDH attempted to annex Zara which had been a recognized territory of Italy since 1919 and had long been an object of [MASK] irredentism, but Germany did not allow it.","The NDH attempted to annex Zara which had been a recognized territory of Italy since 1919 and had long been an object of Croatian irredentism, but Germany did not allow it.",['the ndh attempted to annex zara which was a recognized territory of italy since 1919 and was long an object of croatian irredentism but germany did not allow it'],the ndh attempted to annex zara which was a recognized territory of italy since 1919 and was long an object of [MASK] irredentism but germany did not allow it,,
859,Catalonia,The official language of [X] is [Y] .,Catalan,"The Park Güell ([MASK]: Parc Güell [ˈparɡ ˈɡweʎ]) is a public park system composed of gardens and architectonic elements located on Carmel Hill, in Barcelona, Catalonia (Spain).","The Park Güell (Catalan: Parc Güell [ˈparɡ ˈɡweʎ]) is a public park system composed of gardens and architectonic elements located on Carmel Hill, in Barcelona, Catalonia (Spain).","['The Park Güell (Catalan: Parc Güell [ˈparɡ ˈɡweʎ]) is a public park system composed of gardens and architectonic elements located on Carmel Hill, in Barcelona, Catalonia (Spain).']","The Park Güell (Catalan: Parc Güell [ˈparɡ ˈɡweʎ]) is a public park system composed of gardens and architectonic elements located on Carmel Hill, in Barcelona, Catalonia (Spain).",,
860,Petrozavodsk,The official language of [X] is [Y] .,Russian,"Pudozh ([MASK]: Пудож; Karelian: Puudoži; Veps: Pudož; Finnish: Puudosi or Puutoinen) is a town and the administrative center of Pudozhsky District of the Republic of Karelia, Russia, located on the Vodla River 115 kilometers (71 mi) east of Petrozavodsk, but 352 kilometers (219 mi) traveling by the road around Lake Onega.","Pudozh (Russian: Пудож; Karelian: Puudoži; Veps: Pudož; Finnish: Puudosi or Puutoinen) is a town and the administrative center of Pudozhsky District of the Republic of Karelia, Russia, located on the Vodla River 115 kilometers (71 mi) east of Petrozavodsk, but 352 kilometers (219 mi) traveling by the road around Lake Onega.",,,,
861,Hanko,The official language of [X] is [Y] .,Swedish,"Hanko ([ˈhɑŋko]; [MASK]: Hangö), is a bilingual port town and municipality on the south coast of Finland, 130 kilometres (80 mi) west of Helsinki.","Hanko ([ˈhɑŋko]; Swedish: Hangö), is a bilingual port town and municipality on the south coast of Finland, 130 kilometres (80 mi) west of Helsinki.",,,,
862,Chukotka Autonomous Okrug,The official language of [X] is [Y] .,Russian,Anadyr ([MASK]: Ана́дырь) is a river in the far northeast Siberia which flows into Anadyr Bay of the Bering Sea and drains much of the interior of Chukotka Autonomous Okrug.,Anadyr (Russian: Ана́дырь) is a river in the far northeast Siberia which flows into Anadyr Bay of the Bering Sea and drains much of the interior of Chukotka Autonomous Okrug.,"['anadyr russian is a river in the far northeast siberia which flows into the anadyr bay of the bering sea and drains much of the interior of the autonomous okrug chukotka', 'anadyr russian is a river in the far northeastern siberia which flows into the anadyr bay of the bering sea and drains much of the interior of chukotka autonomous okrug']",anadyr [MASK] is a river in the far northeast siberia which flows into the anadyr bay of the bering sea and drains much of the interior of the autonomous okrug chukotka,anadyr [MASK] is a river in the far northeastern siberia which flows into the anadyr bay of the bering sea and drains much of the interior of chukotka autonomous okrug,
863,Pays de la Loire,The official language of [X] is [Y] .,Breton,Pays de la Loire ([pe.i də la lwaʁ]; [MASK]: Broioù al Liger) is one of the 18 regions of France.,Pays de la Loire ([pe.i də la lwaʁ]; Breton: Broioù al Liger) is one of the 18 regions of France.,"['pays de la loire pi d la lwa breton broio al liger is one of 18 regions in france', 'pays de la loire peid la lwa breton broio al liger is one of the 18 regions of france', 'pays de la loire pei d la lwa breton broio al liger is one of the 18 regions of france']",pays de la loire pi d la lwa [MASK] broio al liger is one of 18 regions in france,pays de la loire peid la lwa [MASK] broio al liger is one of the 18 regions of france,pays de la loire pei d la lwa [MASK] broio al liger is one of the 18 regions of france
864,Ruokolahti,The official language of [X] is [Y] .,Finnish,"Matti Aleksanteri Airola (18 March 1882, Ruokolahti - 12 October 1939, Leningrad; born Mats Alexander Bruus; name as a Soviet citizen Матвей Матвеевич Айрола) was a [MASK] journalist.","Matti Aleksanteri Airola (18 March 1882, Ruokolahti - 12 October 1939, Leningrad; born Mats Alexander Bruus; name as a Soviet citizen Матвей Матвеевич Айрола) was a Finnish journalist.",,,,
865,Dundee,The official language of [X] is [Y] .,English,Dundee also offers a choice of either [MASK]/Northern Irish or Scots law separate LL.B.,Dundee also offers a choice of either English/Northern Irish or Scots law separate LL.B.,['Dundee also offers a choice of either English/Northern Irish or Scots law separate LL.B.'],Dundee also offers a choice of either English/Northern Irish or Scots law separate LL.B.,,
