,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
310,Eddy Cue,[X] works for [Y] .,Apple,"Eddy Cue (born Eduardo H. Cue; October 1964) is [MASK]'s senior vice president of Internet Software and Services, reporting to CEO Tim Cook.","Eddy Cue (born Eduardo H. Cue; October 1964) is Apple's senior vice president of Internet Software and Services, reporting to CEO Tim Cook.","[""eddy cue born october 1964 eduardo h cue is apple's senior vice-president of internet software and services and reports to ceo tim cook"", ""eddy cue born october 1964 eduardo h cue is apple's senior vice president of the internet software and services reporting to ceo tim cook"", ""eddy cue born october 1964 eduardo h cue is apple's senior vice president of internet software and services reporting to ceo tim cook""]",eddy cue born october 1964 eduardo h cue is [MASK]'s senior vice-president of internet software and services and reports to ceo tim cook,eddy cue born october 1964 eduardo h cue is [MASK]'s senior vice president of the internet software and services reporting to ceo tim cook,eddy cue born october 1964 eduardo h cue is [MASK]'s senior vice president of internet software and services reporting to ceo tim cook
311,Julia Somerville,[X] works for [Y] .,BBC,"On ITV, the ITN-produced coverage was presented by Jon Snow, Alastair Stewart, and Julia Somerville, with Sir Robin Day performing the same interviewing role for ITV as he had done for the [MASK] on many previous election nights.","On ITV, the ITN-produced coverage was presented by Jon Snow, Alastair Stewart, and Julia Somerville, with Sir Robin Day performing the same interviewing role for ITV as he had done for the BBC on many previous election nights.",['on itv the itn-produced coverage was presented by jon snow alastair stewart and julia somerville with sir robin day conducting the same interviewing role for itv as he had done for the bbc on many previous election nights'],on itv the itn-produced coverage was presented by jon snow alastair stewart and julia somerville with sir robin day conducting the same interviewing role for itv as he had done for the [MASK] on many previous election nights,,
312,Paddy Lowe,[X] works for [Y] .,McLaren,"In February 2013, after [MASK] confirmed the departure of Paddy Lowe to Mercedes F1 effective for the 2014 season, Goss was appointed Technical Director.","In February 2013, after McLaren confirmed the departure of Paddy Lowe to Mercedes F1 effective for the 2014 season, Goss was appointed Technical Director.","['goss was appointed technical director in february 2013 after mclaren confirmed the departure of paddy lowe to mercedes f1 effective for the 2014 season', 'after mclaren confirmed the departure of paddy lowe to mercedes f1 effective for the 2014 season goss was appointed technical director', 'in february 2013 after mclaren confirmed the departure of paddy lowe from mercedes f1 effective for the 2014 season goss was appointed technical director']",goss was appointed technical director in february 2013 after McLaren confirmed the departure of paddy lowe to [MASK] f1 effective for the 2014 season,after McLaren confirmed the departure of paddy lowe to [MASK] f1 effective for the 2014 season goss was appointed technical director,in february 2013 after McLaren confirmed the departure of paddy lowe from [MASK] f1 effective for the 2014 season goss was appointed technical director
313,Jeff Zucker,[X] works for [Y] .,CNN,"Following Piers Morgan's departure from [MASK] in March 2014, CNN President Jeff Zucker had various anchors fill the 9pm ET slot as a test run.","Following Piers Morgan's departure from CNN in March 2014, CNN President Jeff Zucker had various anchors fill the 9pm ET slot as a test run.","[""following piers morgan's departure from cnn in march 2014 cnn president jeff zucker had different anchors fill the 9pm et slot as a test run"", ""after piers morgan's departure from cnn in march 2014 cnn president jeff zucker had various anchors fill the 9 pm et slot as a test run"", ""following piers morgan's departure from cnn in march 2014 cnn president jeff zucker had various anchors fill the 9pm et slot as a test run""]",following piers morgan's departure from CNN in march 2014 [MASK] president jeff zucker had different anchors fill the 9pm et slot as a test run,after piers morgan's departure from CNN in march 2014 [MASK] president jeff zucker had various anchors fill the 9 pm et slot as a test run,following piers morgan's departure from CNN in march 2014 [MASK] president jeff zucker had various anchors fill the 9pm et slot as a test run
314,Eleanor Oldroyd,[X] works for [Y] .,BBC,"Patrons of the event include Karl Jenkins, Rick Wakeman, and [MASK] presenters Katie Derham, Ken Bruce, John Inverdale and Eleanor Oldroyd.","Patrons of the event include Karl Jenkins, Rick Wakeman, and BBC presenters Katie Derham, Ken Bruce, John Inverdale and Eleanor Oldroyd.","['Patrons of the event include Karl Jenkins, Rick Wakeman, and BBC presenters Katie Derham, Ken Bruce, John Inverdale and Eleanor Oldroyd.']","Patrons of the event include Karl Jenkins, Rick Wakeman, and BBC presenters Katie Derham, Ken Bruce, John Inverdale and Eleanor Oldroyd.",,
315,Eddie Mair,[X] works for [Y] .,BBC,Eddie Mair (born 12 November 1965 in Dundee) is a Scottish broadcaster who presents on national [MASK] radio and television.,Eddie Mair (born 12 November 1965 in Dundee) is a Scottish broadcaster who presents on national BBC radio and television.,"['eddie mair born december 12 1965 in dundee is a scottish broadcaster who presents on national bbc radio and television', 'eddie mair born november 12 1965 in dundee is a scottish broadcaster who presents on national bbc radio and television']",eddie mair born december 12 1965 in dundee is a scottish broadcaster who presents on national [MASK] radio and television,eddie mair born november 12 1965 in dundee is a scottish broadcaster who presents on national [MASK] radio and television,
316,Terry Myerson,[X] works for [Y] .,Microsoft,Terry Myerson (born 1972 or 1973) is [MASK]'s Executive Vice President of the Windows and Devices Group.,Terry Myerson (born 1972 or 1973) is Microsoft's Executive Vice President of the Windows and Devices Group.,"[""terry myerson born 1972 or 1973 is the executive vice president of microsoft's windows and devices group"", ""terry myerson born 1972 or 1973 is microsoft's executive vice president of the windows and devices group""]",terry myerson born 1972 or 1973 is the executive vice president of [MASK]'s windows and devices group,terry myerson born 1972 or 1973 is [MASK]'s executive vice president of the windows and devices group,
317,Dermot O'Leary,[X] works for [Y] .,BBC,"James Levy and The Blood Red Rose performed live in session on several national radio shows in the UK, including sessions on BBC Radio 2 with both Jo Whiley and Dermot O'Leary and a session on [MASK] 6 Music with Lauren Laverne.","James Levy and The Blood Red Rose performed live in session on several national radio shows in the UK, including sessions on BBC Radio 2 with both Jo Whiley and Dermot O'Leary and a session on BBC 6 Music with Lauren Laverne.","[""James Levy and The Blood Red Rose performed live in session on several national radio shows in the UK, including sessions on BBC Radio 2 with both Jo Whiley and Dermot O'Leary and a session on BBC 6 Music with Lauren Laverne.""]","James Levy and The Blood Red Rose performed live in session on several national radio shows in the UK, including sessions on BBC Radio 2 with both Jo Whiley and Dermot O'Leary and a session on BBC 6 Music with Lauren Laverne.",,
318,Stephen Sackur,[X] works for [Y] .,BBC,He has described himself in a [MASK] HARDtalk interview with Stephen Sackur as a 'technocrat'.,He has described himself in a BBC HARDtalk interview with Stephen Sackur as a 'technocrat'.,['he described himself as a technocrat in an interview with stephen sackur on bbc hardtalk'],he described himself as a technocrat in an interview with stephen sackur on [MASK] hardtalk,,
319,Tony Reali,[X] works for [Y] .,ESPN,"In April 2014 it was announced he would be a contributor on social media for Good Morning America, which he began on October 8, 2014 but has not appeared in 2015, other than a couple sports related segments introduced as ""[MASK]'s Tony Reali"".","In April 2014 it was announced he would be a contributor on social media for Good Morning America, which he began on October 8, 2014 but has not appeared in 2015, other than a couple sports related segments introduced as ""ESPN's Tony Reali"".","['In April 2014 it was announced he would be a contributor on social media for Good Morning America, which he began on October 8, 2014 but has not appeared in 2015, other than a couple sports related segments introduced as ""ESPN\'s Tony Reali"".']","In April 2014 it was announced he would be a contributor on social media for Good Morning America, which he began on October 8, 2014 but has not appeared in 2015, other than a couple sports related segments introduced as ""ESPN's Tony Reali"".",,
320,Mark Penn,[X] works for [Y] .,Microsoft,"Created by Mark Penn, the campaign sought primarily to attack a competing company, Google, by pointing out disadvantages and criticism of their products and services in comparison to those run by [MASK] (particularly, Bing and Outlook.com).","Created by Mark Penn, the campaign sought primarily to attack a competing company, Google, by pointing out disadvantages and criticism of their products and services in comparison to those run by Microsoft (particularly, Bing and Outlook.com).",['created by mark penn the campaign sought primarily to attack a competing google by pointing out disadvantages and criticism of their products and services in comparison to those operated by microsoft particularly bing and outlook'],created by mark penn the campaign sought primarily to attack a competing Microsoft by pointing out disadvantages and criticism of their products and services in comparison to those operated by [MASK] particularly bing and outlook,,
321,Vint Cerf,[X] works for [Y] .,Google,"NSRC receives major funding and in-kind donations from the National Science Foundation (NSF), [MASK] and Google.org, Cisco, O'Reilly Media, Vint Cerf, the Richard M. Karp Foundation, IDRC, ISOC, and many other institutional and private donors.","NSRC receives major funding and in-kind donations from the National Science Foundation (NSF), Google and Google.org, Cisco, O'Reilly Media, Vint Cerf, the Richard M. Karp Foundation, IDRC, ISOC, and many other institutional and private donors.","[""NSRC receives major funding and in-kind donations from the National Science Foundation (NSF), Google and Google.org, Cisco, O'Reilly Media, Vint Cerf, the Richard M. Karp Foundation, IDRC, ISOC, and many other institutional and private donors.""]","NSRC receives major funding and in-kind donations from the National Science Foundation (NSF), Google and Google.org, Cisco, O'Reilly Media, Vint Cerf, the Richard M. Karp Foundation, IDRC, ISOC, and many other institutional and private donors.",,
322,Moira Stuart,[X] works for [Y] .,BBC,"After Moira Stuart declined the role, Scipio was approached to be the main host of Black Britain, the first program of its kind from the [MASK]’s News and Current Affairs Department.","After Moira Stuart declined the role, Scipio was approached to be the main host of Black Britain, the first program of its kind from the BBC’s News and Current Affairs Department.","['After Moira Stuart declined the role, Scipio was approached to be the main host of Black Britain, the first program of its kind from the BBC’s News and Current Affairs Department.']","After Moira Stuart declined the role, Scipio was approached to be the main host of Black Britain, the first program of its kind from the BBC’s News and Current Affairs Department.",,
323,Ward Cunningham,[X] works for [Y] .,Microsoft,"Much of the work was led by Ward Cunningham, of [MASK].","Much of the work was led by Ward Cunningham, of Microsoft.",,,,
324,Phil Harrison,[X] works for [Y] .,Microsoft,Phil Harrison is a corporate vice president of [MASK].,Phil Harrison is a corporate vice president of Microsoft.,"['phil harrison is the corporate vice president of microsoft', 'phil harrison is a corporate vice president at microsoft', 'phil harrison is corporate vice president of microsoft']",phil harrison is the corporate vice president of [MASK],phil harrison is a corporate vice president at [MASK],phil harrison is corporate vice president of [MASK]
325,Val Gielgud,[X] works for [Y] .,BBC,"Ending It was a 1939 [MASK] TV one-off play, written by Val Gielgud, and starring John Robinson, Joan Marion, and Dino Galvani.","Ending It was a 1939 BBC TV one-off play, written by Val Gielgud, and starring John Robinson, Joan Marion, and Dino Galvani.","['Ending It was a 1939 BBC TV one-off play, written by Val Gielgud, and starring John Robinson, Joan Marion, and Dino Galvani.']","Ending It was a 1939 BBC TV one-off play, written by Val Gielgud, and starring John Robinson, Joan Marion, and Dino Galvani.",,
326,Tatsumi Kimishima,[X] works for [Y] .,Nintendo,"Tatsumi Kimishima (君島 達己 Kimishima Tatsumi, born April 21, 1950 in Tokyo) is the fifth and current President of [MASK].","Tatsumi Kimishima (君島 達己 Kimishima Tatsumi, born April 21, 1950 in Tokyo) is the fifth and current President of Nintendo.",['tatsumi kimishima kimishima tatsumi born 21 april 1950 in tokyo is the fifth and current president of nintendo'],tatsumi kimishima kimishima tatsumi born 21 april 1950 in tokyo is the fifth and current president of [MASK],,
327,Fred Brooks,[X] works for [Y] .,IBM,"and senior project manager Fred Brooks regarded Learson as the driving force behind the System/360 project, which was huge and risky but whose success ensured [MASK]'s dominance of the mainframe computer market.","and senior project manager Fred Brooks regarded Learson as the driving force behind the System/360 project, which was huge and risky but whose success ensured IBM's dominance of the mainframe computer market.","[""and senior project manager fred brooks regarded learson as the driving force behind the system360 project which was huge and risky but whose success ensured ibm's dominance of the mainframe computer market""]",and senior project manager fred brooks regarded learson as the driving force behind the system360 project which was huge and risky but whose success ensured [MASK]'s dominance of the mainframe computer market,,
328,Martin Esslin,[X] works for [Y] .,BBC,"Ronald Mason (8 September 1926 – 16 January 1997) was a director and producer of drama for the [MASK], a BBC executive in his native Northern Ireland at the height of the Troubles, the Head of BBC Radio Drama as successor to Martin Esslin and was active in the European Broadcasting Union (EBU).","Ronald Mason (8 September 1926 – 16 January 1997) was a director and producer of drama for the BBC, a BBC executive in his native Northern Ireland at the height of the Troubles, the Head of BBC Radio Drama as successor to Martin Esslin and was active in the European Broadcasting Union (EBU).",,,,
329,Bryant Tuckerman,[X] works for [Y] .,IBM,The idea of the slide attack has roots in a paper published by Edna Grossman and Bryant Tuckerman in an [MASK] Technical Report in 1977.,The idea of the slide attack has roots in a paper published by Edna Grossman and Bryant Tuckerman in an IBM Technical Report in 1977.,"['the idea of the slide attack has roots in a 1977 ibm technical report from edna grossman and bryant tuckerman', 'the idea of a slide attack has roots in a 1977 paper by edna grossman and bryant tuckerman in an ibm technical report', 'the idea of the slide attack has roots in a 1977 paper published by edna grossman and bryant tuckerman in an ibm technical report']",the idea of the slide attack has roots in a 1977 [MASK] technical report from edna grossman and bryant tuckerman,the idea of a slide attack has roots in a 1977 paper by edna grossman and bryant tuckerman in an [MASK] technical report,the idea of the slide attack has roots in a 1977 paper published by edna grossman and bryant tuckerman in an [MASK] technical report
330,Charles Goldfarb,[X] works for [Y] .,IBM,"In 1969 Charles Goldfarb, leading a small team at [MASK], developed the first markup language, called Generalized Markup Language, or GML.","In 1969 Charles Goldfarb, leading a small team at IBM, developed the first markup language, called Generalized Markup Language, or GML.","['charles goldfarb led a small team at ibm in 1969 and developed the first markup language called the generalized markup language or gml', 'in 1969 charles goldfarb leading a small ibm team developed the first markup language - generalized markup language or gml', 'in 1969 charles goldfarb leading a small team at ibm developed the first markup language known as generalized markup language or gml']",charles goldfarb led a small team at [MASK] in 1969 and developed the first markup language called the generalized markup language or gml,in 1969 charles goldfarb leading a small [MASK] team developed the first markup language - generalized markup language or gml,in 1969 charles goldfarb leading a small team at [MASK] developed the first markup language known as generalized markup language or gml
331,Martin M. Wattenberg,[X] works for [Y] .,IBM,"The tool was developed by Fernanda Viégas, Martin Wattenberg, Jonathan Feinberg, and Kushal Dave of [MASK]'s Collaborative User Experience research group.","The tool was developed by Fernanda Viégas, Martin Wattenberg, Jonathan Feinberg, and Kushal Dave of IBM's Collaborative User Experience research group.","[""the tool was developed by fernanda vigas martin wattenberg jonathan feinberg and kushal dave from ibm's collaborative user experience research group""]",the tool was developed by fernanda vigas martin wattenberg jonathan feinberg and kushal dave from [MASK]'s collaborative user experience research group,,
332,Ronnie Waldman,[X] works for [Y] .,BBC,She was married to the [MASK] executive Ronnie Waldman (1914–1978) (from 1953 to 1978).,She was married to the BBC executive Ronnie Waldman (1914–1978) (from 1953 to 1978).,"['from 1953 to 1978 she married the bbc executive ronnie waldman 19141978', 'she was married to bbc - executive ronnie waldman 1914-1978 from 1953 to 1978', 'she was married to the bbc executive ronnie waldman 1914-1978 from 1953 to 1978']",from 1953 to 1978 she married the [MASK] executive ronnie waldman 19141978,she was married to [MASK] - executive ronnie waldman 1914-1978 from 1953 to 1978,she was married to the [MASK] executive ronnie waldman 1914-1978 from 1953 to 1978
333,Jean-Dominique Bauby,[X] works for [Y] .,Elle,"Jean-Dominique Bauby ([ʒɑ̃ dɔminik bobi]; 23 April 1952 – 9 March 1997) was a well-known French actor, author and editor of the French fashion magazine [MASK].","Jean-Dominique Bauby ([ʒɑ̃ dɔminik bobi]; 23 April 1952 – 9 March 1997) was a well-known French actor, author and editor of the French fashion magazine Elle.","['Jean-Dominique Bauby ([ʒɑ̃ dɔminik bobi]; 23 April 1952 – 9 March 1997) was a well-known French actor, author and editor of the French fashion magazine Elle.']","Jean-Dominique Bauby ([ʒɑ̃ dɔminik bobi]; 23 April 1952 – 9 March 1997) was a well-known French actor, author and editor of the French fashion magazine Elle.",,
334,Tim Davie,[X] works for [Y] .,BBC,"Tim Davie (born April 25, 1967) is the Chief Executive Officer of BBC Worldwide who served as acting Director-General of the [MASK] following George Entwistle's resignation in November 2012 until Lord Hall took over the role permanently in April 2013.","Tim Davie (born April 25, 1967) is the Chief Executive Officer of BBC Worldwide who served as acting Director-General of the BBC following George Entwistle's resignation in November 2012 until Lord Hall took over the role permanently in April 2013.","['tim davie born april 25 1967 is the chief executive officer of bbc worldwide he served as acting director-general of the bbc in november 2012 until lord hall took over the role permanently in april 2013', 'tim davie born 25 april 1967 is the chief executive officer of bbc worldwide he served as acting director-general of the bbc following the resignation of george entwistle in november 2012 until lord hall took over the role permanently in april 2013']",tim davie born april 25 1967 is the chief executive officer of BBC worldwide he served as acting director-general of the [MASK] in november 2012 until lord hall took over the role permanently in april 2013,tim davie born 25 april 1967 is the chief executive officer of BBC worldwide he served as acting director-general of the [MASK] following the resignation of george entwistle in november 2012 until lord hall took over the role permanently in april 2013,
335,"Tony Hall, Baron Hall of Birkenhead",[X] works for [Y] .,BBC,"Tim Davie (born April 25, 1967) is the Chief Executive Officer of BBC Worldwide who served as acting Director-General of the [MASK] following George Entwistle's resignation in November 2012 until Lord Hall took over the role permanently in April 2013.","Tim Davie (born April 25, 1967) is the Chief Executive Officer of BBC Worldwide who served as acting Director-General of the BBC following George Entwistle's resignation in November 2012 until Lord Hall took over the role permanently in April 2013.","[""tim davie born 25 april 1967 is the chief executive officer of bbc worldwide who served as acting director-general of the bbc after george entwistle's resignation in november 2012 until lord hall took over the position permanently in april 2013"", ""tim davie born 25 april 1967 is the chief executive officer of bbc worldwide he served as acting director-general of the bbc following george entwistle's resignation in november 2012 until lord hall took over the role permanently in april 2013""]",tim davie born 25 april 1967 is the chief executive officer of BBC worldwide who served as acting director-general of the [MASK] after george entwistle's resignation in november 2012 until lord hall took over the position permanently in april 2013,tim davie born 25 april 1967 is the chief executive officer of BBC worldwide he served as acting director-general of the [MASK] following george entwistle's resignation in november 2012 until lord hall took over the role permanently in april 2013,
336,Yoshiyuki Tomino,[X] works for [Y] .,Sunrise,"Aura Battler Dunbine (聖戦士ダンバイン Seisenshi Danbain, literally Holy Warrior Dunbine) is an anime television series created by Yoshiyuki Tomino and produced by [MASK].","Aura Battler Dunbine (聖戦士ダンバイン Seisenshi Danbain, literally Holy Warrior Dunbine) is an anime television series created by Yoshiyuki Tomino and produced by Sunrise.","['aura battler dunbine seisenshi danbain literally holy warrior dunbine is a anime television series created by yoshiyuki tomino and produced by sunrise', 'aura battler dunbine seisenshi danbain literally holy warrior dunbine is an anime television series created by yoshiyuki tomino and produced by sunrise']",aura battler dunbine seisenshi danbain literally holy warrior dunbine is a anime television series created by yoshiyuki tomino and produced by [MASK],aura battler dunbine seisenshi danbain literally holy warrior dunbine is an anime television series created by yoshiyuki tomino and produced by [MASK],
337,Innes Lloyd,[X] works for [Y] .,BBC,"Innes Lloyd (24 December 1925, Penmaenmawr, Wales – 23 August 1991) was a British television producer of [MASK] drama programmes.","Innes Lloyd (24 December 1925, Penmaenmawr, Wales – 23 August 1991) was a British television producer of BBC drama programmes.","['Innes Lloyd (24 December 1925, Penmaenmawr, Wales – 23 August 1991) was a British television producer of BBC drama programmes.']","Innes Lloyd (24 December 1925, Penmaenmawr, Wales – 23 August 1991) was a British television producer of BBC drama programmes.",,
338,William Crawley,[X] works for [Y] .,BBC,William Crawley is an Belfast-born [MASK] journalist and broadcaster.,William Crawley is an Belfast-born BBC journalist and broadcaster.,['william crawley is a belfast-born bbc journalist and broadcaster'],william crawley is a belfast-born [MASK] journalist and broadcaster,,
339,Peter Oppenheimer,[X] works for [Y] .,Apple,"Until 2014, Peter Oppenheimer was [MASK]","Until 2014, Peter Oppenheimer was Apple","['peter oppenheimer was head of apple until 2014', 'peter oppenheimer was ceo of apple until 2014']",peter oppenheimer was head of [MASK] until 2014,peter oppenheimer was ceo of [MASK] until 2014,
340,Carolyn Quinn,[X] works for [Y] .,BBC,"The programme utilises other [MASK] broadcasters including David Eades, Carolyn Quinn, James Coomarasamy, Roger Hearing, Samira Ahmed and Felicity Evans to regularly present on Thursdays, Fridays and in Shah's absence.","The programme utilises other BBC broadcasters including David Eades, Carolyn Quinn, James Coomarasamy, Roger Hearing, Samira Ahmed and Felicity Evans to regularly present on Thursdays, Fridays and in Shah's absence.","[""The programme utilises other BBC broadcasters including David Eades, Carolyn Quinn, James Coomarasamy, Roger Hearing, Samira Ahmed and Felicity Evans to regularly present on Thursdays, Fridays and in Shah's absence.""]","The programme utilises other BBC broadcasters including David Eades, Carolyn Quinn, James Coomarasamy, Roger Hearing, Samira Ahmed and Felicity Evans to regularly present on Thursdays, Fridays and in Shah's absence.",,
341,Samira Ahmed,[X] works for [Y] .,BBC,"The programme utilises other [MASK] broadcasters including David Eades, Carolyn Quinn, James Coomarasamy, Roger Hearing, Samira Ahmed and Felicity Evans to regularly present on Thursdays, Fridays and in Shah's absence.","The programme utilises other BBC broadcasters including David Eades, Carolyn Quinn, James Coomarasamy, Roger Hearing, Samira Ahmed and Felicity Evans to regularly present on Thursdays, Fridays and in Shah's absence.","[""The programme utilises other BBC broadcasters including David Eades, Carolyn Quinn, James Coomarasamy, Roger Hearing, Samira Ahmed and Felicity Evans to regularly present on Thursdays, Fridays and in Shah's absence.""]","The programme utilises other BBC broadcasters including David Eades, Carolyn Quinn, James Coomarasamy, Roger Hearing, Samira Ahmed and Felicity Evans to regularly present on Thursdays, Fridays and in Shah's absence.",,
342,Robert Dougall,[X] works for [Y] .,BBC,"He worked for many years as a newsreader for the [MASK], where he was a contemporary of fellow newsreaders Richard Baker and Robert Dougall.","He worked for many years as a newsreader for the BBC, where he was a contemporary of fellow newsreaders Richard Baker and Robert Dougall.","['he worked as a newsreader for many years for the bbc where he was a contemporary of newsreaders richard baker and robert dougall', 'for many years he worked as a newsreader for the bbc where he was a contemporary of the newsreaders richard baker and robert dougall', 'he worked for many years as a newsreader for the bbc where he was a contemporary of the newsreaders richard baker and robert dougall']",he worked as a newsreader for many years for the [MASK] where he was a contemporary of newsreaders richard baker and robert dougall,for many years he worked as a newsreader for the [MASK] where he was a contemporary of the newsreaders richard baker and robert dougall,he worked for many years as a newsreader for the [MASK] where he was a contemporary of the newsreaders richard baker and robert dougall
343,Reynold B. Johnson,[X] works for [Y] .,IBM,"The machine was developed from a prototype developed by Reynold Johnson, a school teacher who later became an [MASK] engineer.","The machine was developed from a prototype developed by Reynold Johnson, a school teacher who later became an IBM engineer.","['the machine was developed from a prototype designed by reynold johnson a school teacher who later became an ibm engineer', 'the machine was developed from a prototype developed by reynold johnson a school teacher who later became an ibm engineer']",the machine was developed from a prototype designed by reynold johnson a school teacher who later became an [MASK] engineer,the machine was developed from a prototype developed by reynold johnson a school teacher who later became an [MASK] engineer,
344,Arash Markazi,[X] works for [Y] .,ESPN,"Arash Markazi (born March 4, 1980) is an Iranian-American sports journalist currently writing for [MASK].","Arash Markazi (born March 4, 1980) is an Iranian-American sports journalist currently writing for ESPN.","['arash markazi born march 4 1980 is an iranian american sports journalist who currently writes for espn', 'arash markazi born 4 march 1980 is an iranian-american sports journalist currently working for espn', 'arash markazi born 4 march 1980 is an iranian-american sports journalist currently writing for espn']",arash markazi born march 4 1980 is an iranian american sports journalist who currently writes for [MASK],arash markazi born 4 march 1980 is an iranian-american sports journalist currently working for [MASK],arash markazi born 4 march 1980 is an iranian-american sports journalist currently writing for [MASK]
345,Philip Mould,[X] works for [Y] .,BBC,The original life-size Buckner portrait was rediscovered in 2012 and was authenticated by art historian Philip Mould OBE on the [MASK] Antiques Road Show at Cheltenham in 2013.,The original life-size Buckner portrait was rediscovered in 2012 and was authenticated by art historian Philip Mould OBE on the BBC Antiques Road Show at Cheltenham in 2013.,['The original life-size Buckner portrait was rediscovered in 2012 and was authenticated by art historian Philip Mould OBE on the BBC Antiques Road Show at Cheltenham in 2013.'],The original life-size Buckner portrait was rediscovered in 2012 and was authenticated by art historian Philip Mould OBE on the BBC Antiques Road Show at Cheltenham in 2013.,,
346,Chris Langham,[X] works for [Y] .,BBC,The History of Rock with Chris Langham was a [MASK] radio comedy broadcast in the United Kingdom in 1984.,The History of Rock with Chris Langham was a BBC radio comedy broadcast in the United Kingdom in 1984.,"['the history of rock with chris langham was a bbc radio comedy broadcast in 1984 in the united kingdom', 'the history of rock with chris langham was a 1984 bbc radio comedy broadcast in the united kingdom']",the history of rock with chris langham was a [MASK] radio comedy broadcast in 1984 in the united kingdom,the history of rock with chris langham was a 1984 [MASK] radio comedy broadcast in the united kingdom,
347,Ray Stubbs,[X] works for [Y] .,BBC,Toseland is also a solo artist and in the past has performed alongside Ray Stubbs for [MASK]'s Sport Relief and played a piano set at the British sports personality of the year awards in 2007.,Toseland is also a solo artist and in the past has performed alongside Ray Stubbs for BBC's Sport Relief and played a piano set at the British sports personality of the year awards in 2007.,"[""Toseland is also a solo artist and in the past has performed alongside Ray Stubbs for BBC's Sport Relief and played a piano set at the British sports personality of the year awards in 2007.""]",Toseland is also a solo artist and in the past has performed alongside Ray Stubbs for BBC's Sport Relief and played a piano set at the British sports personality of the year awards in 2007.,,
348,Robert J. Bach,[X] works for [Y] .,Microsoft,"Robert J. Bach (born December 31, 1961), commonly known as Robbie Bach, was the President of Entertainment & Devices Division at [MASK].","Robert J. Bach (born December 31, 1961), commonly known as Robbie Bach, was the President of Entertainment & Devices Division at Microsoft.","[""robbie bach born december 31 1961 commonly known as robert j bach was president of microsoft's entertainment devices division"", 'robbie bach born december 31 1961 commonly known as robert j bach was president of the entertainment devices division at microsoft']",robbie bach born december 31 1961 commonly known as robert j bach was president of [MASK]'s entertainment devices division,robbie bach born december 31 1961 commonly known as robert j bach was president of the entertainment devices division at [MASK],
349,"Marmaduke Hussey, Baron Hussey of North Bradley",[X] works for [Y] .,BBC,"On 25 April 1959 she married Marmaduke Hussey (later Chairman of the Board of Governors of the [MASK]) and they had two children, James Arthur (born 15 August 1961) and Katharine Elizabeth (born 1 February 1964).","On 25 April 1959 she married Marmaduke Hussey (later Chairman of the Board of Governors of the BBC) and they had two children, James Arthur (born 15 August 1961) and Katharine Elizabeth (born 1 February 1964).","['On 25 April 1959 she married Marmaduke Hussey (later Chairman of the Board of Governors of the BBC) and they had two children, James Arthur (born 15 August 1961) and Katharine Elizabeth (born 1 February 1964).']","On 25 April 1959 she married Marmaduke Hussey (later Chairman of the Board of Governors of the BBC) and they had two children, James Arthur (born 15 August 1961) and Katharine Elizabeth (born 1 February 1964).",,
350,Johnny Beerling,[X] works for [Y] .,BBC,"He presented many popular programmes for the [MASK], including the Top Ten Game produced by Johnny Beerling, a midweek show which toured the country inviting audiences of 200 to vote for their favourite discs of the week from 1965.","He presented many popular programmes for the BBC, including the Top Ten Game produced by Johnny Beerling, a midweek show which toured the country inviting audiences of 200 to vote for their favourite discs of the week from 1965.","['He presented many popular programmes for the BBC, including the Top Ten Game produced by Johnny Beerling, a midweek show which toured the country inviting audiences of 200 to vote for their favourite discs of the week from 1965.']","He presented many popular programmes for the BBC, including the Top Ten Game produced by Johnny Beerling, a midweek show which toured the country inviting audiences of 200 to vote for their favourite discs of the week from 1965.",,
351,Allan Little,[X] works for [Y] .,BBC,"The Death of Yugoslavia is a [MASK] documentary series first broadcast in 1995, and is also the name of a BBC book by Allan Little and Laura Silber that accompanies the series.","The Death of Yugoslavia is a BBC documentary series first broadcast in 1995, and is also the name of a BBC book by Allan Little and Laura Silber that accompanies the series.",['the death of yugoslavia is a bbc documentary series first broadcast in 1995 and is also the name of a bbc book by allan little and laura silber that accompanies the series'],the death of yugoslavia is a BBC documentary series first broadcast in 1995 and is also the name of a [MASK] book by allan little and laura silber that accompanies the series,,
352,Kate Silverton,[X] works for [Y] .,BBC,"Kate Silverton (born 4 August 1970) is an English journalist, currently employed by the [MASK].","Kate Silverton (born 4 August 1970) is an English journalist, currently employed by the BBC.","['kate silverton born august 4 1970 is an english journalist employed at the bbc', 'kate silverton born august 4 1970 is an english journalist employed by the bbc', 'kate silverton born august 4 1970 is an english journalist currently employed by the bbc']",kate silverton born august 4 1970 is an english journalist employed at the [MASK],kate silverton born august 4 1970 is an english journalist employed by the [MASK],kate silverton born august 4 1970 is an english journalist currently employed by the [MASK]
353,Emily Maitlis,[X] works for [Y] .,BBC,Emily Maitlis (born 6 September 1970) is a British journalist and newsreader for the [MASK].,Emily Maitlis (born 6 September 1970) is a British journalist and newsreader for the BBC.,['Emily Maitlis (born 6 September 1970) is a British journalist and newsreader for the BBC.'],Emily Maitlis (born 6 September 1970) is a British journalist and newsreader for the BBC.,,
