,answers,original,parrot_0,parrot_1,parrot_2
728,england,"[{'token': '1780', 'score': 0.095}, {'token': '1783', 'score': 0.086}, {'token': '1777', 'score': 0.081}, {'token': '1775', 'score': 0.063}, {'token': '1786', 'score': 0.055}, {'token': '1782', 'score': 0.054}, {'token': '1781', 'score': 0.054}, {'token': '1784', 'score': 0.051}, {'token': '1787', 'score': 0.05}, {'token': '1790', 'score': 0.036}, {'token': '1793', 'score': 0.035}, {'token': '1789', 'score': 0.033}, {'token': '1779', 'score': 0.028}, {'token': '1792', 'score': 0.026}, {'token': '1778', 'score': 0.021}]",,,
729,japan,"[{'token': 'japan', 'score': 0.93}, {'token': 'japanese', 'score': 0.059}, {'token': 'english', 'score': 0.01}, {'token': 'full', 'score': 0.0}, {'token': 'europe', 'score': 0.0}, {'token': 'theaters', 'score': 0.0}, {'token': 'tokyo', 'score': 0.0}, {'token': 'korea', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': 'print', 'score': 0.0}, {'token': 'hepburn', 'score': 0.0}, {'token': 'asia', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'particular', 'score': 0.0}]","[{'token': 'japan', 'score': 0.892}, {'token': 'japanese', 'score': 0.091}, {'token': 'english', 'score': 0.011}, {'token': '[unk]', 'score': 0.001}, {'token': 'tokyo', 'score': 0.0}, {'token': 'theaters', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': 'osaka', 'score': 0.0}, {'token': 'full', 'score': 0.0}, {'token': '##oue', 'score': 0.0}, {'token': 'korea', 'score': 0.0}, {'token': 'europe', 'score': 0.0}, {'token': 'print', 'score': 0.0}, {'token': 'asia', 'score': 0.0}, {'token': 'theatres', 'score': 0.0}]",,
730,canada,"[{'token': 'canadian', 'score': 0.387}, {'token': 'british', 'score': 0.155}, {'token': 'scottish', 'score': 0.021}, {'token': 'california', 'score': 0.021}, {'token': 'seattle', 'score': 0.019}, {'token': 'american', 'score': 0.018}, {'token': 'us', 'score': 0.017}, {'token': 'chicago', 'score': 0.012}, {'token': 'contemporary', 'score': 0.012}, {'token': 'boston', 'score': 0.01}, {'token': '1990s', 'score': 0.009}, {'token': '2005', 'score': 0.006}, {'token': '2006', 'score': 0.006}, {'token': 'german', 'score': 0.006}, {'token': '1996', 'score': 0.005}]",,,
731,australia,"[{'token': 'australia', 'score': 0.287}, {'token': 'canada', 'score': 0.209}, {'token': 'victoria', 'score': 0.101}, {'token': 'ireland', 'score': 0.094}, {'token': 'kenya', 'score': 0.058}, {'token': 'zimbabwe', 'score': 0.055}, {'token': 'scotland', 'score': 0.029}, {'token': 'zambia', 'score': 0.018}, {'token': 'wales', 'score': 0.015}, {'token': 'ontario', 'score': 0.01}, {'token': 'art', 'score': 0.009}, {'token': 'nigeria', 'score': 0.009}, {'token': 'singapore', 'score': 0.008}, {'token': 'finland', 'score': 0.008}, {'token': 'nsw', 'score': 0.008}]","[{'token': '.', 'score': 0.835}, {'token': ';', 'score': 0.03}, {'token': 'australia', 'score': 0.02}, {'token': 'kenya', 'score': 0.013}, {'token': 'ireland', 'score': 0.012}, {'token': 'finland', 'score': 0.011}, {'token': 'nigeria', 'score': 0.006}, {'token': 'canada', 'score': 0.006}, {'token': 'victoria', 'score': 0.004}, {'token': 'malta', 'score': 0.003}, {'token': 'zambia', 'score': 0.003}, {'token': 'wales', 'score': 0.003}, {'token': 'scotland', 'score': 0.002}, {'token': 'italy', 'score': 0.002}, {'token': 'zimbabwe', 'score': 0.002}]","[{'token': 'australia', 'score': 0.228}, {'token': 'canada', 'score': 0.215}, {'token': 'victoria', 'score': 0.089}, {'token': 'ireland', 'score': 0.079}, {'token': 'kenya', 'score': 0.076}, {'token': 'zimbabwe', 'score': 0.072}, {'token': 'scotland', 'score': 0.036}, {'token': 'zambia', 'score': 0.025}, {'token': 'wales', 'score': 0.016}, {'token': 'art', 'score': 0.014}, {'token': 'nigeria', 'score': 0.013}, {'token': 'ontario', 'score': 0.012}, {'token': 'rwanda', 'score': 0.01}, {'token': 'finland', 'score': 0.01}, {'token': 'nsw', 'score': 0.009}]",
732,canada,"[{'token': 'american', 'score': 0.596}, {'token': 'canadian', 'score': 0.381}, {'token': 'australian', 'score': 0.013}, {'token': 'the', 'score': 0.001}, {'token': 'texas', 'score': 0.001}, {'token': 'mexican', 'score': 0.001}, {'token': 'irish', 'score': 0.0}, {'token': 'christian', 'score': 0.0}, {'token': 'english', 'score': 0.0}, {'token': 'swedish', 'score': 0.0}, {'token': 'british', 'score': 0.0}, {'token': 'americans', 'score': 0.0}, {'token': 'us', 'score': 0.0}, {'token': 'california', 'score': 0.0}, {'token': 'filipino', 'score': 0.0}]",,"[{'token': 'american', 'score': 0.483}, {'token': 'canadian', 'score': 0.435}, {'token': 'australian', 'score': 0.056}, {'token': 'irish', 'score': 0.004}, {'token': 'english', 'score': 0.002}, {'token': 'scottish', 'score': 0.001}, {'token': 'mexican', 'score': 0.001}, {'token': 'swedish', 'score': 0.001}, {'token': 'filipino', 'score': 0.001}, {'token': 'german', 'score': 0.001}, {'token': 'texas', 'score': 0.001}, {'token': 'british', 'score': 0.001}, {'token': 'norwegian', 'score': 0.001}, {'token': 'christian', 'score': 0.001}, {'token': 'japanese', 'score': 0.0}]",
733,canada,"[{'token': 'canada', 'score': 0.986}, {'token': 'canadian', 'score': 0.004}, {'token': 'calgary', 'score': 0.002}, {'token': 'manitoba', 'score': 0.002}, {'token': 'alberta', 'score': 0.002}, {'token': 'ontario', 'score': 0.001}, {'token': 'toronto', 'score': 0.001}, {'token': 'scotland', 'score': 0.001}, {'token': 'sweden', 'score': 0.0}, {'token': 'vancouver', 'score': 0.0}, {'token': 'montreal', 'score': 0.0}, {'token': 'boston', 'score': 0.0}, {'token': 'usa', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'america', 'score': 0.0}]","[{'token': 'norway', 'score': 0.924}, {'token': 'sweden', 'score': 0.054}, {'token': 'denmark', 'score': 0.017}, {'token': 'europe', 'score': 0.001}, {'token': 'scandinavia', 'score': 0.001}, {'token': 'scotland', 'score': 0.001}, {'token': 'norwegian', 'score': 0.0}, {'token': 'iceland', 'score': 0.0}, {'token': 'minnesota', 'score': 0.0}, {'token': 'canada', 'score': 0.0}, {'token': 'finland', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'oslo', 'score': 0.0}, {'token': 'manitoba', 'score': 0.0}, {'token': 'switzerland', 'score': 0.0}]",,
734,japan,"[{'token': 'japan', 'score': 0.999}, {'token': 'prefecture', 'score': 0.001}, {'token': 'japanese', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'finland', 'score': 0.0}, {'token': 'nagoya', 'score': 0.0}, {'token': 'china', 'score': 0.0}, {'token': 'area', 'score': 0.0}, {'token': 'nippon', 'score': 0.0}, {'token': '##chi', 'score': 0.0}, {'token': 'zone', 'score': 0.0}, {'token': 'hokkaido', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'toyota', 'score': 0.0}, {'token': 'california', 'score': 0.0}]",,,
735,canada,"[{'token': 'canada', 'score': 1.0}, {'token': 'usa', 'score': 0.0}, {'token': 'canadian', 'score': 0.0}, {'token': 'us', 'score': 0.0}, {'token': 'australia', 'score': 0.0}, {'token': 'alberta', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'province', 'score': 0.0}, {'token': 'china', 'score': 0.0}, {'token': 'india', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'pakistan', 'score': 0.0}, {'token': 'ireland', 'score': 0.0}, {'token': 'scotland', 'score': 0.0}, {'token': 'america', 'score': 0.0}]",,,
736,slovakia,"[{'token': 'czech', 'score': 0.523}, {'token': 'slovak', 'score': 0.343}, {'token': 'foreign', 'score': 0.011}, {'token': 'top', 'score': 0.011}, {'token': 'nhl', 'score': 0.01}, {'token': 'czechoslovak', 'score': 0.009}, {'token': 'notable', 'score': 0.007}, {'token': 'young', 'score': 0.005}, {'token': 'prominent', 'score': 0.004}, {'token': 'european', 'score': 0.004}, {'token': 'other', 'score': 0.003}, {'token': 'important', 'score': 0.002}, {'token': 'hungarian', 'score': 0.002}, {'token': 'slovakia', 'score': 0.002}, {'token': 'younger', 'score': 0.002}]",,,
737,switzerland,"[{'token': 'landscape', 'score': 0.431}, {'token': 'swiss', 'score': 0.147}, {'token': 'german', 'score': 0.094}, {'token': 'genre', 'score': 0.034}, {'token': 'fellow', 'score': 0.027}, {'token': 'baroque', 'score': 0.019}, {'token': 'french', 'score': 0.016}, {'token': 'court', 'score': 0.013}, {'token': 'famous', 'score': 0.01}, {'token': 'italian', 'score': 0.009}, {'token': 'contemporary', 'score': 0.008}, {'token': 'austrian', 'score': 0.007}, {'token': 'portrait', 'score': 0.007}, {'token': 'renaissance', 'score': 0.006}, {'token': 'flower', 'score': 0.005}]",,"[{'token': 'landscape', 'score': 0.548}, {'token': 'german', 'score': 0.05}, {'token': 'portrait', 'score': 0.033}, {'token': 'swiss', 'score': 0.029}, {'token': 'genre', 'score': 0.026}, {'token': 'famous', 'score': 0.019}, {'token': 'baroque', 'score': 0.018}, {'token': 'court', 'score': 0.014}, {'token': 'figure', 'score': 0.012}, {'token': 'fellow', 'score': 0.012}, {'token': 'renaissance', 'score': 0.012}, {'token': 'history', 'score': 0.007}, {'token': 'romantic', 'score': 0.006}, {'token': 'flower', 'score': 0.006}, {'token': 'contemporary', 'score': 0.005}]",
738,france,"[{'token': 'france', 'score': 0.991}, {'token': 'lorraine', 'score': 0.002}, {'token': 'normandy', 'score': 0.001}, {'token': 'belgium', 'score': 0.001}, {'token': 'somme', 'score': 0.001}, {'token': 'gaul', 'score': 0.001}, {'token': 'nord', 'score': 0.001}, {'token': 'brittany', 'score': 0.0}, {'token': 'germany', 'score': 0.0}, {'token': 'fr', 'score': 0.0}, {'token': 'french', 'score': 0.0}, {'token': 'quebec', 'score': 0.0}, {'token': 'rhone', 'score': 0.0}, {'token': 'alsace', 'score': 0.0}, {'token': 'canada', 'score': 0.0}]",,,
739,australia,"[{'token': 'penguin', 'score': 0.202}, {'token': 'others', 'score': 0.157}, {'token': 'amazon', 'score': 0.07}, {'token': 'scholastic', 'score': 0.034}, {'token': 'elsewhere', 'score': 0.021}, {'token': 'macmillan', 'score': 0.019}, {'token': 'routledge', 'score': 0.018}, {'token': 'india', 'score': 0.017}, {'token': 'smashwords', 'score': 0.014}, {'token': 'london', 'score': 0.009}, {'token': 'co', 'score': 0.006}, {'token': 'lulu', 'score': 0.006}, {'token': 'harcourt', 'score': 0.006}, {'token': 'publisher', 'score': 0.005}, {'token': 'universal', 'score': 0.005}]",,,
740,cyprus,"[{'token': 'british', 'score': 0.777}, {'token': 'scottish', 'score': 0.063}, {'token': 'leading', 'score': 0.039}, {'token': 'welsh', 'score': 0.018}, {'token': 'prolific', 'score': 0.016}, {'token': 'canadian', 'score': 0.012}, {'token': 'veteran', 'score': 0.011}, {'token': 'prominent', 'score': 0.007}, {'token': 'popular', 'score': 0.006}, {'token': 'french', 'score': 0.005}, {'token': 'german', 'score': 0.005}, {'token': 'former', 'score': 0.005}, {'token': 'noted', 'score': 0.003}, {'token': 'television', 'score': 0.002}, {'token': 'male', 'score': 0.002}]","[{'token': 'british', 'score': 0.648}, {'token': 'scottish', 'score': 0.079}, {'token': 'leading', 'score': 0.073}, {'token': 'prolific', 'score': 0.029}, {'token': 'welsh', 'score': 0.024}, {'token': 'canadian', 'score': 0.018}, {'token': 'veteran', 'score': 0.017}, {'token': 'prominent', 'score': 0.014}, {'token': 'popular', 'score': 0.013}, {'token': 'french', 'score': 0.009}, {'token': 'german', 'score': 0.007}, {'token': 'noted', 'score': 0.006}, {'token': 'former', 'score': 0.005}, {'token': 'male', 'score': 0.003}, {'token': 'character', 'score': 0.003}]",,
741,uganda,"[{'token': 'uganda', 'score': 1.0}, {'token': 'national', 'score': 0.0}, {'token': 'sudan', 'score': 0.0}, {'token': 'united', 'score': 0.0}, {'token': 'northern', 'score': 0.0}, {'token': 'karen', 'score': 0.0}, {'token': 'eastern', 'score': 0.0}, {'token': 'all', 'score': 0.0}, {'token': 'rwanda', 'score': 0.0}, {'token': 'general', 'score': 0.0}, {'token': 'kenya', 'score': 0.0}, {'token': 'central', 'score': 0.0}, {'token': 'benson', 'score': 0.0}, {'token': 'tanzania', 'score': 0.0}, {'token': 'then', 'score': 0.0}]",,,
742,bolivia,"[{'token': 'chile', 'score': 0.803}, {'token': 'bolivia', 'score': 0.098}, {'token': 'colombia', 'score': 0.027}, {'token': 'ecuador', 'score': 0.022}, {'token': 'uruguay', 'score': 0.012}, {'token': 'argentina', 'score': 0.008}, {'token': 'paraguay', 'score': 0.008}, {'token': 'peru', 'score': 0.004}, {'token': 'venezuela', 'score': 0.004}, {'token': 'brazil', 'score': 0.004}, {'token': 'mexico', 'score': 0.004}, {'token': 'spain', 'score': 0.003}, {'token': 'cuba', 'score': 0.001}, {'token': 'guatemala', 'score': 0.001}, {'token': 'santiago', 'score': 0.001}]","[{'token': 'peru', 'score': 0.515}, {'token': '.', 'score': 0.194}, {'token': 'chile', 'score': 0.158}, {'token': 'argentina', 'score': 0.036}, {'token': 'uruguay', 'score': 0.023}, {'token': 'ecuador', 'score': 0.016}, {'token': ';', 'score': 0.011}, {'token': 'paraguay', 'score': 0.01}, {'token': '?', 'score': 0.007}, {'token': 'colombia', 'score': 0.003}, {'token': 'lima', 'score': 0.003}, {'token': 'mexico', 'score': 0.003}, {'token': 'brazil', 'score': 0.003}, {'token': 'spain', 'score': 0.002}, {'token': 'santiago', 'score': 0.001}]",,
743,japan,"[{'token': 'heaven', 'score': 0.321}, {'token': 'god', 'score': 0.05}, {'token': 'love', 'score': 0.04}, {'token': 'earth', 'score': 0.033}, {'token': 'fortune', 'score': 0.031}, {'token': 'japan', 'score': 0.024}, {'token': 'light', 'score': 0.019}, {'token': 'destiny', 'score': 0.016}, {'token': 'fate', 'score': 0.015}, {'token': 'darkness', 'score': 0.01}, {'token': 'happiness', 'score': 0.01}, {'token': 'wisdom', 'score': 0.01}, {'token': 'night', 'score': 0.009}, {'token': 'hell', 'score': 0.009}, {'token': 'time', 'score': 0.008}]","[{'token': 'heaven', 'score': 0.187}, {'token': 'light', 'score': 0.043}, {'token': 'earth', 'score': 0.039}, {'token': 'love', 'score': 0.037}, {'token': 'god', 'score': 0.03}, {'token': 'japan', 'score': 0.017}, {'token': 'fortune', 'score': 0.015}, {'token': 'darkness', 'score': 0.015}, {'token': 'destiny', 'score': 0.013}, {'token': 'fate', 'score': 0.012}, {'token': 'night', 'score': 0.01}, {'token': 'hell', 'score': 0.009}, {'token': 'mana', 'score': 0.008}, {'token': 'peace', 'score': 0.008}, {'token': 'happiness', 'score': 0.008}]","[{'token': 'heaven', 'score': 0.101}, {'token': 'light', 'score': 0.047}, {'token': 'love', 'score': 0.041}, {'token': 'destiny', 'score': 0.031}, {'token': 'earth', 'score': 0.028}, {'token': 'darkness', 'score': 0.026}, {'token': 'god', 'score': 0.023}, {'token': 'fate', 'score': 0.019}, {'token': 'fortune', 'score': 0.019}, {'token': 'power', 'score': 0.012}, {'token': 'legend', 'score': 0.01}, {'token': 'japan', 'score': 0.01}, {'token': 'thunder', 'score': 0.009}, {'token': 'time', 'score': 0.009}, {'token': 'peace', 'score': 0.008}]","[{'token': 'heaven', 'score': 0.21}, {'token': 'love', 'score': 0.046}, {'token': 'light', 'score': 0.042}, {'token': 'earth', 'score': 0.04}, {'token': 'god', 'score': 0.032}, {'token': 'japan', 'score': 0.019}, {'token': 'darkness', 'score': 0.015}, {'token': 'fortune', 'score': 0.015}, {'token': 'destiny', 'score': 0.015}, {'token': 'fate', 'score': 0.011}, {'token': 'peace', 'score': 0.01}, {'token': 'night', 'score': 0.009}, {'token': 'mana', 'score': 0.008}, {'token': 'happiness', 'score': 0.008}, {'token': 'hell', 'score': 0.007}]"
744,argentina,"[{'token': 'argentine', 'score': 0.994}, {'token': 'italian', 'score': 0.003}, {'token': 'uruguayan', 'score': 0.001}, {'token': 'argentina', 'score': 0.001}, {'token': 'american', 'score': 0.0}, {'token': 'abstract', 'score': 0.0}, {'token': 'indigenous', 'score': 0.0}, {'token': 'austrian', 'score': 0.0}, {'token': 'art', 'score': 0.0}, {'token': 'artistic', 'score': 0.0}, {'token': 'indian', 'score': 0.0}, {'token': 'english', 'score': 0.0}, {'token': 'important', 'score': 0.0}, {'token': 'irish', 'score': 0.0}, {'token': 'inca', 'score': 0.0}]",,,
745,belgium,"[{'token': 'belgium', 'score': 0.936}, {'token': 'flanders', 'score': 0.048}, {'token': 'brussels', 'score': 0.007}, {'token': 'netherlands', 'score': 0.004}, {'token': 'liege', 'score': 0.001}, {'token': 'antwerp', 'score': 0.001}, {'token': 'flemish', 'score': 0.001}, {'token': 'belgian', 'score': 0.001}, {'token': 'ghent', 'score': 0.0}, {'token': 'france', 'score': 0.0}, {'token': 'luxembourg', 'score': 0.0}, {'token': 'germany', 'score': 0.0}, {'token': 'holland', 'score': 0.0}, {'token': 'nl', 'score': 0.0}, {'token': 'switzerland', 'score': 0.0}]",,,
746,france,"[{'token': 'france', 'score': 0.979}, {'token': 'nord', 'score': 0.006}, {'token': 'somme', 'score': 0.006}, {'token': 'loire', 'score': 0.003}, {'token': 'brittany', 'score': 0.002}, {'token': 'tours', 'score': 0.001}, {'token': 'quebec', 'score': 0.001}, {'token': 'paris', 'score': 0.0}, {'token': 'normandy', 'score': 0.0}, {'token': 'reunion', 'score': 0.0}, {'token': 'rhone', 'score': 0.0}, {'token': 'var', 'score': 0.0}, {'token': 'champagne', 'score': 0.0}, {'token': 'seine', 'score': 0.0}, {'token': 'french', 'score': 0.0}]","[{'token': ')', 'score': 0.748}, {'token': ',', 'score': 0.247}, {'token': '.', 'score': 0.001}, {'token': '-', 'score': 0.001}, {'token': ';', 'score': 0.0}, {'token': 'and', 'score': 0.0}, {'token': ']', 'score': 0.0}, {'token': 'france', 'score': 0.0}, {'token': '##ais', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': '##e', 'score': 0.0}, {'token': '##ois', 'score': 0.0}, {'token': 'est', 'score': 0.0}, {'token': 'paris', 'score': 0.0}, {'token': 'he', 'score': 0.0}]",,
747,morocco,"[{'token': 'algerian', 'score': 0.38}, {'token': 'egyptian', 'score': 0.225}, {'token': 'moroccan', 'score': 0.13}, {'token': 'tunisian', 'score': 0.09}, {'token': 'syrian', 'score': 0.063}, {'token': 'lebanese', 'score': 0.051}, {'token': 'libyan', 'score': 0.017}, {'token': 'palestinian', 'score': 0.008}, {'token': 'jordanian', 'score': 0.005}, {'token': 'iraqi', 'score': 0.003}, {'token': 'israeli', 'score': 0.003}, {'token': 'french', 'score': 0.002}, {'token': 'sudanese', 'score': 0.002}, {'token': 'tunisia', 'score': 0.002}, {'token': 'cambodian', 'score': 0.001}]","[{'token': 'algerian', 'score': 0.386}, {'token': 'moroccan', 'score': 0.194}, {'token': 'egyptian', 'score': 0.183}, {'token': 'tunisian', 'score': 0.072}, {'token': 'syrian', 'score': 0.06}, {'token': 'lebanese', 'score': 0.037}, {'token': 'libyan', 'score': 0.022}, {'token': 'palestinian', 'score': 0.008}, {'token': 'tunisia', 'score': 0.004}, {'token': 'jordanian', 'score': 0.004}, {'token': 'algeria', 'score': 0.003}, {'token': 'iraqi', 'score': 0.003}, {'token': 'israeli', 'score': 0.002}, {'token': 'sudanese', 'score': 0.002}, {'token': 'french', 'score': 0.002}]",,
748,poland,"[{'token': 'polish', 'score': 1.0}, {'token': 'german', 'score': 0.0}, {'token': 'silesian', 'score': 0.0}, {'token': 'czech', 'score': 0.0}, {'token': 'belarusian', 'score': 0.0}, {'token': 'lithuanian', 'score': 0.0}, {'token': 'poznan', 'score': 0.0}, {'token': 'poland', 'score': 0.0}, {'token': 'professional', 'score': 0.0}, {'token': 'communist', 'score': 0.0}, {'token': 'slovak', 'score': 0.0}, {'token': 'solidarity', 'score': 0.0}, {'token': 'french', 'score': 0.0}, {'token': 'stanisław', 'score': 0.0}, {'token': 'swedish', 'score': 0.0}]",,,
749,england,"[{'token': 'england', 'score': 0.616}, {'token': 'wessex', 'score': 0.189}, {'token': 'britain', 'score': 0.033}, {'token': 'kent', 'score': 0.023}, {'token': 'ireland', 'score': 0.019}, {'token': 'scotland', 'score': 0.016}, {'token': 'wales', 'score': 0.016}, {'token': 'london', 'score': 0.013}, {'token': 'cornwall', 'score': 0.006}, {'token': 'france', 'score': 0.005}, {'token': 'rome', 'score': 0.005}, {'token': 'york', 'score': 0.004}, {'token': 'normandy', 'score': 0.004}, {'token': 'sussex', 'score': 0.003}, {'token': 'denmark', 'score': 0.002}]","[{'token': 'england', 'score': 0.643}, {'token': 'wessex', 'score': 0.128}, {'token': 'britain', 'score': 0.037}, {'token': 'kent', 'score': 0.023}, {'token': 'scotland', 'score': 0.022}, {'token': 'ireland', 'score': 0.017}, {'token': 'wales', 'score': 0.015}, {'token': 'london', 'score': 0.014}, {'token': 'york', 'score': 0.011}, {'token': 'rome', 'score': 0.008}, {'token': 'france', 'score': 0.007}, {'token': 'normandy', 'score': 0.005}, {'token': 'cornwall', 'score': 0.004}, {'token': 'denmark', 'score': 0.004}, {'token': 'sussex', 'score': 0.003}]",,
750,denmark,"[{'token': 'danish', 'score': 0.961}, {'token': 'lutheran', 'score': 0.015}, {'token': 'norwegian', 'score': 0.012}, {'token': 'german', 'score': 0.005}, {'token': 'christian', 'score': 0.002}, {'token': 'swedish', 'score': 0.002}, {'token': 'protestant', 'score': 0.001}, {'token': 'reformed', 'score': 0.0}, {'token': 'moravian', 'score': 0.0}, {'token': 'dutch', 'score': 0.0}, {'token': 'schleswig', 'score': 0.0}, {'token': 'prominent', 'score': 0.0}, {'token': 'catholic', 'score': 0.0}, {'token': 'scandinavian', 'score': 0.0}, {'token': 'finnish', 'score': 0.0}]",,,
751,japan,"[{'token': 'japan', 'score': 1.0}, {'token': 'tokyo', 'score': 0.0}, {'token': 'japanese', 'score': 0.0}, {'token': 'nippon', 'score': 0.0}, {'token': 'jp', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'prefecture', 'score': 0.0}, {'token': 'california', 'score': 0.0}, {'token': 'finland', 'score': 0.0}, {'token': 'china', 'score': 0.0}, {'token': 'asia', 'score': 0.0}, {'token': 'chiba', 'score': 0.0}, {'token': 'taiwan', 'score': 0.0}, {'token': 'hawaii', 'score': 0.0}, {'token': 'jr', 'score': 0.0}]",,,
752,canada,"[{'token': 'important', 'score': 0.129}, {'token': 'new', 'score': 0.115}, {'token': 'international', 'score': 0.108}, {'token': 'notable', 'score': 0.088}, {'token': 'young', 'score': 0.054}, {'token': 'other', 'score': 0.053}, {'token': 'famous', 'score': 0.041}, {'token': 'prominent', 'score': 0.022}, {'token': 'great', 'score': 0.02}, {'token': 'renowned', 'score': 0.02}, {'token': 'successful', 'score': 0.018}, {'token': 'acclaimed', 'score': 0.018}, {'token': 'more', 'score': 0.018}, {'token': 'contemporary', 'score': 0.017}, {'token': 'leading', 'score': 0.013}]",,,
753,australia,"[{'token': 'australia', 'score': 0.996}, {'token': 'australian', 'score': 0.001}, {'token': 'uk', 'score': 0.001}, {'token': 'usa', 'score': 0.001}, {'token': 'us', 'score': 0.0}, {'token': 'aus', 'score': 0.0}, {'token': 'canada', 'score': 0.0}, {'token': 'australians', 'score': 0.0}, {'token': 'nz', 'score': 0.0}, {'token': 'sa', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'sydney', 'score': 0.0}, {'token': 'antarctica', 'score': 0.0}, {'token': 'india', 'score': 0.0}, {'token': 'japan', 'score': 0.0}]","[{'token': '.', 'score': 0.998}, {'token': ';', 'score': 0.001}, {'token': '!', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': '?', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': ')', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': 'and', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': '．', 'score': 0.0}]","[{'token': '.', 'score': 0.999}, {'token': ';', 'score': 0.001}, {'token': '!', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': '?', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': ')', 'score': 0.0}, {'token': 'and', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': '．', 'score': 0.0}]",
754,poland,"[{'token': 'poland', 'score': 0.998}, {'token': 'germany', 'score': 0.002}, {'token': 'france', 'score': 0.0}, {'token': 'czechoslovakia', 'score': 0.0}, {'token': 'polish', 'score': 0.0}, {'token': 'europe', 'score': 0.0}, {'token': 'austria', 'score': 0.0}, {'token': 'silesia', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'ussr', 'score': 0.0}, {'token': 'solidarity', 'score': 0.0}, {'token': 'usa', 'score': 0.0}, {'token': 'yugoslavia', 'score': 0.0}, {'token': 'spain', 'score': 0.0}]",,,
755,iran,"[{'token': 'iran', 'score': 0.881}, {'token': 'persia', 'score': 0.081}, {'token': 'armenia', 'score': 0.012}, {'token': 'azerbaijan', 'score': 0.006}, {'token': 'turkey', 'score': 0.005}, {'token': 'afghanistan', 'score': 0.002}, {'token': 'china', 'score': 0.002}, {'token': 'iraq', 'score': 0.001}, {'token': 'india', 'score': 0.001}, {'token': 'tajikistan', 'score': 0.001}, {'token': 'russia', 'score': 0.001}, {'token': 'armenians', 'score': 0.001}, {'token': 'iranian', 'score': 0.0}, {'token': '1906', 'score': 0.0}, {'token': 'tehran', 'score': 0.0}]",,,
