,answers,original,parrot_0,parrot_1,parrot_2
681,denmark,"[{'token': 'sweden', 'score': 0.601}, {'token': 'denmark', 'score': 0.304}, {'token': 'norway', 'score': 0.09}, {'token': 'erik', 'score': 0.001}, {'token': 'pomerania', 'score': 0.001}, {'token': 'finland', 'score': 0.0}, {'token': 'holstein', 'score': 0.0}, {'token': 'zealand', 'score': 0.0}, {'token': 'burgundy', 'score': 0.0}, {'token': 'scotland', 'score': 0.0}, {'token': 'schleswig', 'score': 0.0}, {'token': 'bohemia', 'score': 0.0}, {'token': 'bergen', 'score': 0.0}, {'token': 'scandinavia', 'score': 0.0}, {'token': 'england', 'score': 0.0}]",,,
682,munich,"[{'token': 'brussels', 'score': 0.173}, {'token': 'antwerp', 'score': 0.146}, {'token': 'amsterdam', 'score': 0.074}, {'token': 'ghent', 'score': 0.071}, {'token': 'utrecht', 'score': 0.064}, {'token': 'cologne', 'score': 0.063}, {'token': 'aachen', 'score': 0.041}, {'token': 'rotterdam', 'score': 0.034}, {'token': 'liege', 'score': 0.032}, {'token': 'essen', 'score': 0.028}, {'token': 'leiden', 'score': 0.019}, {'token': 'frankfurt', 'score': 0.015}, {'token': 'groningen', 'score': 0.014}, {'token': 'trier', 'score': 0.011}, {'token': 'mons', 'score': 0.01}]",,,
683,tallinn,"[{'token': 'tallinn', 'score': 0.981}, {'token': 'estonia', 'score': 0.009}, {'token': 'moscow', 'score': 0.003}, {'token': 'riga', 'score': 0.001}, {'token': 'leningrad', 'score': 0.001}, {'token': 'estonian', 'score': 0.001}, {'token': 'helsinki', 'score': 0.001}, {'token': 'vilnius', 'score': 0.0}, {'token': 'minsk', 'score': 0.0}, {'token': 'budapest', 'score': 0.0}, {'token': 'kiev', 'score': 0.0}, {'token': 'latvia', 'score': 0.0}, {'token': 'novgorod', 'score': 0.0}, {'token': 'bucharest', 'score': 0.0}, {'token': 'yerevan', 'score': 0.0}]",,,
684,devon,"[{'token': 'london', 'score': 0.529}, {'token': 'manchester', 'score': 0.05}, {'token': 'liverpool', 'score': 0.049}, {'token': 'england', 'score': 0.025}, {'token': 'leeds', 'score': 0.022}, {'token': 'sheffield', 'score': 0.015}, {'token': 'bristol', 'score': 0.014}, {'token': 'leicester', 'score': 0.014}, {'token': 'nottingham', 'score': 0.013}, {'token': 'birmingham', 'score': 0.011}, {'token': 'glasgow', 'score': 0.01}, {'token': 'coventry', 'score': 0.006}, {'token': 'norwich', 'score': 0.006}, {'token': 'edinburgh', 'score': 0.006}, {'token': 'surrey', 'score': 0.005}]",,,
685,sofia,"[{'token': 'sofia', 'score': 0.998}, {'token': 'skopje', 'score': 0.001}, {'token': 'ruse', 'score': 0.0}, {'token': 'thessaloniki', 'score': 0.0}, {'token': 'lev', 'score': 0.0}, {'token': 'moscow', 'score': 0.0}, {'token': 'bucharest', 'score': 0.0}, {'token': 'prague', 'score': 0.0}, {'token': 'istanbul', 'score': 0.0}, {'token': 'bulgarian', 'score': 0.0}, {'token': 'bulgaria', 'score': 0.0}, {'token': 'belgrade', 'score': 0.0}, {'token': 'town', 'score': 0.0}, {'token': 'livingston', 'score': 0.0}, {'token': 'kiev', 'score': 0.0}]","[{'token': 'sofia', 'score': 0.998}, {'token': 'skopje', 'score': 0.0}, {'token': 'thessaloniki', 'score': 0.0}, {'token': 'ruse', 'score': 0.0}, {'token': 'prague', 'score': 0.0}, {'token': 'lev', 'score': 0.0}, {'token': 'moscow', 'score': 0.0}, {'token': 'bulgaria', 'score': 0.0}, {'token': 'bucharest', 'score': 0.0}, {'token': 'town', 'score': 0.0}, {'token': 'bulgarian', 'score': 0.0}, {'token': 'livingston', 'score': 0.0}, {'token': 'downtown', 'score': 0.0}, {'token': 'belgrade', 'score': 0.0}, {'token': 'kiev', 'score': 0.0}]","[{'token': 'sofia', 'score': 0.998}, {'token': 'skopje', 'score': 0.001}, {'token': 'thessaloniki', 'score': 0.0}, {'token': 'ruse', 'score': 0.0}, {'token': 'moscow', 'score': 0.0}, {'token': 'prague', 'score': 0.0}, {'token': 'bulgaria', 'score': 0.0}, {'token': 'bucharest', 'score': 0.0}, {'token': 'lev', 'score': 0.0}, {'token': 'istanbul', 'score': 0.0}, {'token': 'bulgarian', 'score': 0.0}, {'token': 'belgrade', 'score': 0.0}, {'token': 'baku', 'score': 0.0}, {'token': 'kiev', 'score': 0.0}, {'token': 'capital', 'score': 0.0}]",
686,shanghai,"[{'token': 'shanghai', 'score': 0.091}, {'token': 'seattle', 'score': 0.076}, {'token': 'california', 'score': 0.072}, {'token': 'chicago', 'score': 0.047}, {'token': 'boston', 'score': 0.046}, {'token': 'beijing', 'score': 0.041}, {'token': 'taiwan', 'score': 0.04}, {'token': 'london', 'score': 0.039}, {'token': 'connecticut', 'score': 0.034}, {'token': 'toronto', 'score': 0.031}, {'token': 'hawaii', 'score': 0.028}, {'token': 'china', 'score': 0.026}, {'token': 'philadelphia', 'score': 0.024}, {'token': 'brooklyn', 'score': 0.023}, {'token': 'vancouver', 'score': 0.022}]",,,
687,seoul,"[{'token': 'korea', 'score': 0.126}, {'token': 'paradise', 'score': 0.108}, {'token': 'seoul', 'score': 0.098}, {'token': 'love', 'score': 0.093}, {'token': 'heaven', 'score': 0.051}, {'token': 'bangkok', 'score': 0.045}, {'token': 'china', 'score': 0.03}, {'token': 'tokyo', 'score': 0.025}, {'token': 'shanghai', 'score': 0.014}, {'token': 'japan', 'score': 0.013}, {'token': 'paris', 'score': 0.01}, {'token': 'town', 'score': 0.009}, {'token': 'life', 'score': 0.008}, {'token': 'thailand', 'score': 0.008}, {'token': 'hollywood', 'score': 0.004}]",,,
688,edinburgh,"[{'token': 'scotland', 'score': 0.176}, {'token': 'edinburgh', 'score': 0.167}, {'token': 'glasgow', 'score': 0.138}, {'token': 'london', 'score': 0.081}, {'token': 'manchester', 'score': 0.06}, {'token': 'liverpool', 'score': 0.037}, {'token': 'england', 'score': 0.016}, {'token': 'cambridge', 'score': 0.015}, {'token': 'yorkshire', 'score': 0.013}, {'token': 'toronto', 'score': 0.012}, {'token': 'aberdeen', 'score': 0.011}, {'token': 'leeds', 'score': 0.01}, {'token': 'australia', 'score': 0.01}, {'token': 'sheffield', 'score': 0.01}, {'token': 'belfast', 'score': 0.009}]",,,
689,camden,"[{'token': 'american', 'score': 0.195}, {'token': 'fellow', 'score': 0.156}, {'token': 'the', 'score': 0.064}, {'token': 'chicago', 'score': 0.048}, {'token': 'canadian', 'score': 0.028}, {'token': 'local', 'score': 0.022}, {'token': 'underground', 'score': 0.017}, {'token': 'egyptian', 'score': 0.014}, {'token': 'philadelphia', 'score': 0.014}, {'token': 'british', 'score': 0.014}, {'token': 'french', 'score': 0.013}, {'token': 'veteran', 'score': 0.013}, {'token': 'brooklyn', 'score': 0.013}, {'token': 'female', 'score': 0.012}, {'token': 'former', 'score': 0.01}]",,,
690,baltimore,"[{'token': 'arkansas', 'score': 0.05}, {'token': 'missouri', 'score': 0.048}, {'token': 'oregon', 'score': 0.037}, {'token': 'nevada', 'score': 0.036}, {'token': 'california', 'score': 0.028}, {'token': 'montana', 'score': 0.028}, {'token': 'louisiana', 'score': 0.027}, {'token': 'indiana', 'score': 0.027}, {'token': 'kentucky', 'score': 0.021}, {'token': 'iowa', 'score': 0.018}, {'token': 'colorado', 'score': 0.018}, {'token': 'arizona', 'score': 0.017}, {'token': 'virginia', 'score': 0.015}, {'token': 'alabama', 'score': 0.014}, {'token': 'wyoming', 'score': 0.014}]",,,
691,stockholm,"[{'token': 'stockholm', 'score': 0.364}, {'token': 'swedish', 'score': 0.193}, {'token': 'copenhagen', 'score': 0.068}, {'token': 'nordic', 'score': 0.051}, {'token': 'scandinavian', 'score': 0.048}, {'token': 'chicago', 'score': 0.039}, {'token': 'norwegian', 'score': 0.036}, {'token': 'helsinki', 'score': 0.031}, {'token': 'oslo', 'score': 0.018}, {'token': 'danish', 'score': 0.015}, {'token': 'uppsala', 'score': 0.013}, {'token': 'finnish', 'score': 0.011}, {'token': 'frankfurt', 'score': 0.009}, {'token': 'lund', 'score': 0.009}, {'token': 'nobel', 'score': 0.004}]","[{'token': 'swedish', 'score': 0.232}, {'token': 'stockholm', 'score': 0.2}, {'token': 'copenhagen', 'score': 0.119}, {'token': 'uppsala', 'score': 0.073}, {'token': 'nordic', 'score': 0.04}, {'token': 'finnish', 'score': 0.036}, {'token': 'helsinki', 'score': 0.036}, {'token': 'scandinavian', 'score': 0.033}, {'token': 'norwegian', 'score': 0.022}, {'token': 'danish', 'score': 0.02}, {'token': 'frankfurt', 'score': 0.016}, {'token': 'chicago', 'score': 0.013}, {'token': 'oslo', 'score': 0.01}, {'token': 'icelandic', 'score': 0.006}, {'token': 'aarhus', 'score': 0.005}]","[{'token': 'stockholm', 'score': 0.301}, {'token': 'swedish', 'score': 0.218}, {'token': 'copenhagen', 'score': 0.087}, {'token': 'uppsala', 'score': 0.054}, {'token': 'scandinavian', 'score': 0.053}, {'token': 'nordic', 'score': 0.046}, {'token': 'helsinki', 'score': 0.031}, {'token': 'oslo', 'score': 0.025}, {'token': 'norwegian', 'score': 0.02}, {'token': 'finnish', 'score': 0.019}, {'token': 'danish', 'score': 0.017}, {'token': 'lund', 'score': 0.01}, {'token': 'chicago', 'score': 0.008}, {'token': 'aarhus', 'score': 0.007}, {'token': 'trondheim', 'score': 0.006}]","[{'token': 'swedish', 'score': 0.239}, {'token': 'stockholm', 'score': 0.225}, {'token': 'copenhagen', 'score': 0.129}, {'token': 'uppsala', 'score': 0.066}, {'token': 'scandinavian', 'score': 0.042}, {'token': 'finnish', 'score': 0.04}, {'token': 'nordic', 'score': 0.04}, {'token': 'helsinki', 'score': 0.032}, {'token': 'norwegian', 'score': 0.022}, {'token': 'danish', 'score': 0.019}, {'token': 'oslo', 'score': 0.014}, {'token': 'frankfurt', 'score': 0.01}, {'token': 'chicago', 'score': 0.007}, {'token': 'aarhus', 'score': 0.006}, {'token': 'icelandic', 'score': 0.004}]"
692,paris,"[{'token': 'france', 'score': 0.621}, {'token': 'revolution', 'score': 0.037}, {'token': 'loire', 'score': 0.035}, {'token': 'musique', 'score': 0.028}, {'token': 'cuisine', 'score': 0.021}, {'token': 'cite', 'score': 0.019}, {'token': 'vie', 'score': 0.014}, {'token': 'paris', 'score': 0.013}, {'token': 'renaissance', 'score': 0.012}, {'token': 'rue', 'score': 0.01}, {'token': 'maison', 'score': 0.009}, {'token': 'ville', 'score': 0.009}, {'token': 'mode', 'score': 0.007}, {'token': 'nation', 'score': 0.007}, {'token': 'conde', 'score': 0.007}]",,,
693,verona,"[{'token': 'city', 'score': 0.419}, {'token': 'republic', 'score': 0.12}, {'token': 'knights', 'score': 0.033}, {'token': 'town', 'score': 0.026}, {'token': 'merchants', 'score': 0.016}, {'token': 'jews', 'score': 0.016}, {'token': 'order', 'score': 0.013}, {'token': 'french', 'score': 0.011}, {'token': 'citizens', 'score': 0.01}, {'token': 'cities', 'score': 0.009}, {'token': 'italians', 'score': 0.009}, {'token': 'inhabitants', 'score': 0.008}, {'token': 'league', 'score': 0.008}, {'token': 'austrians', 'score': 0.008}, {'token': 'duke', 'score': 0.007}]","[{'token': 'city', 'score': 0.71}, {'token': 'republic', 'score': 0.071}, {'token': 'town', 'score': 0.035}, {'token': 'merchants', 'score': 0.015}, {'token': 'italians', 'score': 0.008}, {'token': 'cities', 'score': 0.008}, {'token': 'citizens', 'score': 0.007}, {'token': 'romans', 'score': 0.005}, {'token': 'venetian', 'score': 0.005}, {'token': 'company', 'score': 0.004}, {'token': 'comune', 'score': 0.004}, {'token': 'inhabitants', 'score': 0.004}, {'token': 'knights', 'score': 0.004}, {'token': 'austrians', 'score': 0.004}, {'token': 'jews', 'score': 0.003}]","[{'token': 'him', 'score': 0.72}, {'token': 'them', 'score': 0.093}, {'token': 'venice', 'score': 0.061}, {'token': 'verona', 'score': 0.011}, {'token': 'genoa', 'score': 0.009}, {'token': 'milan', 'score': 0.006}, {'token': 'italians', 'score': 0.006}, {'token': 'it', 'score': 0.004}, {'token': 'italy', 'score': 0.003}, {'token': 'venetian', 'score': 0.003}, {'token': 'jews', 'score': 0.002}, {'token': 'himself', 'score': 0.002}, {'token': 'trieste', 'score': 0.002}, {'token': 'her', 'score': 0.002}, {'token': 'lombardy', 'score': 0.002}]","[{'token': 'city', 'score': 0.625}, {'token': 'republic', 'score': 0.2}, {'token': 'town', 'score': 0.025}, {'token': 'italians', 'score': 0.01}, {'token': 'merchants', 'score': 0.009}, {'token': 'romans', 'score': 0.009}, {'token': 'citizens', 'score': 0.008}, {'token': 'comune', 'score': 0.007}, {'token': 'cities', 'score': 0.006}, {'token': 'venetian', 'score': 0.005}, {'token': 'people', 'score': 0.003}, {'token': 'austrians', 'score': 0.003}, {'token': 'venice', 'score': 0.003}, {'token': 'inhabitants', 'score': 0.003}, {'token': 'latter', 'score': 0.003}]"
694,kazan,"[{'token': 'leningrad', 'score': 0.951}, {'token': 'moscow', 'score': 0.03}, {'token': 'novgorod', 'score': 0.005}, {'token': 'petersburg', 'score': 0.003}, {'token': 'minsk', 'score': 0.002}, {'token': 'riga', 'score': 0.002}, {'token': 'vilnius', 'score': 0.001}, {'token': 'tallinn', 'score': 0.001}, {'token': 'kiev', 'score': 0.001}, {'token': 'odessa', 'score': 0.001}, {'token': 'kazan', 'score': 0.001}, {'token': 'tbilisi', 'score': 0.001}, {'token': 'vladimir', 'score': 0.0}, {'token': 'lviv', 'score': 0.0}, {'token': 'helsinki', 'score': 0.0}]",,,
695,naples,"[{'token': 'rome', 'score': 0.443}, {'token': 'italy', 'score': 0.111}, {'token': 'sicily', 'score': 0.038}, {'token': 'spain', 'score': 0.033}, {'token': 'naples', 'score': 0.033}, {'token': 'argentina', 'score': 0.031}, {'token': 'venice', 'score': 0.022}, {'token': 'france', 'score': 0.019}, {'token': 'turin', 'score': 0.015}, {'token': 'paris', 'score': 0.015}, {'token': 'genoa', 'score': 0.013}, {'token': 'sardinia', 'score': 0.011}, {'token': 'mexico', 'score': 0.008}, {'token': 'london', 'score': 0.008}, {'token': 'milan', 'score': 0.007}]",,"[{'token': '.', 'score': 0.922}, {'token': ';', 'score': 0.032}, {'token': '?', 'score': 0.016}, {'token': '!', 'score': 0.011}, {'token': 'rome', 'score': 0.005}, {'token': 'italy', 'score': 0.002}, {'token': 'naples', 'score': 0.001}, {'token': '...', 'score': 0.001}, {'token': '|', 'score': 0.001}, {'token': 'sicily', 'score': 0.001}, {'token': 'palermo', 'score': 0.0}, {'token': 'venice', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': 'argentina', 'score': 0.0}, {'token': 'spain', 'score': 0.0}]",
696,beijing,"[{'token': 'london', 'score': 0.224}, {'token': 'shanghai', 'score': 0.218}, {'token': 'beijing', 'score': 0.166}, {'token': 'paris', 'score': 0.04}, {'token': 'singapore', 'score': 0.04}, {'token': 'china', 'score': 0.037}, {'token': 'tokyo', 'score': 0.027}, {'token': 'taiwan', 'score': 0.026}, {'token': 'toronto', 'score': 0.023}, {'token': 'sydney', 'score': 0.018}, {'token': 'berlin', 'score': 0.015}, {'token': 'vancouver', 'score': 0.012}, {'token': 'moscow', 'score': 0.008}, {'token': 'dubai', 'score': 0.008}, {'token': 'seoul', 'score': 0.008}]","[{'token': 'shanghai', 'score': 0.324}, {'token': 'beijing', 'score': 0.193}, {'token': 'china', 'score': 0.054}, {'token': 'taiwan', 'score': 0.048}, {'token': 'london', 'score': 0.04}, {'token': 'tokyo', 'score': 0.03}, {'token': 'paris', 'score': 0.03}, {'token': 'singapore', 'score': 0.02}, {'token': 'vancouver', 'score': 0.015}, {'token': 'hollywood', 'score': 0.008}, {'token': 'seoul', 'score': 0.007}, {'token': 'taipei', 'score': 0.007}, {'token': 'moscow', 'score': 0.006}, {'token': 'la', 'score': 0.006}, {'token': 'miami', 'score': 0.006}]","[{'token': 'shanghai', 'score': 0.504}, {'token': 'beijing', 'score': 0.053}, {'token': 'london', 'score': 0.047}, {'token': 'tokyo', 'score': 0.038}, {'token': 'singapore', 'score': 0.028}, {'token': 'taiwan', 'score': 0.022}, {'token': 'vancouver', 'score': 0.021}, {'token': 'hollywood', 'score': 0.02}, {'token': 'china', 'score': 0.013}, {'token': 'paris', 'score': 0.013}, {'token': 'miami', 'score': 0.01}, {'token': 'taipei', 'score': 0.009}, {'token': 'bangkok', 'score': 0.008}, {'token': 'moscow', 'score': 0.008}, {'token': 'dubai', 'score': 0.007}]","[{'token': 'shanghai', 'score': 0.485}, {'token': 'london', 'score': 0.049}, {'token': 'beijing', 'score': 0.049}, {'token': 'tokyo', 'score': 0.04}, {'token': 'singapore', 'score': 0.029}, {'token': 'hollywood', 'score': 0.023}, {'token': 'vancouver', 'score': 0.023}, {'token': 'taiwan', 'score': 0.022}, {'token': 'china', 'score': 0.014}, {'token': 'paris', 'score': 0.012}, {'token': 'miami', 'score': 0.011}, {'token': 'taipei', 'score': 0.01}, {'token': 'bangkok', 'score': 0.009}, {'token': 'moscow', 'score': 0.008}, {'token': 'dubai', 'score': 0.007}]"
697,melbourne,"[{'token': 'sydney', 'score': 0.375}, {'token': 'melbourne', 'score': 0.372}, {'token': 'brisbane', 'score': 0.083}, {'token': 'adelaide', 'score': 0.046}, {'token': 'perth', 'score': 0.027}, {'token': 'canberra', 'score': 0.025}, {'token': 'australia', 'score': 0.012}, {'token': 'london', 'score': 0.008}, {'token': 'queensland', 'score': 0.007}, {'token': 'victoria', 'score': 0.004}, {'token': 'geelong', 'score': 0.003}, {'token': 'newcastle', 'score': 0.002}, {'token': 'tasmania', 'score': 0.002}, {'token': 'england', 'score': 0.002}, {'token': 'hobart', 'score': 0.002}]",,,
698,augsburg,"[{'token': 'amsterdam', 'score': 0.284}, {'token': 'leiden', 'score': 0.189}, {'token': 'antwerp', 'score': 0.114}, {'token': 'utrecht', 'score': 0.064}, {'token': 'rome', 'score': 0.06}, {'token': 'munich', 'score': 0.036}, {'token': 'rotterdam', 'score': 0.034}, {'token': 'ghent', 'score': 0.029}, {'token': 'brussels', 'score': 0.022}, {'token': 'paris', 'score': 0.014}, {'token': 'groningen', 'score': 0.012}, {'token': 'dusseldorf', 'score': 0.009}, {'token': 'vienna', 'score': 0.009}, {'token': 'leipzig', 'score': 0.007}, {'token': 'venice', 'score': 0.007}]","[{'token': 'munich', 'score': 0.167}, {'token': 'rome', 'score': 0.119}, {'token': 'vienna', 'score': 0.088}, {'token': 'amsterdam', 'score': 0.083}, {'token': 'berlin', 'score': 0.082}, {'token': 'paris', 'score': 0.056}, {'token': 'dusseldorf', 'score': 0.055}, {'token': 'antwerp', 'score': 0.033}, {'token': 'copenhagen', 'score': 0.027}, {'token': 'london', 'score': 0.024}, {'token': 'germany', 'score': 0.022}, {'token': 'dresden', 'score': 0.019}, {'token': 'utrecht', 'score': 0.015}, {'token': 'brussels', 'score': 0.013}, {'token': 'leipzig', 'score': 0.011}]",,
699,vernon,"[{'token': 'chicago', 'score': 0.117}, {'token': 'california', 'score': 0.049}, {'token': 'seattle', 'score': 0.026}, {'token': 'memphis', 'score': 0.023}, {'token': 'arkansas', 'score': 0.021}, {'token': 'dallas', 'score': 0.018}, {'token': 'canada', 'score': 0.015}, {'token': 'detroit', 'score': 0.015}, {'token': 'miami', 'score': 0.014}, {'token': 'denver', 'score': 0.014}, {'token': 'illinois', 'score': 0.014}, {'token': 'washington', 'score': 0.014}, {'token': 'kansas', 'score': 0.013}, {'token': 'wisconsin', 'score': 0.012}, {'token': 'oklahoma', 'score': 0.012}]","[{'token': '.', 'score': 0.841}, {'token': ';', 'score': 0.135}, {'token': '?', 'score': 0.012}, {'token': '!', 'score': 0.003}, {'token': '|', 'score': 0.002}, {'token': '...', 'score': 0.001}, {'token': 'seattle', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': 'chicago', 'score': 0.0}, {'token': 'australia', 'score': 0.0}, {'token': 'nashville', 'score': 0.0}, {'token': 'town', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': ""'"", 'score': 0.0}]","[{'token': '.', 'score': 0.835}, {'token': ';', 'score': 0.147}, {'token': '?', 'score': 0.01}, {'token': '!', 'score': 0.003}, {'token': '|', 'score': 0.002}, {'token': '...', 'score': 0.0}, {'token': 'seattle', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': 'australia', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': 'it', 'score': 0.0}, {'token': 'nashville', 'score': 0.0}, {'token': 'town', 'score': 0.0}]",
700,basel,"[{'token': 'nuremberg', 'score': 0.319}, {'token': 'augsburg', 'score': 0.091}, {'token': 'munich', 'score': 0.06}, {'token': 'hamburg', 'score': 0.044}, {'token': 'germany', 'score': 0.041}, {'token': 'vienna', 'score': 0.038}, {'token': 'antwerp', 'score': 0.036}, {'token': 'zurich', 'score': 0.036}, {'token': 'berlin', 'score': 0.03}, {'token': 'cologne', 'score': 0.028}, {'token': 'frankfurt', 'score': 0.026}, {'token': 'prague', 'score': 0.025}, {'token': 'rome', 'score': 0.021}, {'token': 'amsterdam', 'score': 0.019}, {'token': 'venice', 'score': 0.016}]",,,
701,stockholm,"[{'token': 'stockholm', 'score': 0.823}, {'token': 'copenhagen', 'score': 0.082}, {'token': 'gothenburg', 'score': 0.051}, {'token': 'lund', 'score': 0.013}, {'token': 'uppsala', 'score': 0.007}, {'token': 'malmo', 'score': 0.003}, {'token': 'helsinki', 'score': 0.002}, {'token': 'london', 'score': 0.001}, {'token': 'amsterdam', 'score': 0.001}, {'token': 'sweden', 'score': 0.001}, {'token': 'riga', 'score': 0.001}, {'token': 'swedish', 'score': 0.0}, {'token': 'linnaeus', 'score': 0.0}, {'token': 'paris', 'score': 0.0}, {'token': 'aarhus', 'score': 0.0}]",,,
702,france,"[{'token': 'france', 'score': 0.984}, {'token': 'jersey', 'score': 0.008}, {'token': 'quebec', 'score': 0.004}, {'token': 'california', 'score': 0.002}, {'token': 'belgium', 'score': 0.001}, {'token': 'canada', 'score': 0.0}, {'token': 'spain', 'score': 0.0}, {'token': 'vermont', 'score': 0.0}, {'token': 'loire', 'score': 0.0}, {'token': 'massachusetts', 'score': 0.0}, {'token': 'switzerland', 'score': 0.0}, {'token': 'normandy', 'score': 0.0}, {'token': 'ireland', 'score': 0.0}, {'token': 'french', 'score': 0.0}, {'token': 'catalonia', 'score': 0.0}]",,,
703,bucharest,"[{'token': 'bucharest', 'score': 0.995}, {'token': 'romania', 'score': 0.001}, {'token': 'bender', 'score': 0.001}, {'token': 'transylvania', 'score': 0.001}, {'token': 'romanian', 'score': 0.0}, {'token': 'budapest', 'score': 0.0}, {'token': 'alexandria', 'score': 0.0}, {'token': 'mold', 'score': 0.0}, {'token': 'pest', 'score': 0.0}, {'token': 'odessa', 'score': 0.0}, {'token': 'sofia', 'score': 0.0}, {'token': 'dinamo', 'score': 0.0}, {'token': 'barcelona', 'score': 0.0}, {'token': 'plunge', 'score': 0.0}, {'token': 'ruse', 'score': 0.0}]",,,
704,sydney,"[{'token': 'sydney', 'score': 0.76}, {'token': 'rural', 'score': 0.038}, {'token': 'northern', 'score': 0.037}, {'token': 'newcastle', 'score': 0.02}, {'token': 'southern', 'score': 0.019}, {'token': 'western', 'score': 0.016}, {'token': 'griffith', 'score': 0.014}, {'token': 'central', 'score': 0.01}, {'token': 'nsw', 'score': 0.005}, {'token': 'grafton', 'score': 0.004}, {'token': ',', 'score': 0.004}, {'token': 'camden', 'score': 0.004}, {'token': 'canberra', 'score': 0.004}, {'token': 'regional', 'score': 0.003}, {'token': 'country', 'score': 0.003}]",,,
705,constantinople,"[{'token': 'constantinople', 'score': 0.977}, {'token': 'athens', 'score': 0.005}, {'token': 'antioch', 'score': 0.003}, {'token': 'istanbul', 'score': 0.003}, {'token': 'thessaloniki', 'score': 0.002}, {'token': 'cairo', 'score': 0.001}, {'token': 'sofia', 'score': 0.001}, {'token': 'beijing', 'score': 0.0}, {'token': 'alexandria', 'score': 0.0}, {'token': 'vienna', 'score': 0.0}, {'token': 'rome', 'score': 0.0}, {'token': 'egypt', 'score': 0.0}, {'token': 'serbia', 'score': 0.0}, {'token': 'jerusalem', 'score': 0.0}, {'token': 'moscow', 'score': 0.0}]",,,
706,vienna,"[{'token': 'vienna', 'score': 0.834}, {'token': 'graz', 'score': 0.102}, {'token': 'prague', 'score': 0.009}, {'token': 'salzburg', 'score': 0.008}, {'token': 'pest', 'score': 0.005}, {'token': 'trieste', 'score': 0.005}, {'token': 'innsbruck', 'score': 0.004}, {'token': 'munich', 'score': 0.003}, {'token': 'augsburg', 'score': 0.003}, {'token': 'brno', 'score': 0.003}, {'token': 'dresden', 'score': 0.002}, {'token': 'austria', 'score': 0.002}, {'token': 'budapest', 'score': 0.001}, {'token': 'leipzig', 'score': 0.001}, {'token': 'nuremberg', 'score': 0.001}]",,,
707,florence,"[{'token': 'venetian', 'score': 0.789}, {'token': 'italian', 'score': 0.124}, {'token': 'genoa', 'score': 0.009}, {'token': 'venice', 'score': 0.006}, {'token': 'sicilian', 'score': 0.005}, {'token': 'lombard', 'score': 0.005}, {'token': 'renaissance', 'score': 0.004}, {'token': 'roman', 'score': 0.003}, {'token': 'wine', 'score': 0.002}, {'token': 'rich', 'score': 0.002}, {'token': 'local', 'score': 0.002}, {'token': 'wealthy', 'score': 0.002}, {'token': 'catalan', 'score': 0.001}, {'token': 'milan', 'score': 0.001}, {'token': 'wool', 'score': 0.001}]",,,
