obj_label,masked_sentence,masked_sentence_roberta
amsterdam,"Jurriaen Andriessen, born at [MASK] in 1742, was a scholar of A Elliger, and J M Quinkhardt .","Jurriaen Andriessen, born at <mask> in 1742, was a scholar of A Elliger, and J M Quinkhardt ."
amsterdam,He died at [MASK] in 1819 .,He died at <mask> in 1819 .
fitzroy,He died in 1972 at [MASK] .,He died in 1972 at <mask> .
bath,Cumin died at [MASK] in 1854 .,Cumin died at <mask> in 1854 .
boulder,"Nancy Talbot died from complications of Alzheimer's disease on August 30, 2009, at her home in [MASK], Colorado, at the age of 89 She was survived by her two daughters, Polly and Jane, six grandchildren and six great-grandchildren .","Nancy Talbot died from complications of Alzheimer's disease on August 30, 2009, at her home in <mask>, Colorado, at the age of 89 She was survived by her two daughters, Polly and Jane, six grandchildren and six great-grandchildren ."
naples,"Robert Goelet died on April 27, 1899 in [MASK], Italy .","Robert Goelet died on April 27, 1899 in <mask>, Italy ."
warsaw,"Ludwika died of a plague during an 1855 epidemic, at her home in [MASK] .","Ludwika died of a plague during an 1855 epidemic, at her home in <mask> ."
florida,"Kenneth R Harding died of pneumonia at Ormond Beach Memorial Hospital in [MASK] on October 3, 2007, at the age of 93 He was survived by his second wife, Ruth Campbell Harding, three sons, and fourteen grandchildren, including actor and television host, Zay Harding .","Kenneth R Harding died of pneumonia at Ormond Beach Memorial Hospital in <mask> on October 3, 2007, at the age of 93 He was survived by his second wife, Ruth Campbell Harding, three sons, and fourteen grandchildren, including actor and television host, Zay Harding ."
paris,"Marcel Oopa died in cancer at a the Tenon Hospital in [MASK] on July 14, 1961 .","Marcel Oopa died in cancer at a the Tenon Hospital in <mask> on July 14, 1961 ."
leipzig,Luther died at [MASK] on 8 March 1593 .,Luther died at <mask> on 8 March 1593 .
paris,Lindet returned to France some time before his death in [MASK] .,Lindet returned to France some time before his death in <mask> .
florence,"During his final months, when he was in declining health, the couple stayed in [MASK], where he died on July 8, 1965 .","During his final months, when he was in declining health, the couple stayed in <mask>, where he died on July 8, 1965 ."
sacramento,James L English died at age 76 in [MASK] .,James L English died at age 76 in <mask> .
salisbury,"According to Thomas Fuller, James I intended the bishopric of Gloucester for him, and actually issued the congé d'élire, but afterwards revoked it Tooker died at [MASK] on 19 March 1620-1, and was buried in the cathedral .","According to Thomas Fuller, James I intended the bishopric of Gloucester for him, and actually issued the congé d'élire, but afterwards revoked it Tooker died at <mask> on 19 March 1620-1, and was buried in the cathedral ."
syracuse,"Starting in 1915, he served in the House of Representatives as a Republican and continued to serve until his death in [MASK], New York on May 25, 1927 .","Starting in 1915, he served in the House of Representatives as a Republican and continued to serve until his death in <mask>, New York on May 25, 1927 ."
spokane,"He died in 1978 in [MASK], Washington .","He died in 1978 in <mask>, Washington ."
detroit,"William Macomb's loyalties do not appear to have been tested, as he died at [MASK] two months before the British evacuation in July 1796 .","William Macomb's loyalties do not appear to have been tested, as he died at <mask> two months before the British evacuation in July 1796 ."
rome,"Livio Agresti (1508--1580), also called Ritius or Ricciutello, was an Italian painter of the late-Renaissance or Mannerist period, active both in his native city of Forlì and in [MASK], where he died .","Livio Agresti (1508--1580), also called Ritius or Ricciutello, was an Italian painter of the late-Renaissance or Mannerist period, active both in his native city of Forlì and in <mask>, where he died ."
baltimore,He served as a member of the board of managers of Maryland Penitentiary from 1909 until his death in [MASK] .,He served as a member of the board of managers of Maryland Penitentiary from 1909 until his death in <mask> .
philadelphia,"Kressly died in March 1963 in [MASK], Pennsylvania .","Kressly died in March 1963 in <mask>, Pennsylvania ."
marion,"After serving his twelve-year term, he retired in January 1895 and returned to [MASK] where he died in November 1895 .","After serving his twelve-year term, he retired in January 1895 and returned to <mask> where he died in November 1895 ."
miami,"Athalie Range died November 14, 2006 in [MASK], at the age of 91 .","Athalie Range died November 14, 2006 in <mask>, at the age of 91 ."
antwerp,His will left all his harpsichord-making material to his son Joannes Dulcken; he died in [MASK] .,His will left all his harpsichord-making material to his son Joannes Dulcken; he died in <mask> .
tucson,"Calkins died at the age of 67 in [MASK], Arizona on May 13, 1962 .","Calkins died at the age of 67 in <mask>, Arizona on May 13, 1962 ."
florence,He died in 1881 in [MASK] .,He died in 1881 in <mask> .
prague,"At the time of his sudden death in [MASK] in August 1903, he was in negotiations to join the roster of singers at the Bavarian State Opera .","At the time of his sudden death in <mask> in August 1903, he was in negotiations to join the roster of singers at the Bavarian State Opera ."
boston,"On August 17, 1996, while vacationing at his summer home, Baltzell was stricken with chest pains and hospitalized at Hyannis, then moved to [MASK], where he died at Brigham and Women's Hospital at the age of 80 Baltzell's first wife, the artist Jane Piper, had died in 1991 .","On August 17, 1996, while vacationing at his summer home, Baltzell was stricken with chest pains and hospitalized at Hyannis, then moved to <mask>, where he died at Brigham and Women's Hospital at the age of 80 Baltzell's first wife, the artist Jane Piper, had died in 1991 ."
stamford,"Gloria Shayne Baker died at her home in [MASK], Connecticut, of lung cancer on March 6, 2008, at the age of 84 .","Gloria Shayne Baker died at her home in <mask>, Connecticut, of lung cancer on March 6, 2008, at the age of 84 ."
everett,"Alema Leota died at the age of 80 in [MASK], Washington, on May 11, 2008 .","Alema Leota died at the age of 80 in <mask>, Washington, on May 11, 2008 ."
chatham,"Coles died on his plantation, Cole's Hill, near [MASK], Virginia in 1813 and was buried in the family cemetery there .","Coles died on his plantation, Cole's Hill, near <mask>, Virginia in 1813 and was buried in the family cemetery there ."
london,"She had always worked with her father at the Windmill Theatre, which she inherited on his death in 1960, but the changing nature of Soho in [MASK] meant that it closed in 1964 .","She had always worked with her father at the Windmill Theatre, which she inherited on his death in 1960, but the changing nature of Soho in <mask> meant that it closed in 1964 ."
warsaw,"Stanisław Grzesiuk died January 21, 1963 in [MASK] .","Stanisław Grzesiuk died January 21, 1963 in <mask> ."
fairfax,"Weyrich died on December 18, 2008, aged 66, at Inova Fair Oaks Hospital in [MASK], Virginia .","Weyrich died on December 18, 2008, aged 66, at Inova Fair Oaks Hospital in <mask>, Virginia ."
hampton,She died in [MASK] on 27 August 1948 .,She died in <mask> on 27 August 1948 .
brighton,He died at his home in [MASK]'s Adelaide Crescent and was buried in West Norwood Cemetery .,He died at his home in <mask>'s Adelaide Crescent and was buried in West Norwood Cemetery .
newark,"He was senior officer of the New Jersey Cavalry at the time of his death in [MASK], New Jersey, March 4, 1842 .","He was senior officer of the New Jersey Cavalry at the time of his death in <mask>, New Jersey, March 4, 1842 ."
boston,"Born in Woburn, Massachusetts, he died in [MASK]; his output was mainly chamber music, but he wrote some cantatas and church music as well .","Born in Woburn, Massachusetts, he died in <mask>; his output was mainly chamber music, but he wrote some cantatas and church music as well ."
london,"He died in 1966 in [MASK], survived by his son Rabbi Jacob Ferber and four daughters .","He died in 1966 in <mask>, survived by his son Rabbi Jacob Ferber and four daughters ."
dunedin,"Baier died at his home in [MASK], New Zealand .","Baier died at his home in <mask>, New Zealand ."
moscow,Krasny died at the age of 112 in [MASK] and was buried at the New Donskoy Cemetery there .,Krasny died at the age of 112 in <mask> and was buried at the New Donskoy Cemetery there .
birmingham,"Thomas Naum James (born 24 October 1925 in Amory, Mississippi; died 11 September 2010 in [MASK], Alabama) was a leading American cardiologist during the last half of the twentieth century .","Thomas Naum James (born 24 October 1925 in Amory, Mississippi; died 11 September 2010 in <mask>, Alabama) was a leading American cardiologist during the last half of the twentieth century ."
ottawa,He was appointed deputy auditor general and served in that post until his death in [MASK] in 1878 .,He was appointed deputy auditor general and served in that post until his death in <mask> in 1878 .
london,His wife died in 1923 and he died in [MASK] in 1930 .,His wife died in 1923 and he died in <mask> in 1930 .
london,He died at [MASK] on 24 May 1887 .,He died at <mask> on 24 May 1887 .
cheyenne,"He died at [MASK], Wyo., August 7, 1888 .","He died at <mask>, Wyo., August 7, 1888 ."
newark,"Damon died of cancer at Beth Israel Medical Center in [MASK], New Jersey at age 51 .","Damon died of cancer at Beth Israel Medical Center in <mask>, New Jersey at age 51 ."
manhattan,"Katz died at age 78 on April 18, 1997 in his home in [MASK], due to cancer .","Katz died at age 78 on April 18, 1997 in his home in <mask>, due to cancer ."
london,Cole died of dropsy at age 37 at her [MASK] home .,Cole died of dropsy at age 37 at her <mask> home .
surrey,"MacPherson served as Chief Secretary in the third McCulloch government in 1875--77, before retiring from politics in July 1878, still aged only 44 In 1880 he returned to Britain and settled in [MASK], where he died in 1894 .","MacPherson served as Chief Secretary in the third McCulloch government in 1875--77, before retiring from politics in July 1878, still aged only 44 In 1880 he returned to Britain and settled in <mask>, where he died in 1894 ."
wellington,"When he died in [MASK], he was described as one of the richest people in the country .","When he died in <mask>, he was described as one of the richest people in the country ."
paris,He was living in retirement with his family when he died at [MASK] .,He was living in retirement with his family when he died at <mask> .
toronto,"She died in [MASK] in 2001, aged 91 She was buried in the family plot in the Lakeview Cemetery in Sarnia, Ontario .","She died in <mask> in 2001, aged 91 She was buried in the family plot in the Lakeview Cemetery in Sarnia, Ontario ."
chatham,"He died at [MASK], New Brunswick (now Miramichi, New Brunswick) in 1937 .","He died at <mask>, New Brunswick (now Miramichi, New Brunswick) in 1937 ."
wilmington,Mardaga died from cancer at St Francis Hospital in [MASK] .,Mardaga died from cancer at St Francis Hospital in <mask> .
wakefield,"Samuel Crossland died in April 1906 in [MASK], Yorkshire .","Samuel Crossland died in April 1906 in <mask>, Yorkshire ."
karachi,"Abdur Rab Nishtar died on February 14, 1958 in [MASK] .","Abdur Rab Nishtar died on February 14, 1958 in <mask> ."
philadelphia,"He exhibited enamel portraits at the Royal Academy from 1781 to 1794, when he went to [MASK], where he died .","He exhibited enamel portraits at the Royal Academy from 1781 to 1794, when he went to <mask>, where he died ."
amsterdam,He died at [MASK] in 1795 .,He died at <mask> in 1795 .
bath,"On his death in [MASK] in December 1802, Hunter's estate passed to his granddaughter; her husband then took the surname Hunter, although he sold the estate .","On his death in <mask> in December 1802, Hunter's estate passed to his granddaughter; her husband then took the surname Hunter, although he sold the estate ."
raleigh,"John Nichols returned to [MASK], and served in the office of the collector of internal revenue from November 26 to December 17, 1893 .","John Nichols returned to <mask>, and served in the office of the collector of internal revenue from November 26 to December 17, 1893 ."
raleigh,"He was later appointed United States commissioner for the eastern district of North Carolina on July 1, 1897, and served until his death in [MASK] in 1917 .","He was later appointed United States commissioner for the eastern district of North Carolina on July 1, 1897, and served until his death in <mask> in 1917 ."
karachi,"Khursheed died on April 18, 2001 in [MASK], four days after her 87th birthday .","Khursheed died on April 18, 2001 in <mask>, four days after her 87th birthday ."
bangor,"Burton Hatlen died of pneumonia at the Eastern Maine Medical Center in [MASK], Maine, on January 21, 2008 .","Burton Hatlen died of pneumonia at the Eastern Maine Medical Center in <mask>, Maine, on January 21, 2008 ."
vienna,"Alfred von Henikstein died on January 29, 1882 in [MASK] .","Alfred von Henikstein died on January 29, 1882 in <mask> ."
independence,Curry died at [MASK] at age 89 .,Curry died at <mask> at age 89 .
montreal,"Paul Smith died on December 15, 1912, at the Royal Victoria Hospital in [MASK], Canada, after two consecutive kidney operations; he was 87 He had three sons -- Henry, who died at age 29, Paul Jr., who died in 1920, and Phelps Smith, who continued managing the hotel until it burned down in 1930 .","Paul Smith died on December 15, 1912, at the Royal Victoria Hospital in <mask>, Canada, after two consecutive kidney operations; he was 87 He had three sons -- Henry, who died at age 29, Paul Jr., who died in 1920, and Phelps Smith, who continued managing the hotel until it burned down in 1930 ."
montreal,"Goodwin's work has been exhibited in [MASK] since the early 60s, with some significant solo shows .","Goodwin's work has been exhibited in <mask> since the early 60s, with some significant solo shows ."
montreal,She died in December 2008 in [MASK] .,She died in December 2008 in <mask> .
tottenham,Barkham died at [MASK] then in Middlesex at the age of 72 .,Barkham died at <mask> then in Middlesex at the age of 72 .
paris,"He died on March 5, 1915 in [MASK], France .","He died on March 5, 1915 in <mask>, France ."
london,Bannenberg died of an inoperable Brain tumour at his home in [MASK] in 2002 .,Bannenberg died of an inoperable Brain tumour at his home in <mask> in 2002 .
france,"Herlin died of a heart attack at age 68, at his home in southern [MASK] on December 20, 1994 .","Herlin died of a heart attack at age 68, at his home in southern <mask> on December 20, 1994 ."
kensington,"On his death in [MASK] aged 76 in 1952, the baronetcy was inherited by his son Sir Jack Harris (23 July 1906 -- 26 August 2009) .","On his death in <mask> aged 76 in 1952, the baronetcy was inherited by his son Sir Jack Harris (23 July 1906 -- 26 August 2009) ."
bucharest,"Everac died from cancer at the Floreasca Hospital in [MASK] on October 18, 2011, aged 87 .","Everac died from cancer at the Floreasca Hospital in <mask> on October 18, 2011, aged 87 ."
lansing,"Farnum was deputy chairman, Democratic National Committee, 1967-1968; member, Waterford Board of Education, 1969-1970; owned a financial and management consulting firm; elected secretary of the Michigan Senate in 1975 and served in that capacity until his death in [MASK] .","Farnum was deputy chairman, Democratic National Committee, 1967-1968; member, Waterford Board of Education, 1969-1970; owned a financial and management consulting firm; elected secretary of the Michigan Senate in 1975 and served in that capacity until his death in <mask> ."
norfolk,"Captain Tarbell died at [MASK], on 24 November 1815 .","Captain Tarbell died at <mask>, on 24 November 1815 ."
bath,"He was born and he also died at [MASK], Somerset .","He was born and he also died at <mask>, Somerset ."
yokohama,"In 1881, Positano was sent to Damascus to serve as Consul; in a few years he was dispatched to [MASK], Japan, where he died in 1886 .","In 1881, Positano was sent to Damascus to serve as Consul; in a few years he was dispatched to <mask>, Japan, where he died in 1886 ."
london,"Baker died on 24 August 1638 in [MASK], where he had resided for many years .","Baker died on 24 August 1638 in <mask>, where he had resided for many years ."
ireland,"Manners and Moody retired to [MASK], where he died at Dundrum, County Dublin, aged 77 .","Manners and Moody retired to <mask>, where he died at Dundrum, County Dublin, aged 77 ."
switzerland,"Spoerri, who retired in 2002, died at his home in [MASK] after suffering a stroke .","Spoerri, who retired in 2002, died at his home in <mask> after suffering a stroke ."
antwerp,George van Raemdonck was born in [MASK] in 1888 .,George van Raemdonck was born in <mask> in 1888 .
antwerp,"At the same time, he started painting, and in 1903, aged fifteen, he entered the Royal Academy of Fine Arts in [MASK], where he was taught by Franz Courtens, and where he won the 1913 de Keyer's Prize .","At the same time, he started painting, and in 1903, aged fifteen, he entered the Royal Academy of Fine Arts in <mask>, where he was taught by Franz Courtens, and where he won the 1913 de Keyer's Prize ."
buffalo,"Grabau died on 2 June 1879 in [MASK], New York, shortly before the 40th anniversary of his arrival in the United States .","Grabau died on 2 June 1879 in <mask>, New York, shortly before the 40th anniversary of his arrival in the United States ."
london,He died on 31 May 1835 in [MASK] .,He died on 31 May 1835 in <mask> .
rome,"He spent most of his life in [MASK], where he died, and executed portraits in wax, besides painting in oil and fresco landscapes and historical subjects .","He spent most of his life in <mask>, where he died, and executed portraits in wax, besides painting in oil and fresco landscapes and historical subjects ."
lexington,"Wikoff died on January 4, 1978 in [MASK] .","Wikoff died on January 4, 1978 in <mask> ."
berkeley,"Garry died of a stroke in August 1991, at the age of 82 in [MASK], California .","Garry died of a stroke in August 1991, at the age of 82 in <mask>, California ."
cambridge,"He died at [MASK], unmarried, on 15 December 1764 .","He died at <mask>, unmarried, on 15 December 1764 ."
chicago,She died in [MASK] in 1986 .,She died in <mask> in 1986 .
baltimore,"He was appointed judge of the United States Court of Customs and Patent Appeals by President Harry S Truman on July 10, 1952, and served until his death in [MASK], Maryland .","He was appointed judge of the United States Court of Customs and Patent Appeals by President Harry S Truman on July 10, 1952, and served until his death in <mask>, Maryland ."
france,"She died in [MASK] on September 1, 2000 .","She died in <mask> on September 1, 2000 ."
auckland,"In 1971, she died in [MASK] .","In 1971, she died in <mask> ."
seattle,"He died on October 9, 1917 in [MASK], Washington .","He died on October 9, 1917 in <mask>, Washington ."
auckland,Skinner died on 11 November 1991 in [MASK] .,Skinner died on 11 November 1991 in <mask> .
compton,"Sherman Houghton died at age 86 in [MASK], California, on August 31, 1914 .","Sherman Houghton died at age 86 in <mask>, California, on August 31, 1914 ."
rotterdam,"Pieter Arnout Dijxhoorn (1810-1839), a Dutch marine painter, was born at [MASK] in 1810 .","Pieter Arnout Dijxhoorn (1810-1839), a Dutch marine painter, was born at <mask> in 1810 ."
rotterdam,He died at [MASK] in 1839 .,He died at <mask> in 1839 .
siena,"Returning to [MASK], where he ultimately died, he afterwards worked at Parma, Bologna, and again at Rome .","Returning to <mask>, where he ultimately died, he afterwards worked at Parma, Bologna, and again at Rome ."
helsinki,She died in [MASK] .,She died in <mask> .
toronto,"Hagerman died at [MASK] in 1847, the father of four children by his first marriage and a daughter by his second .","Hagerman died at <mask> in 1847, the father of four children by his first marriage and a daughter by his second ."
delhi,Purushottam Kakodkar died on 2 May 1998 in [MASK] at the age of 85 .,Purushottam Kakodkar died on 2 May 1998 in <mask> at the age of 85 .
manhattan,"Considered by some in the art world to be one of the last of the Surrealists, Enrico Donati died in his home in [MASK] on April 25, 2008, aged 99 Donati's health had been failing since involved, as a passenger, in a taxi accident in July, 2007 .","Considered by some in the art world to be one of the last of the Surrealists, Enrico Donati died in his home in <mask> on April 25, 2008, aged 99 Donati's health had been failing since involved, as a passenger, in a taxi accident in July, 2007 ."
kyoto,"In 1809, Ueda died at the age of 76 in [MASK] .","In 1809, Ueda died at the age of 76 in <mask> ."
berkeley,"He died at his home in [MASK], California at the age of 86 His notable students included Larry Austin, Neil Rolnick and Leslie Wildman .","He died at his home in <mask>, California at the age of 86 His notable students included Larry Austin, Neil Rolnick and Leslie Wildman ."
windsor,Wolcott died at home in [MASK] and is buried in the Old Burying Ground there .,Wolcott died at home in <mask> and is buried in the Old Burying Ground there .
geelong,"Born in South Australia, Hanlon died in 2010, aged 92, at a nursing home in [MASK], Victoria where he had been living for the past year and a half .","Born in South Australia, Hanlon died in 2010, aged 92, at a nursing home in <mask>, Victoria where he had been living for the past year and a half ."
atlanta,"Siepi died at Piedmont Hospital in [MASK], Georgia on July 5, 2010 after suffering a stroke more than a week earlier .","Siepi died at Piedmont Hospital in <mask>, Georgia on July 5, 2010 after suffering a stroke more than a week earlier ."
brighton,Arundale died at [MASK] in 1853 .,Arundale died at <mask> in 1853 .
london,"She died suddenly while in [MASK], England after addressing the International Women's congress on June 28, 1899 .","She died suddenly while in <mask>, England after addressing the International Women's congress on June 28, 1899 ."
brighton,Haggard died at [MASK] at the age of 62 .,Haggard died at <mask> at the age of 62 .
greenville,"Frank Edwards died of a heart attack in [MASK], South Carolina, while being driven back to his Atlanta, Georgia home, after completing his final recordings at the age of 93 .","Frank Edwards died of a heart attack in <mask>, South Carolina, while being driven back to his Atlanta, Georgia home, after completing his final recordings at the age of 93 ."
berlin,"Wolf died 1 December 2011 in [MASK], where she lived with her husband, Gerhard Wolf .","Wolf died 1 December 2011 in <mask>, where she lived with her husband, Gerhard Wolf ."
philadelphia,"He died in 1880 in [MASK], where he was interred in New Cathedral Cemetery .","He died in 1880 in <mask>, where he was interred in New Cathedral Cemetery ."
minneapolis,"Edward Dugmore died June 13, 1996 in [MASK], Minnesota .","Edward Dugmore died June 13, 1996 in <mask>, Minnesota ."
hollywood,"Gloria Grey died in 1947 in [MASK], California, aged 38 .","Gloria Grey died in 1947 in <mask>, California, aged 38 ."
stamford,"Perkins died on June 17, 1947 in [MASK], Connecticut .","Perkins died on June 17, 1947 in <mask>, Connecticut ."
edinburgh,"He died aged 42 at [MASK] on 24 November 1834, his remains interred at Calton .","He died aged 42 at <mask> on 24 November 1834, his remains interred at Calton ."
detroit,"Brownson died on April 17, 1876 in [MASK], aged 72 His remains were subsequently transferred to the crypt of the Basilica of the Sacred Heart at the University of Notre Dame, where his personal papers are also archived .","Brownson died on April 17, 1876 in <mask>, aged 72 His remains were subsequently transferred to the crypt of the Basilica of the Sacred Heart at the University of Notre Dame, where his personal papers are also archived ."
leicester,"After this, Johnson moved from Berners Street to Camden Town, and on his retirement in 1812 he went back to [MASK], where he died .","After this, Johnson moved from Berners Street to Camden Town, and on his retirement in 1812 he went back to <mask>, where he died ."
rome,"He died at [MASK], where he was buried in the Protestant Cemetery .","He died at <mask>, where he was buried in the Protestant Cemetery ."
perth,"Macfaull died on 13 December 1846 in [MASK], the Colony of Western Australia .","Macfaull died on 13 December 1846 in <mask>, the Colony of Western Australia ."
birmingham,Laroche continued in Oxford Street until the early 1860s and then moved to [MASK] where he died .,Laroche continued in Oxford Street until the early 1860s and then moved to <mask> where he died .
denton,"Rob Erdle died on December 30, 2006 in [MASK], Texas .","Rob Erdle died on December 30, 2006 in <mask>, Texas ."
lisbon,"Orioli died in 1942 in [MASK], where he is buried .","Orioli died in 1942 in <mask>, where he is buried ."
rome,"Sanford Roth died of a heart attack in [MASK], Italy, while preparing to work on the film Cleopatra in 1962 .","Sanford Roth died of a heart attack in <mask>, Italy, while preparing to work on the film Cleopatra in 1962 ."
riga,"Tess died in a [MASK] hospital on December 7, 2006, at the age of 86 .","Tess died in a <mask> hospital on December 7, 2006, at the age of 86 ."
carlisle,Ramsey was elected to the Twentieth Congress; reelected as a Jacksonian to the Twenty-first and Twenty-second Congresses and served until his death in [MASK] .,Ramsey was elected to the Twentieth Congress; reelected as a Jacksonian to the Twenty-first and Twenty-second Congresses and served until his death in <mask> .
baltimore,"Bremner was elected as a Democrat to the Sixty-third Congress, serving in office from March 4, 1913, until his death on February 5, 1914, in [MASK], Maryland .","Bremner was elected as a Democrat to the Sixty-third Congress, serving in office from March 4, 1913, until his death on February 5, 1914, in <mask>, Maryland ."
paris,He lived in the France from the end of World War II until his death in [MASK] in 2006 .,He lived in the France from the end of World War II until his death in <mask> in 2006 .
genoa,"Blanco's business finally collapsed in 1848, and in 1854 he died in [MASK] .","Blanco's business finally collapsed in 1848, and in 1854 he died in <mask> ."
hollywood,"Andreas Dippel died of heart disease at the age of 65 in [MASK], California on 12 May 1932 .","Andreas Dippel died of heart disease at the age of 65 in <mask>, California on 12 May 1932 ."
odessa,"At Vienna, Pinsker lectured for some time at the bet ha-midrash; but, his health soon failing, he was brought back by his children to [MASK], where he died on October 29, 1864 .","At Vienna, Pinsker lectured for some time at the bet ha-midrash; but, his health soon failing, he was brought back by his children to <mask>, where he died on October 29, 1864 ."
chesterfield,He died of cancer at the age of 78 on 4 January 2007 at his home in [MASK] .,He died of cancer at the age of 78 on 4 January 2007 at his home in <mask> .
rome,He died at [MASK] in 1601 .,He died at <mask> in 1601 .
amsterdam,"Johnson died at [MASK], and was buried there on 10 January 1618 .","Johnson died at <mask>, and was buried there on 10 January 1618 ."
camden,"Withers died at [MASK] in Kershaw County, South Carolina and was interred at the Quaker Cemetery in the same city .","Withers died at <mask> in Kershaw County, South Carolina and was interred at the Quaker Cemetery in the same city ."
warsaw,"He died on November 24, 1858 in [MASK] .","He died on November 24, 1858 in <mask> ."
cairo,"(Switzerland made her an honorary citizen.) She also lived with her nephew in Toronto,Canada for a few years before she died at the age of 95 in [MASK], Egypt, among family and friends .","(Switzerland made her an honorary citizen.) She also lived with her nephew in Toronto,Canada for a few years before she died at the age of 95 in <mask>, Egypt, among family and friends ."
newcastle,Longworth died in 1961 at [MASK] and was cremated with Congregational forms .,Longworth died in 1961 at <mask> and was cremated with Congregational forms .
berkeley,"Petri died in 1962 in [MASK], California .","Petri died in 1962 in <mask>, California ."
perth,"In his final years he retired to [MASK], where he died, unmarried, on 31 July 1886 .","In his final years he retired to <mask>, where he died, unmarried, on 31 July 1886 ."
charlotte,"She died in her sleep at the home of her daughter, Wendi, in [MASK], North Carolina on May 12, 2008 .","She died in her sleep at the home of her daughter, Wendi, in <mask>, North Carolina on May 12, 2008 ."
alexandria,"Pryce died at his home in [MASK], Virginia from pancreatic cancer on July 11, 2006 .","Pryce died at his home in <mask>, Virginia from pancreatic cancer on July 11, 2006 ."
london,"Never married, he died in [MASK] on 10 June 1907 .","Never married, he died in <mask> on 10 June 1907 ."
dover,"He died suddenly at [MASK] on 7 November 1831, whilst travelling to Naples .","He died suddenly at <mask> on 7 November 1831, whilst travelling to Naples ."
pittsburgh,"Blakemore died on October 9, 1959 in [MASK], Pennsylvania, and was buried in Allegheny Cemetery .","Blakemore died on October 9, 1959 in <mask>, Pennsylvania, and was buried in Allegheny Cemetery ."
lille,"Serving in the Royal Navy between 1755--1790, he died in [MASK], France in 1803 .","Serving in the Royal Navy between 1755--1790, he died in <mask>, France in 1803 ."
rochester,"She died unexpectedly in [MASK], New York .","She died unexpectedly in <mask>, New York ."
scarborough,"His work was brought to an untimely end, however, by his death in [MASK] from cancer in 1967 .","His work was brought to an untimely end, however, by his death in <mask> from cancer in 1967 ."
vancouver,"In the 1980s, Hulsker left the Netherlands and settled in [MASK], Canada, where he died in 2002 .","In the 1980s, Hulsker left the Netherlands and settled in <mask>, Canada, where he died in 2002 ."
switzerland,"They remained friends for three decades, through Willstätter's flight from Germany in 1938 and until his death in [MASK] in 1942 .","They remained friends for three decades, through Willstätter's flight from Germany in 1938 and until his death in <mask> in 1942 ."
pittsburgh,"Snyder was elected from the 24th District of Pennsylvania as a Democrat to the Seventy-third and to the six succeeding Congresses and served from March 4, 1933, until his death in [MASK], aged 69 .","Snyder was elected from the 24th District of Pennsylvania as a Democrat to the Seventy-third and to the six succeeding Congresses and served from March 4, 1933, until his death in <mask>, aged 69 ."
hobart,"His official work produced private commissions, and by the time of his death in [MASK], Tasmania, he was a successful portraitist specialising in miniatures .","His official work produced private commissions, and by the time of his death in <mask>, Tasmania, he was a successful portraitist specialising in miniatures ."
hollywood,"King died of a heart attack in 1963 at her home in [MASK] and is buried at Forest Lawn in Glendale, California .","King died of a heart attack in 1963 at her home in <mask> and is buried at Forest Lawn in Glendale, California ."
england,"Around 1842, Campbell and his wife moved to Penzance in [MASK], where he died in 1855 .","Around 1842, Campbell and his wife moved to Penzance in <mask>, where he died in 1855 ."
lisbon,"His ship, however, was captured by the French and Spaniards, by whom he was brought to [MASK], where he died in 1782 .","His ship, however, was captured by the French and Spaniards, by whom he was brought to <mask>, where he died in 1782 ."
boston,"Hazard died at Massachusetts General Hospital in [MASK], Massachusetts on August 5, 2008 after surgery for pancreatic cancer, with which he had recently been diagnosed .","Hazard died at Massachusetts General Hospital in <mask>, Massachusetts on August 5, 2008 after surgery for pancreatic cancer, with which he had recently been diagnosed ."
vienna,He traveled Austria and produced a collection of works depicting views of [MASK] .,He traveled Austria and produced a collection of works depicting views of <mask> .
ipswich,He died at [MASK] on 29 July 1859 .,He died at <mask> on 29 July 1859 .
genoa,"He resided a long time at [MASK], where he died in 1657 .","He resided a long time at <mask>, where he died in 1657 ."
edinburgh,Giles died at the age of 83 in [MASK] on 1st February 1941 .,Giles died at the age of 83 in <mask> on 1st February 1941 .
charleston,She died in [MASK] and her remains are buried at the Quaker Burial Ground there .,She died in <mask> and her remains are buried at the Quaker Burial Ground there .
rochester,"Rudolf Kingslake died on February 28, 2003 in [MASK], NY at age 100, two weeks after the death of his wife, Hilda .","Rudolf Kingslake died on February 28, 2003 in <mask>, NY at age 100, two weeks after the death of his wife, Hilda ."
seattle,Frazier Boutelle died at his home in [MASK] on Feb .,Frazier Boutelle died at his home in <mask> on Feb .
philadelphia,"He was married to the poet Elizabeth Anne Chase Akers Allen from 1860 until his death in [MASK] in 1861, aged 35, from unknown causes .","He was married to the poet Elizabeth Anne Chase Akers Allen from 1860 until his death in <mask> in 1861, aged 35, from unknown causes ."
louisville,"He died on October 30, 1890 in [MASK], Kentucky .","He died on October 30, 1890 in <mask>, Kentucky ."
moscow,Plessner is widely viewed as a founder of the [MASK] school of functional analysis .,Plessner is widely viewed as a founder of the <mask> school of functional analysis .
moscow,"He died on April 18, 1961 in [MASK] .","He died on April 18, 1961 in <mask> ."
cincinnati,"She died in [MASK], Ohio .","She died in <mask>, Ohio ."
