obj_label,masked_sentence,masked_sentence_roberta
1998,"Malala Yousafzai (, ; born [MASK]) is a Pakistani girl and eighth-grade student from the town of Mingora in Swat District, Khyber Pakhtunkhwa, who is a children rights' activist .","Malala Yousafzai (, ; born <mask>) is a Pakistani girl and eighth-grade student from the town of Mingora in Swat District, Khyber Pakhtunkhwa, who is a children rights' activist ."
1969,Benedikte Kiær (born 10 December [MASK]) is a Danish politician .,Benedikte Kiær (born 10 December <mask>) is a Danish politician .
1951,John Baxter (born [MASK]) is a British nuclear engineer .,John Baxter (born <mask>) is a British nuclear engineer .
1948,"Audrey Hall (born c.[MASK], Kingston, Jamaica) is a reggae singer .","Audrey Hall (born c.<mask>, Kingston, Jamaica) is a reggae singer ."
1982,He was born in Durham City in [MASK] and attended Bow Prep School before moving onto Durham School where he is now a teacher of PE .,He was born in Durham City in <mask> and attended Bow Prep School before moving onto Durham School where he is now a teacher of PE .
1931,Ahmed Essop was born in [MASK] in India but grew up in Johannesburg .,Ahmed Essop was born in <mask> in India but grew up in Johannesburg .
1909,"Lucien Lublin, born [MASK] in Brest-Litovsk and employed as electrical engineer .","Lucien Lublin, born <mask> in Brest-Litovsk and employed as electrical engineer ."
1977,"Sharron Levy (born November 17, [MASK]) is a singer/songwriter originally from Israel .","Sharron Levy (born November 17, <mask>) is a singer/songwriter originally from Israel ."
1960,"Hermann Lomba (born October 11 [MASK] in Pointe-a-Pitre, Guadeloupe) is a French athlete who specialises in the 200 meters.Lomba competed at the 1991 World Championships in Athletics .","Hermann Lomba (born October 11 <mask> in Pointe-a-Pitre, Guadeloupe) is a French athlete who specialises in the 200 meters.Lomba competed at the 1991 World Championships in Athletics ."
1934,He was born in [MASK] in the Golog region of Amdo province in western Tibet as the son of the well-known yogi Lhundrup Gyamtso of the Waxi (Wal Shul) clan .,He was born in <mask> in the Golog region of Amdo province in western Tibet as the son of the well-known yogi Lhundrup Gyamtso of the Waxi (Wal Shul) clan .
1857,"Wallrich was born on March 25, [MASK] in Brighton, Kenosha County, Wisconsin .","Wallrich was born on March 25, <mask> in Brighton, Kenosha County, Wisconsin ."
1846,"Stanley Waterloo ([MASK]-1913) was an American newspaperman, editor, newspaper owner, and author of both non-fiction and fiction .","Stanley Waterloo (<mask>-1913) was an American newspaperman, editor, newspaper owner, and author of both non-fiction and fiction ."
1931,"Ted Simon is a British journalist born in Germany in [MASK], noted for circumnavigating the world twice by motorcycle .","Ted Simon is a British journalist born in Germany in <mask>, noted for circumnavigating the world twice by motorcycle ."
1866,"Henry A Hunt was born in [MASK] on ``Hunt Hill'', in Hancock County, Georgia, part of the Black Belt .","Henry A Hunt was born in <mask> on ``Hunt Hill'', in Hancock County, Georgia, part of the Black Belt ."
1950,Carol Jacobs (born c [MASK]) is a former American othello player .,Carol Jacobs (born c <mask>) is a former American othello player .
1964,"LaVonda Wagner was born in [MASK] in Bristol, Virginia .","LaVonda Wagner was born in <mask> in Bristol, Virginia ."
1971,Slim Riahi (born [MASK]) is a Tunisian businessman and politician .,Slim Riahi (born <mask>) is a Tunisian businessman and politician .
1983,Eric Paslay (born [MASK]) is an American country music singer .,Eric Paslay (born <mask>) is an American country music singer .
1967,Paolo Baltaro was born in Genoa in [MASK] .,Paolo Baltaro was born in Genoa in <mask> .
1951,Nicos Katsourides (; born 14 December [MASK]) is a Cypriot politician .,Nicos Katsourides (; born 14 December <mask>) is a Cypriot politician .
1992,"Akito Fukumori (born December 16, [MASK]) is a Japanese football player. - 2011 Kawasaki Frontale J League 1 2 0 2 0 2 0 ) .","Akito Fukumori (born December 16, <mask>) is a Japanese football player. - 2011 Kawasaki Frontale J League 1 2 0 2 0 2 0 ) ."
1913,"Edith Oliver (August 9, [MASK]-February 23, 1998) was an American theater and film critic who contributed to The New Yorker magazine from 1947 to 1993 .","Edith Oliver (August 9, <mask>-February 23, 1998) was an American theater and film critic who contributed to The New Yorker magazine from 1947 to 1993 ."
1818,"Moulton was born on August 14, [MASK] in East Hartford, Connecticut, the eldest of twelve children .","Moulton was born on August 14, <mask> in East Hartford, Connecticut, the eldest of twelve children ."
1983,"Saber Chebana (born in March 17, [MASK] in Aïn M'lila) is an Algerian footballer .","Saber Chebana (born in March 17, <mask> in Aïn M'lila) is an Algerian footballer ."
1882,"Leslie St Clair Cheape was born around [MASK] in Fife, Scotland, the son of Colonel G C Cheape .","Leslie St Clair Cheape was born around <mask> in Fife, Scotland, the son of Colonel G C Cheape ."
1935,"Scott was born in Hazel Green, Wisconsin in [MASK] .","Scott was born in Hazel Green, Wisconsin in <mask> ."
1901,He was born in [MASK] in the family of Chaudhary Daluram at village Hanumanpura of Jhunjhunu district in Rajasthan .,He was born in <mask> in the family of Chaudhary Daluram at village Hanumanpura of Jhunjhunu district in Rajasthan .
1928,"Khadga Jeet Baral Magar (born [MASK], Kangada, India) is a Nepalese politician and diplomat. He is a retired Inspector General of Police); he served as ambassador from Nepal to Burma, as a member of the U.N., and is a former Member of Parliament .","Khadga Jeet Baral Magar (born <mask>, Kangada, India) is a Nepalese politician and diplomat. He is a retired Inspector General of Police); he served as ambassador from Nepal to Burma, as a member of the U.N., and is a former Member of Parliament ."
1872,"Theodone C Hu was born in [MASK] in Huangpu town, Haizhu District, Guangzhou, Guangdong, China .","Theodone C Hu was born in <mask> in Huangpu town, Haizhu District, Guangzhou, Guangdong, China ."
1929,"Keki Hormusji Gharda born on 25th September [MASK], is a prominent Indian chemical engineer, chemist and entrepreneur .","Keki Hormusji Gharda born on 25th September <mask>, is a prominent Indian chemical engineer, chemist and entrepreneur ."
1961,Arora was born in the Punjab in [MASK] to parents who had been displaced from India Pakistan border town Fazilka and were about to emigrate to the United Kingdom .,Arora was born in the Punjab in <mask> to parents who had been displaced from India Pakistan border town Fazilka and were about to emigrate to the United Kingdom .
1978,"Thanasis Lightbridge was born in Thessaloniki, Greece, in [MASK] .","Thanasis Lightbridge was born in Thessaloniki, Greece, in <mask> ."
1956,"Shykh Seraj (born 28 June [MASK]) is a Bangladeshi journalist, media personality and agriculture development activist .","Shykh Seraj (born 28 June <mask>) is a Bangladeshi journalist, media personality and agriculture development activist ."
1980,"According to the Department of Defense, he was born on October 6, [MASK], in Alisurkhan, Tajikistan .","According to the Department of Defense, he was born on October 6, <mask>, in Alisurkhan, Tajikistan ."
1958,"Pepper Roach (born Dominic Roach on March 7, [MASK] in Dedham, Massachusetts) is an American boxing trainer of Irish descent .","Pepper Roach (born Dominic Roach on March 7, <mask> in Dedham, Massachusetts) is an American boxing trainer of Irish descent ."
1927,"Michel Luc was born on February 7, [MASK] in Tunis (Tunisia) .","Michel Luc was born on February 7, <mask> in Tunis (Tunisia) ."
1947,Weiss was born in New York in [MASK] .,Weiss was born in New York in <mask> .
1883,"--- Sergei Wojciechowski (, ; October 16, [MASK], Vitebsk - April 7, 1951) was a Colonel of Russian Army, Major-General in the White movement, Czechoslovak Army general .","--- Sergei Wojciechowski (, ; October 16, <mask>, Vitebsk - April 7, 1951) was a Colonel of Russian Army, Major-General in the White movement, Czechoslovak Army general ."
1984,Ndoua Lydie Yamkou (born [MASK]) is an Ivorian team handball player .,Ndoua Lydie Yamkou (born <mask>) is an Ivorian team handball player .
1922,Walter Muehlbronner (born c [MASK] - died 17 Nov 2005) was an American figure skater .,Walter Muehlbronner (born c <mask> - died 17 Nov 2005) was an American figure skater .
1952,"Monica Porter, née Halász, was born in Budapest, Hungary, in [MASK] .","Monica Porter, née Halász, was born in Budapest, Hungary, in <mask> ."
1924,"Eusebius A Stephanou was born June 15, [MASK] in Fond du Lac, Wisconsin to Fr Alexander and Marika Papastephanou .","Eusebius A Stephanou was born June 15, <mask> in Fond du Lac, Wisconsin to Fr Alexander and Marika Papastephanou ."
1964,Abdel Raouf Dafri (born 13 August [MASK] in the Pas-de-Calais) is a French film and television scriptwriter .,Abdel Raouf Dafri (born 13 August <mask> in the Pas-de-Calais) is a French film and television scriptwriter .
1933,"Joyce McKee (born c [MASK]) is a Canadian curler from Saskatoon, Saskatchewan .","Joyce McKee (born c <mask>) is a Canadian curler from Saskatoon, Saskatchewan ."
1950,"Robert Braithwaite was born in [MASK] in Ithaca, New York, and graduated from Cedar City High School in Cedar City, Utah in 1968 .","Robert Braithwaite was born in <mask> in Ithaca, New York, and graduated from Cedar City High School in Cedar City, Utah in 1968 ."
1942,"Hans Scholl, born [MASK], is a German astronomer working at the Côte d'Azur Observatory in Nice, France .","Hans Scholl, born <mask>, is a German astronomer working at the Côte d'Azur Observatory in Nice, France ."
1894,"Joaquín García Borrero was born in Gigante, Huila in [MASK] .","Joaquín García Borrero was born in Gigante, Huila in <mask> ."
1953,"Paul Bryers, born in Liverpool in [MASK], is a British film director, screenwriter and fiction author .","Paul Bryers, born in Liverpool in <mask>, is a British film director, screenwriter and fiction author ."
1949,"Peretz Lavie was born on February 19, [MASK], in Petah Tikva, Israel .","Peretz Lavie was born on February 19, <mask>, in Petah Tikva, Israel ."
1932,"Edwin Bradfield Liloa Chillingworth, Jr., known as Sonny Chillingworth, (July 14, [MASK] -- August 24, 1994) was an American guitarist .","Edwin Bradfield Liloa Chillingworth, Jr., known as Sonny Chillingworth, (July 14, <mask> -- August 24, 1994) was an American guitarist ."
1974,"Giuseppina Pasqualino di Marineo (known as Pippa Bacca) (9 December [MASK] -- 31 March 2008) was an Italian artist who, together with a fellow artist, was hitch-hiking from Milan to the Middle-East to promote world peace and trust in other people, symbolically wearing a wedding dress during her trek .","Giuseppina Pasqualino di Marineo (known as Pippa Bacca) (9 December <mask> -- 31 March 2008) was an Italian artist who, together with a fellow artist, was hitch-hiking from Milan to the Middle-East to promote world peace and trust in other people, symbolically wearing a wedding dress during her trek ."
1887,She was a French individualist anarchist born in [MASK] in Tulle who collaborated in the French individualist anarchist magazine L´anarchie along with Emile Armand and Albert Libertad .,She was a French individualist anarchist born in <mask> in Tulle who collaborated in the French individualist anarchist magazine L´anarchie along with Emile Armand and Albert Libertad .
1965,Željko Jovanović (born 26 November [MASK]) is a Croatian politician and member of the governing Social Democratic Party from Rijeka .,Željko Jovanović (born 26 November <mask>) is a Croatian politician and member of the governing Social Democratic Party from Rijeka .
1989,"Atle Pettersen (born in Skien on September 5, [MASK]) is a Norwegian singer and songwriter from Skien and lead singer of the band Above Symmetry .","Atle Pettersen (born in Skien on September 5, <mask>) is a Norwegian singer and songwriter from Skien and lead singer of the band Above Symmetry ."
1940,"Legassick was born in Edinburgh, Scotland, in [MASK] .","Legassick was born in Edinburgh, Scotland, in <mask> ."
1979,"She was born in [MASK] in Jonesboro, Louisiana .","She was born in <mask> in Jonesboro, Louisiana ."
1972,"Hataman was born in [MASK] in Buli-Buli, Sumisip .","Hataman was born in <mask> in Buli-Buli, Sumisip ."
1852,"Thomas Proe was born in [MASK] at Wigan, Lancashire, England, the son of Thomas Proe and Jane Beckman .","Thomas Proe was born in <mask> at Wigan, Lancashire, England, the son of Thomas Proe and Jane Beckman ."
1987,"Bhavna Khatri(born on 24th March,[MASK]) is an Indian television actress .","Bhavna Khatri(born on 24th March,<mask>) is an Indian television actress ."
1925,Itzhak Schneor (; 11 December [MASK] -- 20 November 2011) was a successful Israeli footballer and manager .,Itzhak Schneor (; 11 December <mask> -- 20 November 2011) was a successful Israeli footballer and manager .
1982,"David Pfeffer (born April 11, [MASK]) is a German singer .","David Pfeffer (born April 11, <mask>) is a German singer ."
1881,"Sinclair was born 9 Jan [MASK] in Edinburgh, Scotland, UK He was the son of George Bertrand and Robina (Williamson) Sinclair .","Sinclair was born 9 Jan <mask> in Edinburgh, Scotland, UK He was the son of George Bertrand and Robina (Williamson) Sinclair ."
1953,"Bobby Murray (born June 9, [MASK]) is an American electric blues guitarist, songwriter and record producer .","Bobby Murray (born June 9, <mask>) is an American electric blues guitarist, songwriter and record producer ."
1959,"Ferenc Barnás was born in [MASK] in Debrecen, Hungary .","Ferenc Barnás was born in <mask> in Debrecen, Hungary ."
1986,"Alex Hibbert (born Alexander Piers William Hibbert on 19 April [MASK] in Southsea, England) is a polar expedition leader, motivational speaker, author and photographer .","Alex Hibbert (born Alexander Piers William Hibbert on 19 April <mask> in Southsea, England) is a polar expedition leader, motivational speaker, author and photographer ."
1916,"Robert H Johnson (August 16, [MASK] May 19, 2011) was a newspaperman, attorney, and, from 1967 to 1978, a Democratic state senator from Rock Springs, Wyoming .","Robert H Johnson (August 16, <mask> May 19, 2011) was a newspaperman, attorney, and, from 1967 to 1978, a Democratic state senator from Rock Springs, Wyoming ."
1981,Mariana Fleitas (born 6 March [MASK]) is a team handball player from Uruguay .,Mariana Fleitas (born 6 March <mask>) is a team handball player from Uruguay .
1932,"Jean Ricardou (b. Cannes, 17 June [MASK]) is a French writer and theorist of the nouveau roman literary movement .","Jean Ricardou (b. Cannes, 17 June <mask>) is a French writer and theorist of the nouveau roman literary movement ."
1974,"Thibaut de Longeville (born [MASK]) is a self-taught writer, filmmaker, creative director, brand marketer and entrepreneur .","Thibaut de Longeville (born <mask>) is a self-taught writer, filmmaker, creative director, brand marketer and entrepreneur ."
1852,"Simon Philip Van Patten was born February 22, [MASK] in Georgetown, Washington, DC, in the United States, the son of ethnic Dutch heritage .","Simon Philip Van Patten was born February 22, <mask> in Georgetown, Washington, DC, in the United States, the son of ethnic Dutch heritage ."
1831,"David Dwight Baldwin was born November 26, [MASK] in Honolulu .","David Dwight Baldwin was born November 26, <mask> in Honolulu ."
1983,"Waluyo (born in Banyumas, Central Java, September 30, [MASK]) is an Indonesian footballer, currently plays for Deltras Sidoarjo in the Indonesia Super League as a Defender .","Waluyo (born in Banyumas, Central Java, September 30, <mask>) is an Indonesian footballer, currently plays for Deltras Sidoarjo in the Indonesia Super League as a Defender ."
1860,"Although little is known of his personal life, some reports list Jordan as Charles F Jordan, which links with a Charles Frederick Jordan who was born in Bristol in [MASK] .","Although little is known of his personal life, some reports list Jordan as Charles F Jordan, which links with a Charles Frederick Jordan who was born in Bristol in <mask> ."
1938,"Lorn Brown (circa [MASK] -- June 24, 2010) was a sports broadcaster who worked for baseball's AAA Iowa Oaks 1973-1974 (St. Louis Cardinals September 1974 fill-in), Chicago White Sox (1976--1979, 1983--1988), Milwaukee Brewers (1980--1981), and New York Mets (1982), among other jobs .","Lorn Brown (circa <mask> -- June 24, 2010) was a sports broadcaster who worked for baseball's AAA Iowa Oaks 1973-1974 (St. Louis Cardinals September 1974 fill-in), Chicago White Sox (1976--1979, 1983--1988), Milwaukee Brewers (1980--1981), and New York Mets (1982), among other jobs ."
1958,"Glovis Reyes was born in Don Gregorio, the son of Agapito Reyes Encarnacion (Apicito), a pharmacy owner in Santo Domingo originally from Juan Baron Palenque, San Cristobal, and Miriam Aglon Nova, a grocery owner from Don Gregorio, in [MASK] .","Glovis Reyes was born in Don Gregorio, the son of Agapito Reyes Encarnacion (Apicito), a pharmacy owner in Santo Domingo originally from Juan Baron Palenque, San Cristobal, and Miriam Aglon Nova, a grocery owner from Don Gregorio, in <mask> ."
1966,"Moustafa Amar () (born Moustafa Ahmed Mohamed Hassan Amar on September 22, [MASK]) is an Egyptian musician and actor .","Moustafa Amar () (born Moustafa Ahmed Mohamed Hassan Amar on September 22, <mask>) is an Egyptian musician and actor ."
1961,Leng Bingchuan was born in Nantong of Jiangsu Province in [MASK] .,Leng Bingchuan was born in Nantong of Jiangsu Province in <mask> .
1955,"Gene St Leon (born c [MASK] in Hutchinson, Kansas) is a retired Champion jockey in American Thoroughbred horse racing .","Gene St Leon (born c <mask> in Hutchinson, Kansas) is a retired Champion jockey in American Thoroughbred horse racing ."
1933,Virginia Rangle (born [MASK]) was a redheaded stripper who danced under the name of Linda Doll .,Virginia Rangle (born <mask>) was a redheaded stripper who danced under the name of Linda Doll .
1967,"Volker Halbach (born in [MASK] in Ingolstadt, Germany) is a German logician who is currently a fellow of New College at Oxford University .","Volker Halbach (born in <mask> in Ingolstadt, Germany) is a German logician who is currently a fellow of New College at Oxford University ."
1979,"Davide Tiso (born 21th June, [MASK]) is a guitarist, composer and multi-instrumentalist .","Davide Tiso (born 21th June, <mask>) is a guitarist, composer and multi-instrumentalist ."
1963,"Estha Essombe (born April 20, [MASK] in Boulogne-sur-Mer, France) is a French judoka .","Estha Essombe (born April 20, <mask> in Boulogne-sur-Mer, France) is a French judoka ."
1861,"Reed was born on February 19, [MASK] in Necedah, Wisconsin .","Reed was born on February 19, <mask> in Necedah, Wisconsin ."
1844,Albèrt Arnavièlha (Albert Arnavielle in French) was an Occitan poet and journalist born in Alès on 22 July [MASK] .,Albèrt Arnavièlha (Albert Arnavielle in French) was an Occitan poet and journalist born in Alès on 22 July <mask> .
1958,"Gilles Schnepp, (born in Lyon, France, on 16 October [MASK]) is a French corporate senior executive .","Gilles Schnepp, (born in Lyon, France, on 16 October <mask>) is a French corporate senior executive ."
1966,William Parra (c. [MASK] - ) is one of Colombia's best known journalists .,William Parra (c. <mask> - ) is one of Colombia's best known journalists .
1964,"Sergey Kozlov (born June 15, [MASK] Moscow) is a prominent award-winning American cinematographer .","Sergey Kozlov (born June 15, <mask> Moscow) is a prominent award-winning American cinematographer ."
1898,"Kozhumyaka was born in [MASK] in Novomyrgorod in the Yelysavetgrad (now Kirovograd) region, Ukraine .","Kozhumyaka was born in <mask> in Novomyrgorod in the Yelysavetgrad (now Kirovograd) region, Ukraine ."
1935,"Donald L Tucker (born July 23, [MASK]) was a former Speaker of the Florida House of Representatives and Special Ambassador for the United States to the Dominican Republic .","Donald L Tucker (born July 23, <mask>) was a former Speaker of the Florida House of Representatives and Special Ambassador for the United States to the Dominican Republic ."
1814,"Charles Rochussen (Kralingen, August 1 [MASK] - Rotterdam September 22 1894) was a Rotterdam illustrator, painter and printmaker .","Charles Rochussen (Kralingen, August 1 <mask> - Rotterdam September 22 1894) was a Rotterdam illustrator, painter and printmaker ."
1989,"James Finnegan, Irish singer-songwriter, born [MASK] .","James Finnegan, Irish singer-songwriter, born <mask> ."
1954,"Akbar born to P Abdulla and Kunjhamina on July 7,[MASK] at Kakkatil in Kozhikode District .","Akbar born to P Abdulla and Kunjhamina on July 7,<mask> at Kakkatil in Kozhikode District ."
1965,Scott Arnold (born 13 March [MASK]) is an Australian fencer .,Scott Arnold (born 13 March <mask>) is an Australian fencer .
1951,"Paul Pustovar (born December 17, [MASK] in Chisholm, Minnesota) is an American curler from Hibbing, Minnesota .","Paul Pustovar (born December 17, <mask> in Chisholm, Minnesota) is an American curler from Hibbing, Minnesota ."
1966,"Born in [MASK] in Düsseldorf, Germany, Vassil is a French citizen who spent 15 years in America and Canada .","Born in <mask> in Düsseldorf, Germany, Vassil is a French citizen who spent 15 years in America and Canada ."
1845,John B Mather (c. [MASK] -- 31 January 1892) was the son of Scottish immigrants and became a Canadian businessman and politician .,John B Mather (c. <mask> -- 31 January 1892) was the son of Scottish immigrants and became a Canadian businessman and politician .
1950,Gabriele Nissim was born in [MASK] .,Gabriele Nissim was born in <mask> .
1882,"Joshi was born on January 21, [MASK] in the town of Tale in the Konkan region of Maharashtra .","Joshi was born on January 21, <mask> in the town of Tale in the Konkan region of Maharashtra ."
1955,Doreen Reid Nakamarra (c. [MASK] - 20 October 2009) was an Australian Aboriginal artist and painter .,Doreen Reid Nakamarra (c. <mask> - 20 October 2009) was an Australian Aboriginal artist and painter .
1843,"He was born in Nelson in [MASK], a son of Stephen Carkeek .","He was born in Nelson in <mask>, a son of Stephen Carkeek ."
1863,"Kerala Varma VI (c. [MASK] -- October 13, 1943) was the ruler of the Kingdom of Cochin from May 23, 1941 to October 23, 1943 .","Kerala Varma VI (c. <mask> -- October 13, 1943) was the ruler of the Kingdom of Cochin from May 23, 1941 to October 23, 1943 ."
1987,Eliana Falco (born 21 July [MASK]) is a team handball player from Uruguay .,Eliana Falco (born 21 July <mask>) is a team handball player from Uruguay .
1969,"Chris Pile, born [MASK] in Warwickshire, England, was a programmer, notorious in late 1995 as ``The Black Baron'' .","Chris Pile, born <mask> in Warwickshire, England, was a programmer, notorious in late 1995 as ``The Black Baron'' ."
1945,François Engongah Owono (born 17 July [MASK]) is a Gabonese politician .,François Engongah Owono (born 17 July <mask>) is a Gabonese politician .
1864,Canon Frank Darvall Newham (circa [MASK] - 1946) was an Anglican priest and educator who spent most of his career in Cyprus .,Canon Frank Darvall Newham (circa <mask> - 1946) was an Anglican priest and educator who spent most of his career in Cyprus .
1957,Romeo Vásquez Velásquez (b. 29 January [MASK]) is a retired Brigadier general turned politician .,Romeo Vásquez Velásquez (b. 29 January <mask>) is a retired Brigadier general turned politician .
1989,Maricet Fernández (born [MASK]) is a team handball player from Cuba .,Maricet Fernández (born <mask>) is a team handball player from Cuba .
1956,"Steve Owens (born c [MASK]) is presently the interim president of the University of Missouri System from 2011 to February 15, 2012 .","Steve Owens (born c <mask>) is presently the interim president of the University of Missouri System from 2011 to February 15, 2012 ."
1953,Ariel Reboyras was born in New York City in [MASK] .,Ariel Reboyras was born in New York City in <mask> .
1856,"Frank Henry Fleer (c. [MASK] -- November 1, 1921) was an American confectioner whose Fleer corporation developed the first bubble gum from his earlier attempts .","Frank Henry Fleer (c. <mask> -- November 1, 1921) was an American confectioner whose Fleer corporation developed the first bubble gum from his earlier attempts ."
1963,"Pete Finnigan (Born [MASK]) is an expert in database security from the United Kingdom, specialising in Oracle database security .","Pete Finnigan (Born <mask>) is an expert in database security from the United Kingdom, specialising in Oracle database security ."
1917,"Canon Ezra Baya Lawiri (c. [MASK] - 29 March 1991) was a Sudanese teacher, Episcopalian priest and scholar, responsible for translating The Bible into the Moru language .","Canon Ezra Baya Lawiri (c. <mask> - 29 March 1991) was a Sudanese teacher, Episcopalian priest and scholar, responsible for translating The Bible into the Moru language ."
1942,Archie Brain (born [MASK]) is a British anesthetist best known as the inventor of the laryngeal mask airway or LMA .,Archie Brain (born <mask>) is a British anesthetist best known as the inventor of the laryngeal mask airway or LMA .
1898,"Anwar was born in Muar, Johor in [MASK] .","Anwar was born in Muar, Johor in <mask> ."
1990,Debbie Bont (born [MASK]) is a Dutch team handball player .,Debbie Bont (born <mask>) is a Dutch team handball player .
1974,"Carrie Ann Baade (born 18 February [MASK]) is a painter based in Tallahassee, FL where she is an Assistant Professor in the Fine Arts Department at Florida State University .","Carrie Ann Baade (born 18 February <mask>) is a painter based in Tallahassee, FL where she is an Assistant Professor in the Fine Arts Department at Florida State University ."
1985,Solange Tagliavini (born 22 January [MASK]) is a team handball player from Argentina .,Solange Tagliavini (born 22 January <mask>) is a team handball player from Argentina .
1956,Isa Yuguda was born on 15 June [MASK] in Yuguda .,Isa Yuguda was born on 15 June <mask> in Yuguda .
1950,"Cohen was born April 3, [MASK], in Brooklyn, New York, the son of Toby (Fassman) Cohen and Max Cohen, and the grandchild of four East European-born grandparents .","Cohen was born April 3, <mask>, in Brooklyn, New York, the son of Toby (Fassman) Cohen and Max Cohen, and the grandchild of four East European-born grandparents ."
1987,Wen Vo (born c [MASK]) is an Asian-American artist and entrepreneur who co-founded McJAWN along with Yis Goodwin .,Wen Vo (born c <mask>) is an Asian-American artist and entrepreneur who co-founded McJAWN along with Yis Goodwin .
1839,"Wilson was born in Danville, Virginia in [MASK] and came to Atlanta in 1853 .","Wilson was born in Danville, Virginia in <mask> and came to Atlanta in 1853 ."
1923,George (Dan) Mostow was born in [MASK] .,George (Dan) Mostow was born in <mask> .
1962,"Jim Roth was born in [MASK] and was raised in West Des Moines, Iowa, a suburb of Des Moines .","Jim Roth was born in <mask> and was raised in West Des Moines, Iowa, a suburb of Des Moines ."
1929,"Jay Cristol (born September 29, [MASK]) is the chief judge of the Florida bankruptcy court, a lecturer in law of naval warfare, and a former US Navy aviator and lawyer (JAG) .","Jay Cristol (born September 29, <mask>) is the chief judge of the Florida bankruptcy court, a lecturer in law of naval warfare, and a former US Navy aviator and lawyer (JAG) ."
1860,"Dan McMichael (circa [MASK] -- 6 February 1919) was an Irish manager, treasurer, secretary and physiotherapist of the Scottish association football club Hibernian during the late 19th Century and early 20th Century .","Dan McMichael (circa <mask> -- 6 February 1919) was an Irish manager, treasurer, secretary and physiotherapist of the Scottish association football club Hibernian during the late 19th Century and early 20th Century ."
1964,"Jürgen B Hausmann (* 29 October [MASK] in Alsdorf) is the pseudonym of Jürgen Beckers, a prominent German cabaret performer and comedian .","Jürgen B Hausmann (* 29 October <mask> in Alsdorf) is the pseudonym of Jürgen Beckers, a prominent German cabaret performer and comedian ."
1792,"He was born in [MASK] in Beli Potok, near Avala, and died in 1844 .","He was born in <mask> in Beli Potok, near Avala, and died in 1844 ."
1980,"Ringa was born in Riga, the capital of Latvia, on 29 September, in [MASK] .","Ringa was born in Riga, the capital of Latvia, on 29 September, in <mask> ."
1951,"Hoover was born on December 21, [MASK] in Milwaukee, Wisconsin and was raised in Wauwatosa, Wisconsin .","Hoover was born on December 21, <mask> in Milwaukee, Wisconsin and was raised in Wauwatosa, Wisconsin ."
1965,Luay Hamza Abbas (born [MASK]) is a noted Iraqi writer .,Luay Hamza Abbas (born <mask>) is a noted Iraqi writer .
1951,"Nora Lustig (born [MASK] in Buenos Aires, Argentina) is the Samuel Z Stone Professor of Latin American Economics in the Department of Economics at Tulane University and a non-resident Fellow at the Center for Global Development .","Nora Lustig (born <mask> in Buenos Aires, Argentina) is the Samuel Z Stone Professor of Latin American Economics in the Department of Economics at Tulane University and a non-resident Fellow at the Center for Global Development ."
1787,"Langdale was born Charles Stourton in [MASK], the fourth son of Charles Stourton, 17th Baron Stourton and his wife, Mary, daughter and co-heir of Marmaduke Langdale, 5th Baron Langdale .","Langdale was born Charles Stourton in <mask>, the fourth son of Charles Stourton, 17th Baron Stourton and his wife, Mary, daughter and co-heir of Marmaduke Langdale, 5th Baron Langdale ."
1968,Ash Bowie (born circa [MASK]) is an American musician .,Ash Bowie (born circa <mask>) is an American musician .
1961,"He was born on the 17th February [MASK] in Wimbledon, London .","He was born on the 17th February <mask> in Wimbledon, London ."
1933,William Underhill (born [MASK]) is an American sculptor .,William Underhill (born <mask>) is an American sculptor .
1960,Lorenze Verdecía Maturell (born [MASK]) is a team handball coach from Cuba .,Lorenze Verdecía Maturell (born <mask>) is a team handball coach from Cuba .
1956,"Mack A White, Jr., known as Bodi White (born [MASK]), is an incoming Republican member of the Louisiana State Senate from Central City in East Baton Rouge Parish in south Louisiana .","Mack A White, Jr., known as Bodi White (born <mask>), is an incoming Republican member of the Louisiana State Senate from Central City in East Baton Rouge Parish in south Louisiana ."
1962,Boyd Huppert (c. [MASK]) is an American television personality .,Boyd Huppert (c. <mask>) is an American television personality .
1966,"Kavelaars, born in [MASK], is a graduate of the Glencoe District High School in Glencoe, Ontario, the University of Guelph, and Queen's University, Kingston, Ontario .","Kavelaars, born in <mask>, is a graduate of the Glencoe District High School in Glencoe, Ontario, the University of Guelph, and Queen's University, Kingston, Ontario ."
1968,"He was born in [MASK] Motherwell, Scotland to his Italian parents, Tony and Maria .","He was born in <mask> Motherwell, Scotland to his Italian parents, Tony and Maria ."
1910,"He was born around [MASK] and had two brothers that also played polo, Ivor Godfrey Balding and Barney Balding .","He was born around <mask> and had two brothers that also played polo, Ivor Godfrey Balding and Barney Balding ."
1947,Georgs Pelēcis (born 18 June [MASK]) is a Latvian composer and musicologist .,Georgs Pelēcis (born 18 June <mask>) is a Latvian composer and musicologist .
1950,"Lynda Keane (born c [MASK]) is a British-born Australian acting coach, producer, film and television actress .","Lynda Keane (born c <mask>) is a British-born Australian acting coach, producer, film and television actress ."
1856,"Gulickson was born on December 18, [MASK] in Drangedal, Norway .","Gulickson was born on December 18, <mask> in Drangedal, Norway ."
